tipo_decision,alcance,algorithm,init,run,seed,Compacidad,Tolerancia,Hamming,Balance
Compromise (ASF),Global,MOEAD_TCHE,greedy_multi,10,1650156857,20.0,4.0,10.145390070921984,0.01257126779337061
Pseudo-Weights Match,Global,MOEAD_TCHE,greedy_multi,20,1606573831,20.0,4.0,10.11081560283688,0.014718856493008388
Mejor Knee Point,Global,MOEAD_TCHE,greedy_multi,18,177990379,33.0,8.0,16.588652482269502,0.008379356713307402
Compromise (ASF),Local,MOEAD_TCHE,greedy_multi,10,1650156857,20.0,4.0,10.145390070921984,0.01257126779337061
Pseudo-Weights Match,Local,MOEAD_TCHE,greedy_multi,20,1606573831,20.0,4.0,10.11081560283688,0.014718856493008388
Mejor Knee Point,Local,MOEAD_TCHE,greedy_multi,18,177990379,33.0,8.0,16.588652482269502,0.008379356713307402
