Compacidad,Tolerancia,Hamming,Balance,init_cross
156.0,33.0,0.4309704037097654,0.0042302493606993,random_dense+UX
182.0,44.0,0.4458878887070376,0.0055298090392681,random_dense+UX
153.0,33.0,0.4323749594400408,0.0042447632282493,random_dense+UX
362.0,72.0,0.3176428235570706,0.0017059724007208,random_dense+UX
349.0,68.0,0.3153742201629783,0.0017092403644427,random_dense+UX
452.0,98.0,0.3419279169020272,0.002317733274136,random_dense+UX
157.0,35.0,0.435470027555676,0.0043912482157391,random_dense+UX
183.0,44.0,0.445558655970236,0.0054377555795873,random_dense+UX
227.0,54.0,0.4063173680757334,0.0036348431759276,random_dense+UX
440.0,93.0,0.341152885235332,0.0021919785090542,random_dense+UX
367.0,76.0,0.3217867702475506,0.0017784973119219,random_dense+UX
165.0,40.0,0.4411831076724694,0.0047096918296093,random_dense+UX
299.0,70.0,0.3733781636186816,0.0030658528340267,random_dense+UX
363.0,74.0,0.3191342828673583,0.0017549325626104,random_dense+UX
424.0,91.0,0.3394031011641911,0.0021706939501852,random_dense+UX
160.0,34.0,0.4269614361702127,0.004124311012831,random_dense+UX
202.0,51.0,0.434884312899375,0.0047715664087693,random_dense+UX
180.0,44.0,0.4452521670606777,0.0053490323753493,random_dense+UX
181.0,47.0,0.42501763253791,0.0040829549619801,random_dense+UX
192.0,47.0,0.4124464391252955,0.0037409741246822,random_dense+UX
443.0,96.0,0.3421905768214783,0.0022677026451837,random_dense+UX
292.0,65.0,0.3801703827844165,0.0029976659552601,random_dense+UX
212.0,53.0,0.401035394085374,0.0033950754737886,random_dense+UX
431.0,94.0,0.3463699791018743,0.0023169025964933,random_dense+UX
185.0,46.0,0.4413216407897258,0.0050145948516022,random_dense+UX
196.0,50.0,0.4386036329425387,0.0048793646822448,random_dense+UX
348.0,72.0,0.3344542267873155,0.0020025602576444,random_dense+UX
356.0,71.0,0.3162552793051239,0.0017077962100336,random_dense+UX
386.0,82.0,0.3276765700216808,0.0019138245224712,random_dense+UX
176.0,44.0,0.4438416747259832,0.0052630481465036,random_dense+UX
422.0,90.0,0.3358227454539343,0.0021228765217912,random_dense+UX
224.0,55.0,0.4006102773556231,0.0035693649229166,random_dense+UX
312.0,67.0,0.3602643662484088,0.0027020253049509,random_dense+UX
173.0,43.0,0.4436826138646333,0.0052401038030671,random_dense+UX
201.0,50.0,0.4173106100702163,0.0038745355040207,random_dense+UX
449.0,98.0,0.3431285441248479,0.0023231508534343,random_dense+UX
203.0,50.0,0.4197411172833036,0.003972559216967,random_dense+UX
158.0,36.0,0.4394021007271747,0.0046672792040698,random_dense+UX
216.0,52.0,0.4022113869188337,0.003491510768975,random_dense+UX
409.0,87.0,0.3441797152716364,0.0022082013725174,random_dense+UX
272.0,62.0,0.3920330100125156,0.0035172456924686,random_dense+UX
176.0,45.0,0.4425824065119277,0.0049364014007294,random_dense+UX
268.0,61.0,0.3847220016936594,0.003274953406618,random_dense+UX
175.0,34.0,0.4030243161094224,0.0035749033021991,random_dense+UX
198.0,46.0,0.4018330467798553,0.0034764402710654,random_dense+UX
154.0,36.0,0.4340517638389979,0.0043091378522583,random_dense+UX
251.0,60.0,0.3951145771523834,0.0035493912466098,random_dense+UX
210.0,51.0,0.4149484971293481,0.0040205840218403,random_dense+UX
274.0,63.0,0.3808724180773412,0.0029515904706629,random_dense+UX
236.0,57.0,0.3979670032455824,0.0034637248601854,random_dense+UX
308.0,69.0,0.3553755641521599,0.0025243097517575,random_dense+UX
446.0,96.0,0.3430155360493591,0.002323875296814,random_dense+UX
364.0,73.0,0.3242294053464266,0.0018464331729456,random_dense+UX
396.0,81.0,0.3287775807722616,0.0019278573875052,random_dense+UX
419.0,89.0,0.3380769816686132,0.0021543963542367,random_dense+UX
284.0,65.0,0.3703644740785136,0.0027449890210762,random_dense+UX
306.0,66.0,0.3619512816947109,0.0025482091969689,random_dense+UX
231.0,56.0,0.4087416720395443,0.0039187892472259,random_dense+UX
164.0,37.0,0.4295158709565819,0.0041962269558285,random_dense+UX
372.0,78.0,0.3208767063219706,0.0018398143891024,random_dense+UX
254.0,61.0,0.3972573574579773,0.0037014632908503,random_dense+UX
259.0,58.0,0.3726929817355349,0.0027207124218942,random_dense+UX
406.0,89.0,0.3345910631310484,0.0020592815905173,random_dense+UX
426.0,92.0,0.3437010954616588,0.0023158805764884,random_dense+UX
375.0,79.0,0.3224208037825059,0.0018785085033728,random_dense+UX
437.0,95.0,0.341573753996462,0.002228644854644,random_dense+UX
