Compacidad,Tolerancia,Hamming,Balance,init_cross
7.0,0.0,0.5088652482269503,0.0332836884565205,greedy_multi+2P
7.0,0.0,0.4864488348530901,0.0323463992130728,greedy_multi+2P
8.0,0.0,0.4308510638297872,0.0260251622151803,greedy_multi+2P
9.0,0.0,0.5092592592592592,0.0337992148965356,greedy_multi+2P
17.0,0.0,0.2946912807676262,0.0094262826403605,greedy_multi+2P
8.0,0.0,0.4903590425531915,0.0280403631097215,greedy_multi+2P
8.0,0.0,0.4554521276595745,0.0264950969990191,greedy_multi+2P
30.0,6.0,0.4209219858156028,0.0068396542762772,greedy_multi+2P
20.0,0.0,0.3259751773049645,0.0082348646320607,greedy_multi+2P
18.0,0.0,0.3108254531126871,0.008706139395918,greedy_multi+2P
18.0,2.0,0.3687943262411347,0.0099389981501043,greedy_multi+2P
8.0,0.0,0.5090868794326241,0.0308349818136664,greedy_multi+2P
9.0,0.0,0.509160756501182,0.0268839467516913,greedy_multi+2P
34.0,8.0,0.4527795160617438,0.0064061740180632,greedy_multi+2P
18.0,0.0,0.5084219858156028,0.017224512760648,greedy_multi+2P
13.0,0.0,0.3262411347517731,0.0131479045885147,greedy_multi+2P
13.0,1.0,0.4060283687943262,0.0142504521726759,greedy_multi+2P
23.0,1.0,0.4599522047486895,0.0091249678854782,greedy_multi+2P
19.0,0.0,0.3518103770063456,0.0089184038380162,greedy_multi+2P
24.0,1.0,0.3544991134751773,0.0073445013782526,greedy_multi+2P
13.0,0.0,0.4595608292416803,0.0156020732753373,greedy_multi+2P
8.0,0.0,0.5089760638297872,0.0287176350653574,greedy_multi+2P
25.0,2.0,0.421241134751773,0.0077289560384286,greedy_multi+2P
11.0,0.0,0.4234364925854288,0.0181401394079898,greedy_multi+2P
22.0,0.0,0.4259348807221148,0.0089332081151446,greedy_multi+2P
11.0,0.0,0.3495325596389426,0.0159710024127028,greedy_multi+2P
20.0,0.0,0.3843528368794326,0.0088841556479805,greedy_multi+2P
20.0,3.0,0.4552304964539007,0.0104690958075549,greedy_multi+2P
15.0,0.0,0.4639479905437352,0.0141612455219667,greedy_multi+2P
10.0,0.0,0.4325354609929078,0.0202091742744328,greedy_multi+2P
18.0,1.0,0.3707151300236406,0.0099167375164636,greedy_multi+2P
23.0,3.0,0.3888760407030527,0.0084889886293198,greedy_multi+2P
21.0,2.0,0.4806653157716988,0.0103609603558406,greedy_multi+2P
11.0,0.0,0.4803352675693101,0.0196443633004809,greedy_multi+2P
12.0,0.0,0.4952718676122931,0.0181267779398532,greedy_multi+2P
15.0,0.0,0.3209810874704492,0.0112461611868394,greedy_multi+2P
9.0,0.0,0.491725768321513,0.0248199006309764,greedy_multi+2P
14.0,2.0,0.5078520770010132,0.017325086817585,greedy_multi+2P
12.0,0.0,0.3984929078014185,0.0154055300915446,greedy_multi+2P
11.0,0.0,0.5094294003868473,0.030345996437065,greedy_multi+2P
18.0,0.0,0.4855200945626478,0.0120375085927937,greedy_multi+2P
15.0,0.0,0.3560283687943262,0.0118884026625084,greedy_multi+2P
25.0,2.0,0.4637234042553191,0.0083123773955032,greedy_multi+2P
13.0,1.0,0.4956355701036552,0.0179527508200418,greedy_multi+2P
12.0,0.0,0.3501773049645389,0.014565571399829,greedy_multi+2P
18.0,1.0,0.4005122143420015,0.0101201298963399,greedy_multi+2P
15.0,0.0,0.4871749408983452,0.0142563216415448,greedy_multi+2P
26.0,4.0,0.3875136388434261,0.0072975613461486,greedy_multi+2P
26.0,2.0,0.4383183306055646,0.007810682836174,greedy_multi+2P
26.0,6.0,0.486633933442444,0.0087757735448998,greedy_multi+2P
31.0,7.0,0.447523450011439,0.0069454021131769,greedy_multi+2P
18.0,1.0,0.4760638297872341,0.0118493520241733,greedy_multi+2P
22.0,2.0,0.4685686653771759,0.0097529421961497,greedy_multi+2P
30.0,2.0,0.3824172576832151,0.0063762293633228,greedy_multi+2P
21.0,1.0,0.3901975683890578,0.0086290052085417,greedy_multi+2P
25.0,0.0,0.3997872340425532,0.007421231326392,greedy_multi+2P
28.0,2.0,0.3625886524822695,0.0064971561659219,greedy_multi+2P
16.0,0.0,0.3805961879432624,0.0111021877780213,greedy_multi+2P
29.0,6.0,0.4660063585228662,0.0079162903939558,greedy_multi+2P
22.0,2.0,0.3902321083172147,0.0083557341803566,greedy_multi+2P
13.0,1.0,0.5085242771412984,0.0219802973773836,greedy_multi+2P
15.0,2.0,0.4578014184397163,0.0140112418892409,greedy_multi+2P
25.0,3.0,0.4507446808510638,0.0086519277199335,greedy_multi+2P
11.0,0.0,0.5078175370728562,0.0214059747959034,greedy_multi+2P
33.0,8.0,0.4628734150010745,0.0067721093629224,greedy_multi+2P
22.0,3.0,0.4211798839458414,0.0090268242738508,greedy_multi+2P
19.0,1.0,0.4615061590145576,0.0112586418797106,greedy_multi+2P
18.0,0.0,0.3735224586288416,0.0098987121521199,greedy_multi+2P
27.0,4.0,0.4089506172839506,0.0073099281862196,greedy_multi+2P
15.0,0.0,0.2909574468085106,0.0106274520899351,greedy_multi+2P
22.0,4.0,0.4573259187620889,0.0098374568740826,greedy_multi+2P
19.0,0.0,0.4962672639044419,0.0114838761545322,greedy_multi+2P
17.0,0.0,0.3222256987901544,0.0095322766263768,greedy_multi+2P
10.0,0.0,0.4467198581560283,0.0204325030808309,greedy_multi+2P
9.0,0.0,0.4757683215130024,0.0243668578039334,greedy_multi+2P
9.0,0.0,0.4405043341213554,0.0226182203866088,greedy_multi+2P
24.0,5.0,0.4789080969267139,0.0094592761282931,greedy_multi+2P
12.0,0.0,0.4242021276595744,0.0161715462208471,greedy_multi+2P
20.0,0.0,0.3646276595744681,0.0087044712916855,greedy_multi+2P
17.0,0.0,0.3927304964539007,0.0106471714965289,greedy_multi+2P
15.0,0.0,0.4479314420803783,0.0137427659853907,greedy_multi+2P
27.0,5.0,0.4349225111636459,0.0075171507437704,greedy_multi+2P
18.0,0.0,0.4139578408195429,0.0104284822432672,greedy_multi+2P
15.0,0.0,0.4259456264775413,0.0127665407787446,greedy_multi+2P
27.0,3.0,0.4203769372209088,0.0072559806552002,greedy_multi+2P
18.0,2.0,0.415730890464933,0.0114199718844097,greedy_multi+2P
15.0,0.0,0.392434988179669,0.0120152686261032,greedy_multi+2P
8.0,0.0,0.471520390070922,0.0271559995842453,greedy_multi+2P
24.0,3.0,0.4858525413711583,0.0089221282756533,greedy_multi+2P
25.0,3.0,0.430886524822695,0.0079467318042351,greedy_multi+2P
10.0,0.0,0.3763297872340425,0.0182606430134299,greedy_multi+2P
31.0,7.0,0.4618794326241135,0.007513545835756,greedy_multi+2P
23.0,0.0,0.4017884674683935,0.0080347158219002,greedy_multi+2P
16.0,1.0,0.3829233156028369,0.0115971002808506,greedy_multi+2P
17.0,3.0,0.5028160200250312,0.0135752254460754,greedy_multi+2P
31.0,6.0,0.4577327842598948,0.0069809454443323,greedy_multi+2P
16.0,0.0,0.3372672872340425,0.0103192333004423,greedy_multi+2P
28.0,4.0,0.4230623100303951,0.0070754174519513,greedy_multi+2P
