Configuración,Compacidad,Tolerancia,Hamming,Balance
SPEA2 (random_dense),254.0,58.0,0.4044821857374211,0.0035852320620848
SPEA2 (random_dense),323.0,70.0,0.3709406494960806,0.0027994237971487
SPEA2 (random_dense),252.0,56.0,0.3719428965439603,0.0029333681754503
SPEA2 (random_dense),218.0,45.0,0.4003554232546034,0.0037741689762433
SPEA2 (random_dense),223.0,47.0,0.3908063797983653,0.0034237995461026
SPEA2 (random_dense),317.0,71.0,0.3657544130478555,0.0027818178449842
SPEA2 (random_dense),244.0,55.0,0.4089350075572608,0.004478092091508
SPEA2 (random_dense),249.0,49.0,0.3599824831239853,0.0025051821879277
SPEA2 (random_dense),267.0,45.0,0.365776157462746,0.00261554371247
SPEA2 (random_dense),266.0,56.0,0.3614821628539433,0.0026747244197127
SPEA2 (random_dense),246.0,48.0,0.3946909415902669,0.0031273898932404
SPEA2 (random_dense),274.0,63.0,0.3921254594398716,0.0032543412088589
SPEA2 (random_dense),228.0,40.0,0.3904908547965659,0.0032997545866511
SPEA2 (random_dense),302.0,69.0,0.3936669249917806,0.0033652901915728
SPEA2 (random_dense),285.0,64.0,0.3923261167102153,0.0030322426652649
SPEA2 (random_dense),273.0,61.0,0.3924772036474164,0.003084867820524
SPEA2 (random_dense),217.0,40.0,0.3942584240284995,0.0034029175257448
SPEA2 (random_dense),260.0,57.0,0.4010706492089471,0.0034331144849576
SPEA2 (random_dense),229.0,41.0,0.4013208832729413,0.0036547197223337
SPEA2 (random_dense),275.0,60.0,0.4111347517730496,0.0042728990801051
SPEA2 (random_dense),308.0,70.0,0.3707688588007736,0.0027116489095423
SPEA2 (random_dense),267.0,59.0,0.3988299200467501,0.0033660787073117
SPEA2 (random_dense),273.0,53.0,0.386537812069727,0.0029550268947208
SPEA2 (random_dense),267.0,62.0,0.4093885302945785,0.0044185577653491
SPEA2 (random_dense),317.0,75.0,0.3992270174732085,0.0038407276379372
SPEA2 (random_dense),277.0,60.0,0.3692327879765471,0.0025626267881003
SPEA2 (random_dense),275.0,58.0,0.3572340425531914,0.0024108712542104
SPEA2 (random_dense),273.0,55.0,0.3510703244745798,0.0024000832955251
SPEA2 (random_dense),272.0,66.0,0.4056339956195244,0.0044179852914192
SPEA2 (random_dense),251.0,46.0,0.3451442457121867,0.0023823580752613
SPEA2 (random_dense),261.0,58.0,0.3785087361756474,0.0028901251136441
SPEA2 (random_dense),237.0,45.0,0.3860759493670886,0.0030887346178812
SPEA2 (random_dense),217.0,43.0,0.375792561362225,0.0031132293351508
SPEA2 (random_dense),297.0,56.0,0.3523533204384268,0.0022804577314263
SPEA2 (random_dense),326.0,78.0,0.3858830439890353,0.0031541878087072
SPEA2 (random_dense),250.0,48.0,0.3792624113475177,0.003024874402696
SPEA2 (random_dense),233.0,52.0,0.3812437220345174,0.003224980321839
SPEA2 (random_dense),333.0,73.0,0.3885268246970374,0.0032098228414735
SPEA2 (random_dense),254.0,53.0,0.411382420282571,0.0047411944344159
SPEA2 (random_dense),239.0,55.0,0.3998523695065135,0.0039174224609985
SPEA2 (random_dense),236.0,46.0,0.3535280682774371,0.0025519244705653
SPEA2 (random_dense),232.0,52.0,0.40197404622157,0.0044999885394709
SPEA2 (random_dense),286.0,57.0,0.362477061945147,0.0024406419461751
SPEA2 (random_dense),267.0,56.0,0.410799665311977,0.0043775716705852
SPEA2 (random_dense),284.0,67.0,0.4054696084307262,0.0039695602794516
SPEA2 (random_dense),257.0,61.0,0.3861212296823688,0.0032866164584629
SPEA2 (random_dense),237.0,53.0,0.3742518777867553,0.0030805260127316
SPEA2 (random_dense),306.0,67.0,0.401239396467807,0.0036719642534444
SPEA2 (random_dense),291.0,60.0,0.3808065852647997,0.0028413504853678
SPEA2 (random_dense),317.0,68.0,0.3616378056692843,0.0024288158921459
SPEA2 (random_dense),291.0,62.0,0.3960785747361751,0.0033160370001392
SPEA2 (random_dense),291.0,65.0,0.3605292339938096,0.0024899103892692
SPEA2 (random_dense),262.0,62.0,0.399914054463754,0.0037140067622203
SPEA2 (random_dense),300.0,61.0,0.3773611111111111,0.0026278569904124
SPEA2 (random_dense),297.0,72.0,0.3991869045060534,0.0038074078646735
SPEA2 (random_dense),301.0,72.0,0.3894082373176881,0.0032225933270937
SPEA2 (random_dense),258.0,42.0,0.3590837869041728,0.0024858059875313
SPEA2 (random_dense),315.0,74.0,0.3847686592367443,0.0031735481443386
SPEA2 (random_dense),256.0,52.0,0.3753428357712766,0.0027611145556593
SPEA2 (random_dense),273.0,63.0,0.4106298547787909,0.004572917397726
SPEA2 (random_dense),294.0,67.0,0.3759468326337627,0.0030090017428401
SPEA2 (random_dense),251.0,58.0,0.4104503969935859,0.0047861927541904
SPEA2 (random_dense),301.0,63.0,0.3643882095143846,0.0025598670296229
SPEA2 (random_dense),294.0,65.0,0.3812780431321464,0.0029413561468189
SPEA2 (random_dense),227.0,52.0,0.3975146061798981,0.0034595487208546
SPEA2 (random_dense),247.0,58.0,0.3840805983863095,0.0031028051764948
SPEA2 (random_dense),263.0,60.0,0.3940923064476984,0.0031049691371819
SPEA2 (random_dense),254.0,42.0,0.3814988551962919,0.0028144769332142
SPEA2 (random_dense),236.0,53.0,0.388346706334896,0.0032050998474453
SPEA2 (random_dense),246.0,49.0,0.4121655711237963,0.0044539979285425
SPEA2 (random_dense),292.0,57.0,0.3680019187797532,0.0025102039299665
SPEA2 (random_dense),303.0,70.0,0.3960659363808721,0.0037509545931301
SPEA2 (random_dense),283.0,63.0,0.3787121269077513,0.0030521590462088
SPEA2 (random_dense),271.0,47.0,0.3860766533197247,0.0028787023550566
SPEA2 (random_dense),223.0,45.0,0.3952469548071112,0.0035240269778926
SPEA2 (random_dense),251.0,50.0,0.368557684156989,0.0029097805634218
SPEA2 (random_dense),253.0,44.0,0.3513091133350153,0.0024587090085664
SPEA2 (random_dense),268.0,63.0,0.3998260029639038,0.0035047065798175
SPEA2 (random_dense),259.0,49.0,0.3806888195186068,0.0027705348113556
SPEA2 (random_dense),333.0,79.0,0.3818233126743764,0.0030191808552049
SPEA2 (random_dense),237.0,48.0,0.4105432863512583,0.0042294524014093
SPEA2 (random_dense),285.0,64.0,0.4010513873335822,0.0034261138709145
SPEA2 (random_dense),232.0,43.0,0.4042285705551479,0.0037629360746671
SPEA2 (random_dense),309.0,74.0,0.4045307443365696,0.0040664211460584
SPEA2 (random_dense),274.0,64.0,0.3863306931718175,0.0032124912007412
SPEA2 (random_dense),294.0,65.0,0.3714689776619868,0.002822840028727
SPEA2 (random_dense),273.0,51.0,0.3776303483750292,0.0027594002637251
SPEA2 (random_dense),304.0,67.0,0.3678611422172452,0.0026037764248873
SPEA2 (random_dense),244.0,49.0,0.4083464132077665,0.0040192467013418
SPEA2 (random_dense),282.0,63.0,0.3679360947638448,0.0027937608222769
SPEA2 (random_dense),311.0,72.0,0.3771692777815785,0.0029954799420714
SPEA2 (random_dense),270.0,59.0,0.4080772261623325,0.0040245442895516
SPEA2 (random_dense),258.0,55.0,0.3953831986365386,0.00316689711927
SPEA2 (random_dense),242.0,47.0,0.3655705996131528,0.0027386667459856
SPEA2 (random_dense),230.0,50.0,0.379968393462843,0.0030631028098994
SPEA2 (random_dense),333.0,78.0,0.3879650927523267,0.0032761601166739
SPEA2 (random_dense),220.0,40.0,0.3849129593810445,0.0032376675308997
SPEA2 (random_dense),231.0,45.0,0.3714615762488102,0.0028975868773496
SPEA2 (random_dense),240.0,40.0,0.360224586288416,0.0026207213301085
SPEA2 (random_dense),240.0,48.0,0.4021719858156028,0.0037816053696577
SPEA2 (random_dense),237.0,41.0,0.3983975222192297,0.0033801995464317
SPEA2 (random_dense),267.0,63.0,0.373114059553218,0.0028691196031606
SPEA2 (random_dense),225.0,50.0,0.4056107171000788,0.0039684498072171
SPEA2 (random_dense),328.0,72.0,0.3632751686559418,0.0025124781234316
SPEA2 (random_dense),234.0,54.0,0.3959015275504637,0.0035651325973726
SPEA2 (random_dense),236.0,54.0,0.3978430400288496,0.0033125236174115
SPEA2 (random_dense),257.0,50.0,0.3502462952231145,0.0023494646051506
SPEA2 (random_dense),294.0,63.0,0.3556683311622521,0.0023592765772202
SPEA2 (random_dense),266.0,54.0,0.3709806430971045,0.0027733044715725
SPEA2 (random_dense),252.0,55.0,0.359520995159293,0.0026712853436247
SPEA2 (random_dense),329.0,73.0,0.3714619845221927,0.0029136271995747
SPEA2 (random_dense),226.0,51.0,0.3773496830477625,0.0032431144536783
SPEA2 (random_dense),268.0,51.0,0.3818970308034297,0.0028139371853969
SPEA2 (random_dense),330.0,76.0,0.3803863099075865,0.0029237177387157
SPEA2 (random_dense),221.0,44.0,0.4037619139308751,0.0040392432950863
SPEA2 (random_dense),269.0,48.0,0.3619262305887316,0.0024605661782435
SPEA2 (random_dense),264.0,55.0,0.3609163442940039,0.0024555266033744
SPEA2 (random_dense),299.0,70.0,0.4062240565478308,0.0042224316640589
SPEA2 (random_dense),280.0,59.0,0.3541571681864235,0.0025382501389485
SPEA2 (random_dense),240.0,43.0,0.3944075059101655,0.0031107157356235
SPEA2 (random_dense),254.0,60.0,0.3960985927291003,0.0033626353692178
SPEA2 (random_dense),283.0,63.0,0.4085344460316267,0.0041107749203755
SPEA2 (random_dense),219.0,41.0,0.4016078888565044,0.0037557372430262
SPEA2 (random_dense),337.0,76.0,0.3746553864932551,0.0029235235078721
SPEA2 (random_dense),276.0,57.0,0.3894477849727618,0.0028793415956611
SPEA2 (random_dense),350.0,80.0,0.3693414387031408,0.0027708356558256
SPEA2 (random_dense),230.0,39.0,0.3718586185630589,0.0028871406650049
SPEA2 (random_dense),231.0,41.0,0.3846673421141506,0.0031663977397585
SPEA2 (random_dense),250.0,55.0,0.3897588652482269,0.0031551475277903
SPEA2 (random_dense),216.0,44.0,0.3929603362227475,0.0034133866395312
SPEA2 (random_dense),270.0,53.0,0.3472649067507223,0.0023006212991821
SPEA2 (random_dense),323.0,76.0,0.3908504051116527,0.0033966170786264
SPEA2 (random_dense),266.0,61.0,0.3795892657174852,0.0030162596863507
SPEA2 (random_dense),255.0,47.0,0.3751355861493534,0.0027388985223324
SPEA2 (random_dense),237.0,35.0,0.3764438758715623,0.0029145166257301
SPEA2 (random_dense),268.0,59.0,0.3755391923361914,0.0026429168997273
SPEA2 (random_dense),265.0,56.0,0.409273384183059,0.004092973161833
SPEA2 (random_dense),258.0,60.0,0.4070557754686899,0.0040610483099873
SPEA2 (random_dense),230.0,45.0,0.3838845205057046,0.0033390625872095
SPEA2 (random_dense),303.0,65.0,0.3751579945228565,0.0028191264362285
SPEA2 (random_dense),290.0,60.0,0.3514000978234287,0.0022473882726479
SPEA2 (random_dense),254.0,44.0,0.3847692243256826,0.0029965848408288
SPEA2 (random_dense),250.0,53.0,0.3655248226950355,0.0027747529299331
SPEA2 (random_dense),330.0,75.0,0.3691059531485063,0.0026930254527755
SPEA2 (random_dense),256.0,61.0,0.4025653812056737,0.0034560666022649
SPEA2 (random_dense),256.0,51.0,0.4088680186170212,0.0043474199978028
SPEA2 (random_dense),245.0,56.0,0.4066869300911854,0.0037827091184216
SPEA2 (random_dense),301.0,68.0,0.3816327372116585,0.0031476015914491
SPEA2 (random_dense),303.0,62.0,0.3610555204456616,0.0023989509052108
SPEA2 (random_dense),300.0,71.0,0.3960431442080378,0.0035115990054015
SPEA2 (random_dense),243.0,42.0,0.3665615970580509,0.0027342021255704
SPEA2 (random_dense),232.0,38.0,0.3666276901442895,0.0027702789659702
SPEA2 (random_dense),241.0,46.0,0.3922817162532003,0.0032332292598468
SPEA2 (random_dense),268.0,61.0,0.3828430983380967,0.0032308373644294
SPEA2 (greedy_ting),8.0,0.0,0.4730718085106383,0.0289041943116232
SPEA2 (greedy_ting),346.0,73.0,0.3502849178042881,0.0025493810360827
SPEA2 (greedy_ting),201.0,48.0,0.3910633005186831,0.0033631782945497
SPEA2 (greedy_ting),11.0,0.0,0.3622662798194713,0.0162266557816528
SPEA2 (greedy_ting),12.0,0.0,0.3355496453900708,0.0142287365030263
SPEA2 (greedy_ting),326.0,70.0,0.3503132750293695,0.0024604568595314
SPEA2 (greedy_ting),8.0,0.0,0.5043218085106383,0.0289457501626862
SPEA2 (greedy_ting),70.0,15.0,0.4420466058763931,0.0058880389336963
SPEA2 (greedy_ting),78.0,17.0,0.4281119294417166,0.0060161026349299
SPEA2 (greedy_ting),78.0,8.0,0.2565693762502273,0.0021856867683889
SPEA2 (greedy_ting),314.0,67.0,0.3508605502100556,0.0024891256858791
SPEA2 (greedy_ting),9.0,0.0,0.4765563435776202,0.0245795430341396
SPEA2 (greedy_ting),10.0,0.0,0.4585992907801418,0.0213090309214828
SPEA2 (greedy_ting),258.0,52.0,0.3434252845126175,0.0023654494991662
SPEA2 (greedy_ting),9.0,0.0,0.4251379038613081,0.0231365824184763
SPEA2 (greedy_ting),9.0,0.0,0.4529156816390858,0.023350005060977
SPEA2 (greedy_ting),86.0,15.0,0.424645390070922,0.0054346477924124
SPEA2 (greedy_ting),130.0,18.0,0.30123431533006,0.0022791533719566
SPEA2 (greedy_ting),55.0,5.0,0.2445035460992907,0.0028928298479257
SPEA2 (greedy_ting),21.0,0.0,0.2190982776089159,0.0051552699446057
SPEA2 (greedy_ting),64.0,3.0,0.2607075576241134,0.0026615820722041
SPEA2 (greedy_ting),113.0,25.0,0.4133480825958702,0.0047794887820254
SPEA2 (greedy_ting),118.0,12.0,0.2902316985214569,0.0022455992116573
SPEA2 (greedy_ting),13.0,0.0,0.4501500272776869,0.0162106871313305
SPEA2 (greedy_ting),18.0,2.0,0.5044326241134752,0.0140115224940246
SPEA2 (greedy_ting),152.0,34.0,0.3976647069802165,0.0035841860992486
SPEA2 (greedy_ting),22.0,0.0,0.2429883945841393,0.0066254168397003
SPEA2 (greedy_ting),20.0,1.0,0.4703900709219858,0.0123147414616971
SPEA2 (greedy_ting),50.0,4.0,0.3723049645390071,0.0051875949398923
SPEA2 (greedy_ting),12.0,0.0,0.4748079196217494,0.0183456092832211
SPEA2 (greedy_ting),32.0,1.0,0.2367021276595744,0.0040757153500829
SPEA2 (greedy_ting),75.0,16.0,0.4178723404255319,0.0055106818905822
SPEA2 (greedy_ting),85.0,15.0,0.3567793074676679,0.0037586128815935
SPEA2 (greedy_ting),98.0,17.0,0.3160189607757996,0.0029943728360546
SPEA2 (greedy_ting),19.0,1.0,0.3671145949981336,0.0097426989758035
SPEA2 (greedy_ting),101.0,20.0,0.3851994241977389,0.004408103691797
SPEA2 (greedy_ting),133.0,30.0,0.3926771716525356,0.003927459512413
SPEA2 (greedy_ting),13.0,0.0,0.4010501909438079,0.0150106474871641
SPEA2 (greedy_ting),11.0,0.0,0.3852353320438427,0.0165606224806192
SPEA2 (greedy_ting),9.0,0.0,0.5046296296296297,0.0253484991098268
SPEA2 (greedy_ting),14.0,0.0,0.3617654508611955,0.0127744414406022
SPEA2 (greedy_ting),12.0,1.0,0.5042109929078015,0.0192580260099677
SPEA2 (greedy_ting),268.0,56.0,0.3491154599343707,0.0023984398208372
SPEA2 (greedy_ting),140.0,31.0,0.4168756332320162,0.0045659059397675
SPEA2 (greedy_ting),31.0,2.0,0.3529798673072524,0.0063774939231298
SPEA2 (greedy_ting),144.0,30.0,0.3726297773837668,0.0034092725835595
SPEA2 (greedy_ting),11.0,0.0,0.4825918762088975,0.0203141543423036
SPEA2 (greedy_ting),31.0,4.0,0.4688286433310455,0.0107625772671014
SPEA2 (greedy_ting),20.0,1.0,0.3843528368794326,0.0098238719600372
SPEA2 (greedy_ting),21.0,0.0,0.2666751097602161,0.006735739141657
SPEA2 (greedy_ting),27.0,1.0,0.3584843708957184,0.0076659786566835
SPEA2 (greedy_ting),40.0,1.0,0.1992242907801418,0.0025786314312346
SPEA2 (greedy_ting),101.0,10.0,0.2865757320412892,0.0023608345815577
SPEA2 (greedy_ting),15.0,1.0,0.5056146572104019,0.0156658751515964
SPEA2 (greedy_ting),11.0,0.0,0.5051579626047711,0.0212353378635941
SPEA2 (greedy_ting),75.0,13.0,0.3678368794326241,0.0042419718156363
SPEA2 (greedy_ting),172.0,40.0,0.3968641761504206,0.003501850133327
SPEA2 (greedy_ting),10.0,0.0,0.5052304964539007,0.0229956915522358
SPEA2 (greedy_ting),11.0,0.0,0.4700999355254674,0.0193128907807235
SPEA2 (greedy_ting),16.0,0.0,0.4238142730496453,0.0128508491491171
SPEA2 (greedy_ting),73.0,10.0,0.306458272612455,0.0029663996970282
SPEA2 (greedy_ting),111.0,20.0,0.3922113602964667,0.0041796095664586
SPEA2 (greedy_ting),14.0,0.0,0.4155268490374873,0.0140504207945438
SPEA2 (greedy_ting),17.0,1.0,0.4799228201919065,0.0144500320810204
SPEA2 (greedy_ting),18.0,0.0,0.2952620173364854,0.0087045675433954
SPEA2 (greedy_ting),19.0,1.0,0.4315042926465099,0.0114327757079832
SPEA2 (greedy_ting),10.0,0.0,0.4796099290780142,0.0219246705397115
SPEA2 (greedy_ting),189.0,42.0,0.3798125633232016,0.0032021872128118
SPEA2 (greedy_ting),202.0,47.0,0.3772514219507057,0.0030572482062002
SPEA2 (greedy_ting),84.0,19.0,0.4233578183046268,0.0049763563262351
SPEA2 (greedy_ting),10.0,0.0,0.4330673758865248,0.0202806621271564
SPEA2 (greedy_ting),69.0,10.0,0.3444984068249563,0.0036771007022871
SPEA2 (greedy_ting),15.0,0.0,0.3697399527186761,0.0118345265440483
SPEA2 (greedy_ting),44.0,4.0,0.3275306254029658,0.0050962056883082
SPEA2 (greedy_ting),197.0,42.0,0.365558735644598,0.0028022020508679
SPEA2 (greedy_ting),85.0,12.0,0.299645390070922,0.0028799449283792
SPEA2 (greedy_ting),175.0,37.0,0.3815349544072948,0.0034040413675655
SPEA2 (greedy_ting),16.0,0.0,0.3496786347517731,0.0109771518218949
SPEA2 (greedy_ting),198.0,33.0,0.3397763091912028,0.0026004921346276
SPEA2 (greedy_ting),98.0,17.0,0.3499692430163555,0.0032067302918786
SPEA2 (greedy_ting),161.0,35.0,0.3860898198317254,0.0033151040682629
SPEA2 (greedy_ting),108.0,23.0,0.4023016811137378,0.0042174546986497
SPEA2 (greedy_ting),35.0,5.0,0.4727710233029382,0.008795418839031
SPEA2 (greedy_ting),10.0,0.0,0.3943262411347518,0.0194358935667217
SPEA2 (greedy_ting),112.0,25.0,0.3931025202634245,0.0037054071830027
SPEA2 (greedy_ting),79.0,13.0,0.3441175150372564,0.003669720668574
SPEA2 (greedy_ting),67.0,8.0,0.3193209484492431,0.00367830700459
SPEA2 (greedy_ting),49.0,2.0,0.2657946157186279,0.0033217371468316
SPEA2 (greedy_ting),289.0,60.0,0.3459655451667525,0.0024175738446163
SPEA2 (greedy_ting),24.0,0.0,0.2806959219858156,0.0063762074774595
SPEA2 (greedy_ting),35.0,0.0,0.2639817629179331,0.0045501319586231
SPEA2 (greedy_ting),15.0,0.0,0.4103427895981087,0.0128914506592
SPEA2 (greedy_ting),12.0,0.0,0.3699024822695035,0.0153527584177942
SPEA2 (greedy_ting),125.0,25.0,0.3946524822695035,0.0036486806498667
SPEA2 (greedy_ting),20.0,0.0,0.3354166666666666,0.0086015994385343
SPEA2 (greedy_ting),36.0,0.0,0.2054767533490937,0.0037226319129685
SPEA2 (greedy_ting),67.0,9.0,0.4063326982110722,0.0054918039274539
SPEA2 (greedy_ting),69.0,12.0,0.4120284715798129,0.0055099104571908
SPEA2 (greedy_ting),191.0,38.0,0.3585830455608778,0.0030548757514215
SPEA2 (greedy_ting),156.0,30.0,0.349739725404619,0.0027993879273967
SPEA2 (greedy_ting),91.0,10.0,0.2588165380718572,0.0022478306324453
SPEA2 (greedy_ting),12.0,0.0,0.4519060283687943,0.0174059907753214
SPEA2 (greedy_ting),106.0,18.0,0.3326893483206209,0.0029191365483607
SPEA2 (greedy_ting),146.0,27.0,0.3212073739434567,0.0022954515055493
SPEA2 (greedy_ting),16.0,1.0,0.4901374113475177,0.015098318884079
SPEA2 (greedy_ting),56.0,11.0,0.4198328267477204,0.0058839331907502
SPEA2 (greedy_ting),73.0,6.0,0.2780409015836005,0.0026423579783196
SPEA2 (greedy_ting),11.0,0.0,0.4303675048355899,0.0180837345844137
SPEA2 (greedy_ting),99.0,14.0,0.3137044200873988,0.0026911757443268
SPEA2 (greedy_ting),32.0,5.0,0.3940048758865248,0.0080365595950201
SPEA2 (greedy_ting),70.0,13.0,0.392629179331307,0.0049536316337308
SPEA2 (greedy_ting),78.0,11.0,0.3224904528096017,0.0028340175449248
SPEA2 (greedy_ting),16.0,1.0,0.4543439716312056,0.0132911919672049
SPEA2 (greedy_ting),13.0,0.0,0.3900027277686852,0.0141186537337988
SPEA2 (greedy_ting),23.0,0.0,0.2964461917977181,0.006682861739543
SPEA2 (greedy_ting),14.0,0.0,0.4319275582573455,0.0146571037404701
SPEA2 (greedy_ting),38.0,4.0,0.314366368047779,0.0048523735051464
SPEA2 (greedy_ting),45.0,9.0,0.4525807722616233,0.0071183724487863
SPEA2 (greedy_ting),40.0,6.0,0.4246010638297872,0.0074865429775916
SPEA2 (greedy_ting),178.0,31.0,0.3490816001275002,0.0028508184763285
SPEA2 (greedy_ting),96.0,11.0,0.2729850029550827,0.0022639157707052
SPEA2 (greedy_ting),18.0,0.0,0.3871158392434988,0.0119923032785816
SPEA2 (greedy_ting),13.0,0.0,0.4693126022913257,0.0169566427640912
SPEA2 (greedy_ting),22.0,2.0,0.4530544809800129,0.0110152290815268
SPEA2 (greedy_ting),27.0,2.0,0.4213619648016811,0.0087422674774303
SPEA2 (greedy_ting),79.0,15.0,0.406275249124697,0.0053566013889032
SPEA2 (greedy_ting),20.0,2.0,0.4454787234042553,0.012062891391278
SPEA2 (greedy_ting),58.0,8.0,0.3394167278063096,0.0044402413369656
SPEA2 (greedy_ting),222.0,44.0,0.3512954443805507,0.0024968151417866
SPEA2 (greedy_ting),69.0,11.0,0.3751413300441978,0.0047558803224068
SPEA2 (greedy_ting),40.0,1.0,0.2310505319148936,0.0028806118082277
SPEA2 (greedy_ting),120.0,24.0,0.3759677895981087,0.0036550548135538
SPEA2 (greedy_ting),95.0,20.0,0.4014091078760732,0.0045506754629101
SPEA2 (greedy_ting),153.0,33.0,0.3659667176563296,0.0032823627294349
SPEA2 (greedy_ting),33.0,3.0,0.3316408768536428,0.0058918337004625
SPEA2 (greedy_ting),22.0,1.0,0.3060122501611863,0.0079844846984184
SPEA2 (greedy_ting),24.0,2.0,0.3913268321513002,0.0086294648907528
SPEA2 (greedy_ting),11.0,0.0,0.4045776918117343,0.0176075542037104
SPEA2 (greedy_ting),67.0,6.0,0.3081136868847253,0.0032152539230161
SPEA2 (greedy_ting),106.0,22.0,0.3767145055533253,0.0036529102090107
SPEA2 (greedy_ting),21.0,3.0,0.4690138466734211,0.0113104875939276
SPEA2 (greedy_ting),134.0,22.0,0.3532669101302,0.0030991987096419
SPEA2 (greedy_ting),16.0,0.0,0.3169326241134751,0.0104108704604899
SPEA2 (greedy_ting),43.0,3.0,0.2723692891307933,0.0043503296853977
SPEA2 (greedy_ting),139.0,23.0,0.3077835603857339,0.0023710260811936
SPEA2 (greedy_ting),64.0,10.0,0.395667109929078,0.0056382933287042
SPEA2 (greedy_ting),30.0,2.0,0.4442671394799055,0.0095100815127788
SPEA2 (greedy_ting),37.0,5.0,0.3986486486486486,0.0068263706489698
SPEA2 (greedy_ting),28.0,0.0,0.2405015197568389,0.0055319745598556
SPEA2 (greedy_ting),78.0,10.0,0.2821422076741225,0.0027056118685931
SPEA2 (greedy_ting),32.0,4.0,0.4398271276595745,0.0085273858952957
SPEA2 (greedy_ting),219.0,48.0,0.3729638265487872,0.0029739704704135
SPEA2 (greedy_ting),42.0,4.0,0.3746200607902735,0.0061896986046568
SPEA2 (greedy_ting),63.0,4.0,0.2389114038050208,0.0023526786787533
SPEA2 (greedy_ting),155.0,30.0,0.3637897506291466,0.0031573826481404
SPEA2 (greedy_ting),31.0,2.0,0.2758522077327842,0.0048496115623653
SPEA2 (greedy_ting),40.0,5.0,0.440159574468085,0.0077489107062019
SPEA2 (greedy_ting),235.0,46.0,0.3434623509883809,0.0026201726295678
SPEA2 (greedy_ting),20.0,1.0,0.3548758865248227,0.0091074314043559
SPEA2 (greedy_ting),98.0,13.0,0.284845853234911,0.0022637425920377
SPEA2 (greedy_ting),61.0,5.0,0.2840948726892222,0.0028535852552734
SPEA2 (greedy_ting),13.0,0.0,0.4206219312602291,0.0157206086272493
SPEA2 (greedy_ting),24.0,2.0,0.3779550827423168,0.0077606725293272
SPEA2 (greedy_ting),85.0,17.0,0.4047037964121819,0.0045584775042993
SPEA2 (greedy_ting),22.0,1.0,0.4279497098646034,0.0099236375857842
SPEA2 (greedy_ting),238.0,49.0,0.3428057393170033,0.0023886793636449
SPEA2 (greedy_ting),93.0,17.0,0.3888412262640128,0.0043920659021594
SPEA2 (greedy_ting),93.0,14.0,0.3392625638679173,0.0033756431615609
SPEA2 (greedy_ting),264.0,59.0,0.3562251504405759,0.0026342475500224
SPEA2 (greedy_ting),31.0,3.0,0.3410546785632579,0.0074114204019639
SPEA2 (greedy_ting),25.0,2.0,0.4022340425531914,0.0101382714652178
SPEA2 (greedy_ting),13.0,0.0,0.3505864702673213,0.0136821437776663
SPEA2 (greedy_ting),23.0,3.0,0.4886679000925069,0.0125343085783854
SPEA2 (greedy_ting),114.0,22.0,0.3486608809257185,0.0031855813805554
SPEA2 (greedy_ting),40.0,2.0,0.284729609929078,0.0037644880594222
SPEA2 (greedy_ting),78.0,15.0,0.3939693580651027,0.0045274156822757
SPEA2 (greedy_ting),188.0,36.0,0.3276039308887883,0.0023615150243755
SPEA2 (greedy_ting),13.0,1.0,0.5008183306055647,0.0173626271582186
SPEA2 (greedy_ting),242.0,52.0,0.3531922220268448,0.0025177212329271
SPEA2 (greedy_ting),15.0,0.0,0.4370567375886525,0.0136267981992859
SPEA2 (greedy_ting),14.0,0.0,0.4447188449848024,0.014769475156518
SPEA2 (greedy_ting),158.0,28.0,0.3216065176407218,0.0024164195113061
SPEA2 (greedy_ting),44.0,4.0,0.3475983236621534,0.0052047999127868
SPEA2 (greedy_ting),165.0,29.0,0.3313238770685579,0.0027231696870022
SPEA2 (greedy_ting),126.0,25.0,0.3629756276032871,0.0034551765429823
SPEA2 (greedy_ting),61.0,5.0,0.347779327985118,0.0046544534376205
SPEA2 (greedy_ting),135.0,26.0,0.346059889676911,0.0030424632530635
SPEA2 (greedy_ting),82.0,15.0,0.38248140460128,0.0043011715176747
SPEA2 (greedy_ting),53.0,7.0,0.3845008697979392,0.0055638540303592
SPEA2 (greedy_ting),104.0,15.0,0.3317904391707583,0.0027816975704731
SPEA2 (greedy_ting),15.0,1.0,0.3960992907801418,0.0127980232382676
SPEA2 (greedy_ting),17.0,1.0,0.4620358781810597,0.0142462269882966
SPEA2 (greedy_ting),249.0,57.0,0.3643225383804722,0.002825469468208
SPEA2 (greedy_ting),125.0,24.0,0.3407163120567376,0.0030428911523565
SPEA2 (greedy_ting),48.0,9.0,0.4355237884160756,0.0070902170513295
SPEA2 (greedy_ting),49.0,2.0,0.2949413808076422,0.0041728383318479
SPEA2 (greedy_ting),254.0,47.0,0.3410712291282738,0.002371399187007
SPEA2 (greedy_ting),38.0,1.0,0.3262178051511758,0.0054308021709434
SPEA2 (greedy_ting),13.0,0.0,0.4858156028368794,0.0172460310444778
SPEA2 (greedy_ting),172.0,35.0,0.3459560036285667,0.0027510910703144
SPEA2 (greedy_ting),124.0,17.0,0.2823510066346374,0.002251877417954
SPEA2 (greedy_ting),115.0,19.0,0.3527983348751156,0.0031062343985466
SPEA2 (greedy_ting),144.0,22.0,0.3313694345941686,0.0027517834107126
SPEA2 (greedy_ting),65.0,11.0,0.3590425531914893,0.0039481957216443
