Compacidad,Tolerancia,Hamming,Balance,init_cross
7.0,0.0,0.5088652482269503,0.0332836884565205,greedy_multi+1P
7.0,0.0,0.4793566362715298,0.0323209929437297,greedy_multi+1P
10.0,1.0,0.5010638297872341,0.0225520597555453,greedy_multi+1P
10.0,1.0,0.5069148936170212,0.0245621133242793,greedy_multi+1P
8.0,0.0,0.4893617021276595,0.0282556209446202,greedy_multi+1P
9.0,0.0,0.5095547675334909,0.035501036335952,greedy_multi+1P
19.0,4.0,0.4940742814483016,0.0110206607953054,greedy_multi+1P
22.0,5.0,0.50177304964539,0.009895162373145,greedy_multi+1P
8.0,0.0,0.4690824468085106,0.0275652706847933,greedy_multi+1P
12.0,0.0,0.5097517730496454,0.0330264553258554,greedy_multi+1P
10.0,0.0,0.5095744680851064,0.031043081333937,greedy_multi+1P
23.0,4.0,0.5082485353068147,0.0145923003211262,greedy_multi+1P
20.0,4.0,0.4789007092198581,0.0101576568080076,greedy_multi+1P
10.0,0.0,0.509663120567376,0.0419722269377799,greedy_multi+1P
26.0,5.0,0.5073308783415167,0.0126526768722865,greedy_multi+1P
11.0,0.0,0.3780625402965828,0.0182770269778738,greedy_multi+1P
8.0,0.0,0.4554521276595745,0.0264950969990191,greedy_multi+1P
31.0,6.0,0.5022878059940518,0.0079670318310702,greedy_multi+1P
8.0,0.0,0.5089760638297872,0.0287176350653574,greedy_multi+1P
26.0,6.0,0.5062397708674304,0.0102020006743526,greedy_multi+1P
9.0,0.0,0.4063238770685579,0.0220452025198075,greedy_multi+1P
14.0,2.0,0.4961372847011144,0.0148976934122827,greedy_multi+1P
26.0,6.0,0.4773595199127113,0.0083316740523274,greedy_multi+1P
32.0,6.0,0.4928800975177305,0.00751853211054,greedy_multi+1P
34.0,7.0,0.4660513141426783,0.006366076141798,greedy_multi+1P
35.0,8.0,0.4490374873353597,0.0059872773615255,greedy_multi+1P
33.0,8.0,0.4905974640017193,0.0073391887192523,greedy_multi+1P
26.0,6.0,0.4969312602291325,0.0086040370306876,greedy_multi+1P
28.0,6.0,0.4906914893617021,0.0078061364031805,greedy_multi+1P
25.0,6.0,0.4934397163120567,0.0087824945928272,greedy_multi+1P
32.0,7.0,0.4963153812056737,0.0076145194952447,greedy_multi+1P
21.0,3.0,0.4168355285376562,0.008900399269075,greedy_multi+1P
33.0,7.0,0.4334837739093058,0.0059843211276054,greedy_multi+1P
23.0,5.0,0.4934859697810669,0.0093624394423759,greedy_multi+1P
16.0,0.0,0.4675864361702128,0.0122853260837529,greedy_multi+1P
17.0,1.0,0.3962765957446809,0.0106591589116139,greedy_multi+1P
11.0,1.0,0.4838007736943907,0.019959143006259,greedy_multi+1P
17.0,3.0,0.4971839799749687,0.0122132288326616,greedy_multi+1P
26.0,6.0,0.5011252045826514,0.0091013504743013,greedy_multi+1P
23.0,5.0,0.5059358618563059,0.0113471409613095,greedy_multi+1P
