algorithm,init,crossover,Hypervolume
NSGA2,random_dense,UX,0.5343727964625081
NSGA3,random_dense,UX,0.4781274535731302
MOEAD_TCHE,random_dense,UX,0.44037378047703823
NSGA2,greedy_multi,UX,0.060966399696293694
NSGA3,greedy_multi,UX,0.046888240438888215
MOEAD_TCHE,greedy_multi,UX,0.04052660071174361
