config,SumMin
SPEA2-random_dense-UX,1.0610503735539427
SPEA2-random_dense-UX,1.047836707093116
SPEA2-random_dense-UX,1.045462978886879
SPEA2-random_dense-UX,1.025956532776235
SPEA2-random_dense-UX,0.9811030548121222
SPEA2-random_dense-HUX,0.9714850062720812
SPEA2-random_dense-HUX,0.9858883353069443
SPEA2-random_dense-HUX,0.9465670375372144
SPEA2-random_dense-HUX,1.0390624484328361
SPEA2-random_dense-HUX,1.020591237723545
SPEA2-random_dense-1P,1.0463007669630255
SPEA2-random_dense-1P,1.1061950944979067
SPEA2-random_dense-1P,1.051027463016953
SPEA2-random_dense-1P,1.0699037287674478
SPEA2-random_dense-1P,1.112013849838976
SPEA2-random_dense-2P,1.1041942551020876
SPEA2-random_dense-2P,1.0467724513908043
SPEA2-random_dense-2P,1.0716722603551034
SPEA2-random_dense-2P,1.0344488279873276
SPEA2-random_dense-2P,1.099290746506189
SPEA2-greedy_ting-UX,0.8205823437134796
SPEA2-greedy_ting-UX,0.8109378414402901
SPEA2-greedy_ting-UX,0.739253018589882
SPEA2-greedy_ting-UX,0.797270661129782
SPEA2-greedy_ting-UX,0.9107514217462022
SPEA2-greedy_ting-HUX,0.8828736371795668
SPEA2-greedy_ting-HUX,0.8277369915381673
SPEA2-greedy_ting-HUX,0.7778288042612171
SPEA2-greedy_ting-HUX,0.8098604149200537
SPEA2-greedy_ting-HUX,0.8741100563025367
SPEA2-greedy_ting-1P,0.8851642021166006
SPEA2-greedy_ting-1P,0.9190785378675883
SPEA2-greedy_ting-1P,0.804938722792239
SPEA2-greedy_ting-1P,0.833714505470845
SPEA2-greedy_ting-1P,0.874140756410441
SPEA2-greedy_ting-2P,0.9483098642118197
SPEA2-greedy_ting-2P,1.1055872507745226
SPEA2-greedy_ting-2P,0.9727299612795558
SPEA2-greedy_ting-2P,0.9815370647659712
SPEA2-greedy_ting-2P,0.8999613201009136
SPEA2-greedy_multi-UX,1.751722875717177
SPEA2-greedy_multi-UX,1.7580099101347586
SPEA2-greedy_multi-UX,1.73924749651048
SPEA2-greedy_multi-UX,1.7561502637949116
SPEA2-greedy_multi-UX,1.7609366053722844
SPEA2-greedy_multi-HUX,1.73654442607764
SPEA2-greedy_multi-HUX,1.7461145807564438
SPEA2-greedy_multi-HUX,1.744034409156638
