tipo_decision,alcance,algorithm,init,run,seed,Compacidad,Tolerancia,Hamming,Balance
Compromise (ASF),Global,MOEAD_TCHE,greedy_multi,20,1100271967,35.0,8.0,17.55762411347518,11.565828397716427
Pseudo-Weights Match,Global,MOEAD_TCHE,greedy_multi,14,1592798487,35.0,7.0,17.715425531914892,15.212457088426033
Mejor Knee Point,Global,MOEAD_TCHE,greedy_multi,17,1425144665,35.0,8.0,16.47340425531915,8.683689829485367
Compromise (ASF),Local,MOEAD_TCHE,greedy_multi,20,1100271967,35.0,8.0,17.55762411347518,11.565828397716427
Pseudo-Weights Match,Local,MOEAD_TCHE,greedy_multi,14,1592798487,35.0,7.0,17.715425531914892,15.212457088426033
Mejor Knee Point,Local,MOEAD_TCHE,greedy_multi,17,1425144665,35.0,8.0,16.47340425531915,8.683689829485367
