config,time_seg
SPEA2-random_dense-UX,0.0
SPEA2-random_dense-UX,0.0
SPEA2-random_dense-UX,0.0
SPEA2-random_dense-UX,0.0
SPEA2-random_dense-UX,0.0
SPEA2-random_dense-UX,0.0
SPEA2-random_dense-UX,0.0
SPEA2-random_dense-UX,0.0
SPEA2-random_dense-UX,0.0
SPEA2-random_dense-UX,0.0
SPEA2-random_dense-UX,0.0
SPEA2-random_dense-UX,0.0
SPEA2-random_dense-UX,0.0
SPEA2-random_dense-UX,0.0
SPEA2-random_dense-UX,0.0
SPEA2-random_dense-UX,0.0
SPEA2-random_dense-UX,0.0
SPEA2-random_dense-UX,0.0
SPEA2-random_dense-UX,0.0
SPEA2-random_dense-UX,0.0
SPEA2-random_dense-UX,0.0
SPEA2-random_dense-UX,0.0
SPEA2-random_dense-UX,0.0
SPEA2-random_dense-UX,0.0
SPEA2-random_dense-UX,0.0
SPEA2-random_dense-UX,0.0
SPEA2-random_dense-UX,0.0
SPEA2-random_dense-UX,0.0
SPEA2-random_dense-UX,0.0
SPEA2-random_dense-UX,0.0
SPEA2-random_dense-UX,0.0
SPEA2-random_dense-HUX,0.0
SPEA2-random_dense-HUX,0.0
SPEA2-random_dense-HUX,0.0
SPEA2-random_dense-HUX,0.0
SPEA2-random_dense-HUX,0.0
SPEA2-random_dense-HUX,0.0
SPEA2-random_dense-HUX,0.0
SPEA2-random_dense-HUX,0.0
SPEA2-random_dense-HUX,0.0
SPEA2-random_dense-HUX,0.0
SPEA2-random_dense-HUX,0.0
SPEA2-random_dense-HUX,0.0
SPEA2-random_dense-HUX,0.0
SPEA2-random_dense-HUX,0.0
SPEA2-random_dense-HUX,0.0
SPEA2-random_dense-HUX,0.0
SPEA2-random_dense-HUX,0.0
SPEA2-random_dense-HUX,0.0
SPEA2-random_dense-HUX,0.0
SPEA2-random_dense-HUX,0.0
SPEA2-random_dense-HUX,0.0
SPEA2-random_dense-HUX,0.0
SPEA2-random_dense-HUX,0.0
SPEA2-random_dense-HUX,0.0
SPEA2-random_dense-HUX,0.0
SPEA2-random_dense-HUX,0.0
SPEA2-random_dense-HUX,0.0
SPEA2-random_dense-HUX,0.0
SPEA2-random_dense-HUX,0.0
SPEA2-random_dense-HUX,0.0
SPEA2-random_dense-HUX,0.0
SPEA2-random_dense-1P,0.0
SPEA2-random_dense-1P,0.0
SPEA2-random_dense-1P,0.0
SPEA2-random_dense-1P,0.0
SPEA2-random_dense-1P,0.0
SPEA2-random_dense-1P,0.0
SPEA2-random_dense-1P,0.0
SPEA2-random_dense-1P,0.0
SPEA2-random_dense-1P,0.0
SPEA2-random_dense-1P,0.0
SPEA2-random_dense-1P,0.0
SPEA2-random_dense-1P,0.0
SPEA2-random_dense-1P,0.0
SPEA2-random_dense-1P,0.0
SPEA2-random_dense-1P,0.0
SPEA2-random_dense-1P,0.0
SPEA2-random_dense-1P,0.0
SPEA2-random_dense-1P,0.0
SPEA2-random_dense-1P,0.0
SPEA2-random_dense-1P,0.0
SPEA2-random_dense-1P,0.0
SPEA2-random_dense-1P,0.0
SPEA2-random_dense-1P,0.0
SPEA2-random_dense-1P,0.0
SPEA2-random_dense-1P,0.0
SPEA2-random_dense-1P,0.0
SPEA2-random_dense-1P,0.0
SPEA2-random_dense-1P,0.0
SPEA2-random_dense-1P,0.0
SPEA2-random_dense-1P,0.0
SPEA2-random_dense-1P,0.0
SPEA2-random_dense-2P,0.0
SPEA2-random_dense-2P,0.0
SPEA2-random_dense-2P,0.0
SPEA2-random_dense-2P,0.0
SPEA2-random_dense-2P,0.0
SPEA2-random_dense-2P,0.0
SPEA2-random_dense-2P,0.0
SPEA2-random_dense-2P,0.0
SPEA2-random_dense-2P,0.0
SPEA2-random_dense-2P,0.0
SPEA2-random_dense-2P,0.0
SPEA2-random_dense-2P,0.0
SPEA2-random_dense-2P,0.0
SPEA2-random_dense-2P,0.0
SPEA2-random_dense-2P,0.0
SPEA2-random_dense-2P,0.0
SPEA2-random_dense-2P,0.0
SPEA2-random_dense-2P,0.0
SPEA2-random_dense-2P,0.0
SPEA2-random_dense-2P,0.0
SPEA2-random_dense-2P,0.0
SPEA2-random_dense-2P,0.0
SPEA2-random_dense-2P,0.0
SPEA2-random_dense-2P,0.0
SPEA2-random_dense-2P,0.0
SPEA2-random_dense-2P,0.0
SPEA2-random_dense-2P,0.0
SPEA2-random_dense-2P,0.0
SPEA2-random_dense-2P,0.0
SPEA2-random_dense-2P,0.0
SPEA2-random_dense-2P,0.0
SPEA2-greedy_ting-UX,0.0
SPEA2-greedy_ting-UX,0.0
SPEA2-greedy_ting-UX,0.0
SPEA2-greedy_ting-UX,0.0
SPEA2-greedy_ting-UX,0.0
SPEA2-greedy_ting-UX,0.0
SPEA2-greedy_ting-UX,0.0
SPEA2-greedy_ting-UX,0.0
SPEA2-greedy_ting-UX,0.0
SPEA2-greedy_ting-UX,0.0
SPEA2-greedy_ting-UX,0.0
SPEA2-greedy_ting-UX,0.0
SPEA2-greedy_ting-UX,0.0
SPEA2-greedy_ting-UX,0.0
SPEA2-greedy_ting-UX,0.0
SPEA2-greedy_ting-UX,0.0
SPEA2-greedy_ting-UX,0.0
SPEA2-greedy_ting-UX,0.0
SPEA2-greedy_ting-UX,0.0
SPEA2-greedy_ting-UX,0.0
SPEA2-greedy_ting-UX,0.0
SPEA2-greedy_ting-UX,0.0
SPEA2-greedy_ting-UX,0.0
SPEA2-greedy_ting-UX,0.0
SPEA2-greedy_ting-UX,0.0
SPEA2-greedy_ting-UX,0.0
SPEA2-greedy_ting-UX,0.0
SPEA2-greedy_ting-UX,0.0
SPEA2-greedy_ting-UX,0.0
SPEA2-greedy_ting-UX,0.0
SPEA2-greedy_ting-UX,0.0
SPEA2-greedy_ting-HUX,0.0
SPEA2-greedy_ting-HUX,0.0
SPEA2-greedy_ting-HUX,0.0
SPEA2-greedy_ting-HUX,0.0
SPEA2-greedy_ting-HUX,0.0
SPEA2-greedy_ting-HUX,0.0
SPEA2-greedy_ting-HUX,0.0
SPEA2-greedy_ting-HUX,0.0
SPEA2-greedy_ting-HUX,0.0
SPEA2-greedy_ting-HUX,0.0
SPEA2-greedy_ting-HUX,0.0
SPEA2-greedy_ting-HUX,0.0
SPEA2-greedy_ting-HUX,0.0
SPEA2-greedy_ting-HUX,0.0
SPEA2-greedy_ting-HUX,0.0
SPEA2-greedy_ting-HUX,0.0
SPEA2-greedy_ting-HUX,0.0
SPEA2-greedy_ting-HUX,0.0
SPEA2-greedy_ting-HUX,0.0
SPEA2-greedy_ting-HUX,0.0
SPEA2-greedy_ting-HUX,0.0
SPEA2-greedy_ting-HUX,0.0
SPEA2-greedy_ting-HUX,0.0
SPEA2-greedy_ting-HUX,0.0
SPEA2-greedy_ting-HUX,0.0
SPEA2-greedy_ting-HUX,0.0
SPEA2-greedy_ting-HUX,0.0
SPEA2-greedy_ting-HUX,0.0
SPEA2-greedy_ting-HUX,0.0
SPEA2-greedy_ting-HUX,0.0
SPEA2-greedy_ting-HUX,0.0
