algorithm,init,crossover,Average Ranking Overall
NSGA2,random_dense,UX,2.6666666666666665
NSGA3,random_dense,UX,2.7777777777777777
NSGA2,greedy_multi,UX,3.2222222222222223
MOEAD_TCHE,random_dense,UX,3.5555555555555554
NSGA3,greedy_multi,UX,4.0
MOEAD_TCHE,greedy_multi,UX,4.777777777777778
