algorithm,init,crossover,AvgToleranceRate
NSGA3,random_dense,UX,0.22403924445221818
NSGA2,random_dense,UX,0.21733314330331416
NSGA2,greedy_multi,UX,0.20911356842403367
MOEAD_TCHE,random_dense,UX,0.2059439181164207
NSGA3,greedy_multi,UX,0.19946740332896978
MOEAD_TCHE,greedy_multi,UX,0.1827092106491241
