algorithm,init,crossover,MinSum
NSGA3,random_dense,UX,1.414080070150553
NSGA2,random_dense,UX,1.4416424033422128
SPEA2,random_dense,UX,1.4813505194633105
MOEAD_TCHE,random_dense,UX,1.5343843402926005
NSGA2,greedy_multi,UX,1.8465395600762178
SPEA2,greedy_multi,UX,1.8482041781293197
NSGA3,greedy_multi,UX,1.8826362324028794
MOEAD_TCHE,greedy_multi,UX,1.898818123987302
