algorithm,init,crossover,MaxToleranceRate
SPEA2,greedy_multi,UX,0.26278878409080236
NSGA2,greedy_multi,UX,0.2588167560451935
NSGA3,random_dense,UX,0.25270385304659493
NSGA3,greedy_multi,UX,0.24971017826945224
NSGA2,random_dense,UX,0.23279279340838302
SPEA2,random_dense,UX,0.23135427399449116
MOEAD_TCHE,random_dense,UX,0.21405324762102254
MOEAD_TCHE,greedy_multi,UX,0.2130193236714976
