algorithm,init,crossover,Range
NSGA2,random_dense,UX,1.981164842428648
MOEAD_TCHE,random_dense,UX,1.4056854609705989
NSGA3,random_dense,UX,1.3401970736515831
SPEA2,random_dense,UX,1.2990348646867536
NSGA2,greedy_multi,UX,0.33051854346730225
SPEA2,greedy_multi,UX,0.29811221063414906
NSGA3,greedy_multi,UX,0.23768971074503495
MOEAD_TCHE,greedy_multi,UX,0.21906200987722446
