algorithm,init,crossover,GD+
NSGA3,greedy_multi,UX,0.04721708817840261
MOEAD_TCHE,greedy_multi,UX,0.05481865941318291
NSGA2,greedy_multi,UX,0.06332591039663778
SPEA2,greedy_multi,UX,0.07048329918191082
MOEAD_TCHE,random_dense,UX,0.756191823295655
NSGA3,random_dense,UX,0.7757958631373547
NSGA2,random_dense,UX,0.8231619096681213
SPEA2,random_dense,UX,0.8975317535596721
