algorithm,init,crossover,AvgToleranceRate
NSGA3,random_dense,UX,0.2241579319094912
NSGA2,random_dense,UX,0.21316462875258596
MOEAD_TCHE,random_dense,UX,0.1943294488333726
SPEA2,random_dense,UX,0.1875850146013694
NSGA2,greedy_multi,UX,0.17911238622332157
NSGA3,greedy_multi,UX,0.15793681743536697
SPEA2,greedy_multi,UX,0.15759464726443898
MOEAD_TCHE,greedy_multi,UX,0.1447326087999226
