algorithm,init,crossover,Hypervolume
NSGA2,random_dense,UX,0.5338861625862883
NSGA3,random_dense,UX,0.4786439411651651
SPEA2,random_dense,UX,0.4325668141958882
MOEAD_TCHE,random_dense,UX,0.42853881066187005
NSGA2,greedy_multi,UX,0.060439169838791405
SPEA2,greedy_multi,UX,0.0601962391334982
NSGA3,greedy_multi,UX,0.045191230094505305
MOEAD_TCHE,greedy_multi,UX,0.041140166844274004
