algorithm,init,crossover,AvgHammingDistance
SPEA2,random_dense,UX,151.59525064474533
NSGA2,random_dense,UX,141.93651595744683
NSGA3,random_dense,UX,140.43132113597457
MOEAD_TCHE,random_dense,UX,133.2578584529944
SPEA2,greedy_multi,UX,21.83600096711799
NSGA2,greedy_multi,UX,19.96139267566366
MOEAD_TCHE,greedy_multi,UX,17.429303122078863
NSGA3,greedy_multi,UX,15.988009839374314
