algorithm,init,crossover,SumMin
NSGA2,random_dense,UX,0.6253993325117111
NSGA3,random_dense,UX,0.8843115793719409
MOEAD_TCHE,random_dense,UX,0.9518205641197734
SPEA2,random_dense,UX,0.9982975911686832
NSGA2,greedy_multi,UX,1.7520649870631089
SPEA2,greedy_multi,UX,1.7663351132697198
NSGA3,greedy_multi,UX,1.8162013855551973
MOEAD_TCHE,greedy_multi,UX,1.8343683728529192
