algorithm,init,crossover,Average Ranking Overall
NSGA2,random_dense,UX,2.888888888888889
NSGA3,random_dense,UX,3.111111111111111
NSGA2,greedy_multi,UX,4.111111111111111
MOEAD_TCHE,random_dense,UX,4.222222222222222
SPEA2,random_dense,UX,4.555555555555555
SPEA2,greedy_multi,UX,5.0
NSGA3,greedy_multi,UX,5.555555555555555
MOEAD_TCHE,greedy_multi,UX,6.555555555555555
