init,Compacidad,Tolerancia,Disimilitud,Balance
random_dense,291.0,69.0,117.85726950354608,268.31207481389265
random_dense,392.0,94.0,158.76329787234042,542.6718089821941
random_dense,377.0,95.0,154.90691489361703,507.2298103402742
random_dense,326.0,82.0,135.64361702127658,343.78079259091623
random_dense,341.0,85.0,141.75531914893617,381.5642447563006
random_dense,339.0,83.0,141.13209219858155,375.3983317929181
random_dense,354.0,87.0,147.18085106382978,425.1906971480303
random_dense,339.0,83.0,141.44858156028369,382.1250157185251
random_dense,334.0,85.0,139.66578014184398,375.1888290013078
random_dense,345.0,81.0,142.5531914893617,381.17624867964383
random_dense,339.0,82.0,140.5868794326241,368.9676292691515
random_dense,345.0,84.0,143.54166666666666,393.735852541369
random_dense,371.0,91.0,152.00531914893617,473.8084823449528
random_dense,352.0,86.0,145.63652482269504,406.5310063628586
random_dense,347.0,86.0,144.2695035460993,401.11531110105136
random_dense,349.0,85.0,145.0540780141844,406.3277493272468
random_dense,337.0,81.0,140.50886524822695,372.7339639605655
random_dense,342.0,85.0,142.76063829787233,390.7795854081791
random_dense,342.0,82.0,141.05230496453902,370.3882216374935
random_dense,342.0,83.0,142.0921985815603,381.5092299180107
random_dense,318.0,71.0,131.0904255319149,329.6513976912634
random_dense,332.0,82.0,138.44769503546098,363.4795336942312
random_dense,350.0,86.0,144.5673758865248,398.94404205019936
random_dense,345.0,85.0,144.15602836879432,401.40473316231686
random_dense,344.0,82.0,142.65159574468086,383.4362385883506
random_dense,341.0,83.0,142.20124113475177,383.78485661561297
random_dense,370.0,92.0,151.68439716312056,467.52096222524136
random_dense,343.0,83.0,142.75709219858155,386.8629816156137
random_dense,339.0,85.0,141.395390070922,382.5599787485539
random_dense,352.0,85.0,146.13475177304966,410.4641114632062
random_dense,346.0,87.0,143.9122340425532,401.1616233778475
random_dense,347.0,85.0,144.66046099290782,404.82886219883306
random_dense,344.0,84.0,142.56117021276594,382.4891660064884
random_dense,347.0,86.0,143.81028368794327,395.27251835923767
random_dense,348.0,87.0,144.16666666666666,397.7204491725748
random_dense,316.0,79.0,129.36702127659575,318.4894088577027
random_dense,329.0,80.0,136.63741134751774,348.97579897263785
random_dense,346.0,84.0,143.6923758865248,393.1952610218303
random_dense,346.0,84.0,144.31471631205673,400.43552811101085
random_dense,336.0,84.0,139.81205673758865,370.262549670539
random_dense,339.0,82.0,140.90336879432624,373.35325106257216
random_dense,337.0,83.0,140.57535460992906,373.497867782052
random_dense,365.0,89.0,148.88120567375887,441.2908524470613
random_dense,340.0,83.0,140.80939716312056,369.24115282807526
random_dense,349.0,83.0,144.74290780141845,397.97291069362655
random_dense,373.0,92.0,153.61081560283688,485.9930390511041
random_dense,344.0,85.0,143.23581560283688,392.3628307177703
random_dense,341.0,82.0,140.9468085106383,372.5361777576578
