Configuración,Compacidad,Tolerancia,Disimilitud,Balance
SPEA2 (greedy_ting),300.0,62.0,108.60726950354608,265.7792733954528
SPEA2 (greedy_ting),382.0,69.0,139.68971631205673,483.4108162315782
SPEA2 (greedy_ting),215.0,25.0,84.15336879432624,315.0997049632812
SPEA2 (greedy_ting),336.0,72.0,120.58421985815605,348.0514176537895
SPEA2 (greedy_ting),167.0,20.0,67.76241134751773,293.4293672350491
SPEA2 (greedy_ting),205.0,33.0,78.4645390070922,317.9402318796838
SPEA2 (greedy_ting),235.0,13.0,95.57180851063828,444.0072548853173
SPEA2 (greedy_ting),309.0,47.0,115.97251773049643,320.2182163560687
SPEA2 (greedy_ting),160.0,21.0,61.986702127659576,146.55567423042086
SPEA2 (greedy_ting),372.0,66.0,137.24202127659575,541.275645559831
SPEA2 (greedy_ting),268.0,28.0,101.88031914893617,320.4776977704838
SPEA2 (greedy_ting),212.0,22.0,85.42464539007092,361.6680805480093
SPEA2 (greedy_ting),314.0,52.0,121.1622340425532,550.1022262147281
SPEA2 (greedy_ting),137.0,9.0,55.9459219858156,234.9394514549065
SPEA2 (greedy_ting),427.0,77.0,154.95478723404256,573.4208281462206
SPEA2 (greedy_ting),278.0,33.0,108.95301418439716,399.49867885795487
SPEA2 (greedy_ting),405.0,81.0,149.80939716312056,580.6223585018354
SPEA2 (greedy_ting),385.0,73.0,145.71985815602838,598.4321588451274
SPEA2 (greedy_ting),272.0,41.0,103.1063829787234,250.63761883205055
SPEA2 (greedy_ting),372.0,78.0,136.70212765957447,478.69496001207176
SPEA2 (greedy_ting),257.0,43.0,95.9290780141844,228.00206227050975
SPEA2 (greedy_ting),357.0,70.0,136.28989361702128,538.4505361588954
SPEA2 (greedy_ting),200.0,28.0,76.43617021276596,190.40195412705572
SPEA2 (greedy_ting),391.0,81.0,142.81117021276594,488.41203834691487
SPEA2 (greedy_ting),327.0,68.0,119.75975177304964,419.629337527036
SPEA2 (greedy_ting),183.0,19.0,69.41578014184397,184.7996446041448
SPEA2 (greedy_ting),251.0,21.0,101.8209219858156,459.9679310648359
SPEA2 (greedy_ting),268.0,60.0,97.72340425531917,228.8312962124645
SPEA2 (greedy_ting),233.0,18.0,90.65425531914892,316.9159216085711
SPEA2 (greedy_ting),184.0,8.0,74.38209219858156,256.76446654469106
SPEA2 (greedy_ting),389.0,75.0,140.729609929078,468.7221019755042
SPEA2 (greedy_ting),77.0,6.0,30.75443262411348,77.10370375609894
SPEA2 (greedy_ting),158.0,5.0,64.82446808510639,278.8415289723856
SPEA2 (greedy_ting),171.0,24.0,67.95212765957447,258.5473536290929
SPEA2 (greedy_ting),357.0,55.0,139.13475177304966,605.1272320305825
SPEA2 (greedy_ting),269.0,52.0,101.84574468085108,354.4620208993508
SPEA2 (greedy_ting),334.0,69.0,126.6214539007092,437.9036886663143
SPEA2 (greedy_ting),320.0,54.0,122.07890070921984,497.6914697135463
SPEA2 (greedy_ting),362.0,66.0,132.36436170212767,419.36280792590856
SPEA2 (greedy_ting),170.0,30.0,64.37943262411348,130.85248478446755
SPEA2 (greedy_ting),205.0,24.0,77.49911347517731,283.08865169634333
SPEA2 (greedy_ting),286.0,37.0,110.9459219858156,380.3454798237009
SPEA2 (greedy_ting),290.0,41.0,113.60106382978724,450.7592896484076
SPEA2 (greedy_ting),310.0,62.0,113.6808510638298,317.79885317639963
SPEA2 (greedy_ting),263.0,40.0,103.58510638297872,469.2250264071221
SPEA2 (greedy_ting),353.0,49.0,135.3537234042553,542.138177625622
SPEA2 (greedy_ting),346.0,45.0,130.31471631205673,465.12701747271313
SPEA2 (greedy_ting),200.0,20.0,77.78280141843972,203.15761201021076
SPEA2 (greedy_ting),261.0,42.0,99.2127659574468,295.94763844877025
SPEA2 (greedy_ting),350.0,51.0,131.42730496453902,406.5088998289824
SPEA2 (greedy_ting),265.0,37.0,103.13652482269504,348.5629212564771
SPEA2 (greedy_ting),323.0,47.0,123.30496453900707,414.6906845732118
SPEA2 (greedy_ting),304.0,30.0,116.3040780141844,352.09104719958736
SPEA2 (greedy_ting),267.0,45.0,102.19858156028369,367.6875157185256
SPEA2 (greedy_ting),303.0,52.0,111.58156028368796,324.71852522508925
SPEA2 (greedy_ting),289.0,47.0,112.63563829787236,417.32202778406594
SPEA2 (greedy_ting),357.0,64.0,137.59929078014184,625.7188647452338
SPEA2 (greedy_ting),108.0,18.0,43.0168439716312,79.36939713168333
SPEA2 (greedy_ting),278.0,52.0,105.375,298.0411125886525
SPEA2 (greedy_ting),265.0,33.0,104.61968085106383,374.74986089105226
SPEA2 (greedy_ting),190.0,33.0,75.20921985815603,266.9952341431516
SPEA2 (greedy_ting),261.0,46.0,96.61081560283688,338.2394929518134
SPEA2 (greedy_ting),153.0,5.0,62.941489361702125,321.1135977818021
SPEA2 (greedy_ting),246.0,45.0,93.15602836879432,303.94019415522416
SPEA2 (greedy_ting),104.0,5.0,43.797872340425535,192.68964086313545
SPEA2 (greedy_ting),243.0,35.0,91.47872340425532,211.7956465972532
SPEA2 (greedy_ting),338.0,30.0,129.11613475177305,453.39874676198366
SPEA2 (greedy_ting),253.0,58.0,91.34751773049643,177.54589809365714
SPEA2 (greedy_ting),362.0,55.0,135.00886524822695,417.8580774357422
SPEA2 (greedy_ting),335.0,50.0,127.49113475177305,436.9892831095017
SPEA2 (greedy_ting),249.0,34.0,98.99113475177305,442.4786448116287
SPEA2 (greedy_ting),285.0,53.0,107.67021276595744,357.6217368341637
SPEA2 (greedy_ting),324.0,41.0,126.97695035460993,525.5349297067552
SPEA2 (greedy_ting),290.0,34.0,115.375,475.9630984042553
SPEA2 (greedy_ting),361.0,62.0,139.33510638297872,547.2387675418732
SPEA2 (greedy_ting),303.0,33.0,118.41312056737588,522.6555725315636
SPEA2 (greedy_ting),325.0,63.0,122.80319148936172,421.8265146370903
SPEA2 (greedy_ting),293.0,51.0,110.60195035460993,279.76088272093955
SPEA2 (greedy_ting),133.0,23.0,49.56117021276596,95.61859863060212
SPEA2 (greedy_ting),263.0,56.0,100.48226950354608,312.2461395302046
SPEA2 (greedy_ting),211.0,27.0,81.40425531914893,222.68764146672743
SPEA2 (greedy_ting),197.0,36.0,73.53989361702128,175.17039431492353
SPEA2 (greedy_ting),112.0,7.0,44.14804964539008,101.4878330755499
SPEA2 (greedy_ting),276.0,25.0,106.45921985815605,303.8955001005986
SPEA2 (greedy_ting),304.0,42.0,117.77925531914892,411.6418746227556
SPEA2 (greedy_ting),393.0,59.0,149.26418439716312,643.3202775262808
SPEA2 (greedy_ting),344.0,55.0,127.72695035460993,357.02828077058484
SPEA2 (greedy_ting),284.0,26.0,109.85017730496452,373.1539715997714
SPEA2 (greedy_ting),292.0,27.0,115.53812056737588,511.2290432762432
SPEA2 (greedy_ting),161.0,10.0,64.52925531914893,254.70836398445783
SPEA2 (greedy_ting),272.0,44.0,107.12056737588652,458.0102862029072
SPEA2 (greedy_ting),139.0,20.0,54.46187943262412,123.05883051028606
SPEA2 (greedy_ting),323.0,56.0,118.85106382978724,294.20122227252085
SPEA2 (greedy_ting),359.0,46.0,138.71010638297872,604.4097560170509
SPEA2 (greedy_ting),222.0,14.0,89.65070921985816,404.6581377948795
SPEA2 (greedy_ting),157.0,17.0,61.94060283687944,168.4388478635392
SPEA2 (greedy_ting),403.0,71.0,153.47251773049646,603.0187482709625
SPEA2 (greedy_ting),335.0,63.0,128.81648936170214,480.453025973291
SPEA2 (greedy_ting),134.0,12.0,52.67198581560284,116.44914428348665
SPEA2 (greedy_ting),232.0,24.0,94.49290780141844,412.5832830340526
SPEA2 (greedy_ting),197.0,18.0,76.91578014184397,273.78457368215845
SPEA2 (greedy_ting),307.0,67.0,114.41843971631204,369.0128514662241
SPEA2 (greedy_ting),287.0,47.0,113.45035460992908,483.9283863990736
SPEA2 (greedy_ting),398.0,78.0,150.72783687943263,629.3310690797744
SPEA2 (greedy_ting),265.0,52.0,97.01418439716312,258.54944419294804
SPEA2 (greedy_ting),360.0,62.0,135.9281914893617,492.9620421193603
SPEA2 (greedy_ting),209.0,6.0,85.36879432624113,371.4384588300392
SPEA2 (greedy_ting),293.0,58.0,109.36436170212764,346.1340845216546
SPEA2 (greedy_ting),177.0,26.0,67.85283687943263,131.18401677481
SPEA2 (greedy_ting),224.0,29.0,89.40868794326241,412.3835060799258
SPEA2 (greedy_ting),224.0,30.0,86.67109929078015,257.1054768057448
SPEA2 (greedy_ting),209.0,23.0,84.2668439716312,407.8605318834565
SPEA2 (greedy_ting),119.0,13.0,49.48581560283688,204.76752929933065
SPEA2 (greedy_ting),148.0,23.0,59.890957446808514,222.34892532443004
SPEA2 (greedy_ting),187.0,23.0,74.49290780141844,363.48044615461976
SPEA2 (greedy_ting),349.0,59.0,134.8945035460993,603.0003953209084
SPEA2 (greedy_ting),188.0,7.0,76.81028368794327,289.87890133796043
SPEA2 (greedy_ting),250.0,22.0,96.32003546099293,350.6342794313669
SPEA2 (greedy_ting),267.0,35.0,107.42375886524825,487.7140454454005
SPEA2 (greedy_ting),216.0,32.0,85.30319148936171,373.09601818319095
SPEA2 (greedy_ting),206.0,41.0,74.74468085106383,144.8000603591367
SPEA2 (greedy_ting),263.0,28.0,104.68262411347516,442.1581377948796
SPEA2 (greedy_ting),313.0,35.0,120.70921985815605,491.61402846939353
SPEA2 (greedy_ting),188.0,34.0,70.65602836879432,136.0306196871381
SPEA2 (greedy_ting),326.0,59.0,124.63475177304964,497.1219128816457
SPEA2 (greedy_ting),320.0,55.0,121.46985815602837,460.09838224938414
SPEA2 (greedy_ting),220.0,35.0,82.50443262411348,185.7943065929782
SPEA2 (greedy_ting),341.0,62.0,134.3368794326241,564.031902318797
SPEA2 (greedy_ting),393.0,67.0,147.89361702127658,534.2262713143205
SPEA2 (greedy_ting),316.0,49.0,123.7854609929078,473.8121290428052
SPEA2 (greedy_ting),266.0,50.0,103.25088652482268,386.6046091431518
SPEA2 (greedy_ting),245.0,25.0,95.14893617021276,255.9388109250036
SPEA2 (greedy_ting),189.0,25.0,72.60904255319149,266.4827905726571
SPEA2 (greedy_ting),234.0,42.0,87.00531914893617,290.81557454353464
SPEA2 (greedy_ting),97.0,12.0,38.72074468085106,100.39808029651437
SPEA2 (greedy_ting),386.0,58.0,143.68173758865248,487.1105884701474
SPEA2 (greedy_ting),234.0,33.0,93.18173758865248,346.98558847014743
SPEA2 (greedy_ting),332.0,42.0,126.59308510638296,466.5551649502038
SPEA2 (greedy_ting),258.0,28.0,99.82624113475175,283.54782204114514
SPEA2 (greedy_ting),300.0,25.0,115.5390070921986,365.9328756098796
SPEA2 (greedy_ting),229.0,37.0,88.34929078014184,264.5269321211203
SPEA2 (greedy_ting),252.0,37.0,94.08421985815605,246.42109850485397
SPEA2 (greedy_ting),309.0,68.0,117.76152482269504,305.98834235576646
SPEA2 (greedy_ting),249.0,33.0,102.822695035461,351.8409033750816
SPEA2 (greedy_ting),340.0,63.0,138.1214539007092,640.5871993046119
SPEA2 (greedy_ting),270.0,45.0,105.64095744680851,253.7354501471256
SPEA2 (greedy_ting),259.0,34.0,107.32003546099293,404.6218680838495
SPEA2 (greedy_ting),190.0,17.0,81.35460992907801,250.296237613802
SPEA2 (greedy_ting),267.0,39.0,111.85106382978724,465.8607967406064
SPEA2 (greedy_ting),169.0,29.0,70.89982269503547,217.0050354295539
SPEA2 (greedy_ting),306.0,58.0,125.16134751773048,486.4065910919973
SPEA2 (greedy_ting),271.0,59.0,107.70478723404256,373.5218919760067
SPEA2 (greedy_ting),391.0,84.0,152.86613475177305,657.5928956981545
SPEA2 (greedy_ting),291.0,61.0,115.61258865248227,423.4979620932044
SPEA2 (greedy_ting),312.0,56.0,120.07180851063828,327.678354176098
SPEA2 (greedy_ting),298.0,65.0,116.61258865248227,397.1841323059701
SPEA2 (greedy_ting),290.0,33.0,115.64982269503548,369.1034396848715
SPEA2 (greedy_ting),365.0,77.0,143.4078014184397,597.88688949248
SPEA2 (greedy_ting),306.0,66.0,120.73936170212764,423.7228478195267
SPEA2 (greedy_ting),203.0,39.0,84.79964539007092,348.37829774659315
SPEA2 (greedy_ting),190.0,16.0,81.46897163120568,324.0149946871384
SPEA2 (greedy_ting),301.0,55.0,123.02570921985816,464.5108638587082
SPEA2 (greedy_ting),193.0,25.0,73.48404255319149,164.3330786932247
SPEA2 (greedy_ting),142.0,8.0,62.86347517730496,301.41043898697234
SPEA2 (greedy_ting),261.0,48.0,103.1959219858156,271.42349400809775
SPEA2 (greedy_ting),178.0,21.0,77.10195035460993,353.0649607351234
SPEA2 (greedy_ting),197.0,39.0,81.79521276595744,284.98909055756747
SPEA2 (greedy_ting),154.0,12.0,67.05053191489361,304.9451415610381
SPEA2 (greedy_ting),382.0,75.0,150.41578014184398,650.531914107691
SPEA2 (greedy_ting),289.0,60.0,119.84929078014184,530.314166163674
SPEA2 (greedy_ting),273.0,45.0,111.06294326241137,433.3160736067095
SPEA2 (greedy_ting),222.0,41.0,88.63918439716312,231.14729437025284
SPEA2 (greedy_ting),215.0,26.0,90.91312056737588,348.1981257230518
SPEA2 (greedy_ting),226.0,37.0,90.74290780141844,278.18567665107355
SPEA2 (greedy_ting),296.0,64.0,121.10904255319149,484.80105298400525
SPEA2 (greedy_ting),195.0,29.0,82.59574468085107,394.2585634525432
SPEA2 (greedy_ting),326.0,71.0,124.46808510638296,376.241889240984
SPEA2 (greedy_ting),201.0,27.0,86.16666666666667,311.3055555555544
SPEA2 (greedy_ting),298.0,54.0,120.04964539007092,432.65710980332926
SPEA2 (greedy_ting),270.0,43.0,109.91578014184395,373.8466304197473
SPEA2 (greedy_ting),269.0,44.0,108.5558510638298,284.3674480345557
SPEA2 (greedy_ting),310.0,54.0,127.56471631205672,574.848648678386
SPEA2 (greedy_ting),386.0,84.0,149.98492907801418,615.9527870517092
SPEA2 (greedy_ting),261.0,47.0,110.41489361702128,518.799494492228
SPEA2 (greedy_ting),184.0,27.0,74.60992907801419,201.81592978220388
SPEA2 (greedy_ting),278.0,55.0,111.55762411347516,373.5729205962976
SPEA2 (greedy_ting),170.0,14.0,74.20744680851064,304.7158310698661
SPEA2 (greedy_ting),194.0,28.0,82.49645390070921,357.0301292691525
SPEA2 (greedy_ting),271.0,52.0,107.2349290780142,278.55917003043146
SPEA2 (greedy_ting),349.0,66.0,136.68351063829786,481.8617139165541
SPEA2 (greedy_ting),252.0,35.0,105.70212765957449,446.3509883808655
SPEA2 (greedy_ting),285.0,55.0,114.26950354609929,423.59048840601554
SPEA2 (greedy_ting),230.0,23.0,91.24734042553192,225.62765250113188
SPEA2 (greedy_ting),178.0,23.0,76.09840425531915,300.2553875245208
SPEA2 (greedy_ting),249.0,40.0,105.12411347517732,471.7647376892501
SPEA2 (greedy_ting),227.0,48.0,90.45478723404256,203.94121821714236
SPEA2 (greedy_ting),262.0,53.0,107.54432624113475,380.7817231276095
SPEA2 (greedy_ting),329.0,56.0,129.75886524822695,408.83192495347305
SPEA2 (greedy_ting),256.0,53.0,102.17375886524825,284.2180348071035
SPEA2 (greedy_ting),197.0,22.0,84.24468085106383,411.5500603591368
SPEA2 (greedy_ting),345.0,60.0,135.95301418439718,482.3692462338415
SPEA2 (greedy_ting),151.0,27.0,63.79609929078014,157.28821173482183
SPEA2 (greedy_ting),235.0,46.0,96.66489361702128,366.2777746340728
SPEA2 (greedy_ting),246.0,31.0,103.56471631205672,517.465669954982
SPEA2 (greedy_ting),366.0,80.0,141.11436170212767,488.15802069186697
SPEA2 (greedy_ting),196.0,21.0,81.55319148936171,219.6407876867356
SPEA2 (greedy_ting),179.0,22.0,76.90602836879432,250.60819060912416
SPEA2 (greedy_ting),322.0,68.0,128.79609929078015,468.1392755646097
SPEA2 (greedy_ting),329.0,72.0,125.1063829787234,334.61988833559724
SPEA2 (greedy_ting),222.0,46.0,89.86258865248227,274.12562166767424
SPEA2 (greedy_ting),153.0,16.0,66.38209219858156,336.09779987802455
SPEA2 (greedy_ting),212.0,49.0,88.11524822695036,228.07891642774493
SPEA2 (greedy_ting),238.0,28.0,94.33244680851064,239.0517131620643
SPEA2 (greedy_ting),346.0,74.0,135.15248226950354,436.48384135606767
SPEA2 (greedy_ting),242.0,36.0,103.2854609929078,509.8298595392584
SPEA2 (greedy_ting),251.0,51.0,99.73226950354608,340.0027884663749
SPEA2 (greedy_ting),299.0,56.0,115.12056737588652,327.55638549368695
SPEA2 (greedy_ting),238.0,36.0,98.1790780141844,382.382824681858
SPEA2 (greedy_ting),194.0,20.0,82.44680851063829,272.98830541723163
SPEA2 (greedy_ting),314.0,61.0,127.73226950354608,553.0524338564466
SPEA2 (greedy_ting),323.0,62.0,124.81382978723404,355.2419363965591
SPEA2 (greedy_ting),313.0,57.0,126.03457446808513,525.2461450316877
SPEA2 (greedy_ting),226.0,46.0,94.81471631205672,305.7644288202303
SPEA2 (greedy_ting),219.0,33.0,86.93528368794327,191.01797491952095
SPEA2 (greedy_ting),216.0,23.0,83.78634751773049,200.772615028168
SPEA2 (greedy_ting),249.0,42.0,104.03457446808513,421.9837336841707
SPEA2 (greedy_ting),362.0,72.0,140.45833333333334,491.3351433215108
SPEA2 (greedy_ting),222.0,43.0,85.59663120567376,188.40378297746628
SPEA2 (greedy_ting),205.0,42.0,82.68794326241135,205.6543936421708
SPEA2 (greedy_ting),311.0,63.0,118.92109929078016,344.0584909901417
SPEA2 (greedy_ting),174.0,13.0,76.1622340425532,344.70329004451474
SPEA2 (greedy_ting),289.0,41.0,115.50443262411348,327.7677108482974
SPEA2 (greedy_ting),293.0,55.0,116.1267730496454,357.3766590903372
SPEA2 (greedy_ting),264.0,56.0,101.52659574468083,250.72269692168408
SPEA2 (greedy_ting),299.0,36.0,119.22340425531917,387.6061189075003
SPEA2 (greedy_ting),233.0,43.0,94.67641843971631,256.2968907185256
SPEA2 (greedy_ting),333.0,66.0,134.82269503546098,596.0713998289824
SPEA2 (greedy_ting),193.0,24.0,83.59751773049645,381.1784335546503
SPEA2 (greedy_ting),238.0,28.0,100.11879432624112,485.6561006740118
SPEA2 (greedy_ting),280.0,57.0,109.13918439716312,278.4744220298277
SPEA2 (greedy_ting),319.0,61.0,123.62056737588652,417.5971656355314
SPEA2 (greedy_ting),169.0,31.0,70.88475177304964,172.56473203058215
SPEA2 (greedy_ting),277.0,50.0,111.4831560283688,316.9412056423216
SPEA2 (greedy_ting),165.0,6.0,67.2854609929078,167.58517868819436
SPEA2 (greedy_ting),375.0,78.0,147.13652482269504,620.4423538805902
SPEA2 (greedy_ting),170.0,29.0,67.63741134751773,139.69743017830908
SPEA2 (greedy_ting),259.0,51.0,109.24911347517732,470.6551410580463
SPEA2 (greedy_ting),331.0,72.0,131.6081560283688,445.70461433026446
SPEA2 (greedy_ting),258.0,25.0,103.48936170212764,292.1399577486044
SPEA2 (greedy_ting),242.0,46.0,97.58333333333331,273.5639775413711
SPEA2 (greedy_ting),149.0,19.0,62.876773049645394,145.20201370026703
SPEA2 (greedy_ting),320.0,55.0,126.5709219858156,381.0463885116448
SPEA2 (greedy_ting),154.0,20.0,64.74645390070921,227.22294841808733
SPEA2 (greedy_ting),261.0,48.0,108.34042553191487,410.41602535083774
SPEA2 (greedy_ting),240.0,23.0,95.85106382978724,275.77923645691874
SPEA2 (greedy_ting),240.0,41.0,97.30851063829788,375.3055304059157
SPEA2 (greedy_ting),207.0,33.0,88.75531914893617,373.9791383733213
SPEA2 (greedy_ting),297.0,45.0,118.57003546099293,331.6280737576069
SPEA2 (greedy_ting),347.0,73.0,136.4299645390071,576.959634041295
SPEA2 (greedy_ting),344.0,60.0,134.74024822695034,445.7844793710068
SPEA2 (greedy_ting),278.0,50.0,113.97251773049643,411.9274362142245
SPEA2 (greedy_ting),271.0,52.0,104.68528368794328,240.85574087696776
SPEA2 (greedy_ting),256.0,33.0,107.67287234042551,523.3779165723553
SPEA2 (greedy_ting),175.0,15.0,70.43617021276596,160.75301795684334
SPEA2 (greedy_ting),246.0,34.0,98.22074468085108,250.8723710766557
SPEA2 (greedy_ting),283.0,42.0,113.94680851063828,365.3659649917004
SPEA2 (greedy_ting),116.0,9.0,49.712765957446805,114.8678512147276
SPEA2 (greedy_ting),189.0,13.0,78.8732269503546,228.60183639530229
SPEA2 (greedy_ting),374.0,80.0,144.56028368794327,524.352748855692
SPEA2 (greedy_ting),210.0,28.0,88.93528368794327,389.1988259833513
SPEA2 (greedy_ting),257.0,38.0,106.86436170212764,384.03922636562544
SPEA2 (greedy_ting),217.0,25.0,93.88297872340424,441.152972687491
SPEA2 (greedy_ting),225.0,40.0,92.520390070922,331.554548784015
SPEA2 (greedy_ting),277.0,38.0,115.41932624113475,552.895974014134
SPEA2 (greedy_ting),218.0,33.0,89.52659574468085,295.04184585785447
SPEA2 (greedy_ting),217.0,18.0,90.99734042553192,339.5753475365934
SPEA2 (greedy_ting),177.0,18.0,71.75975177304964,184.05132334263868
SPEA2 (greedy_ting),187.0,32.0,78.11170212765957,308.0017070318387
SPEA2 (greedy_ting),189.0,34.0,74.93173758865248,176.06714875383565
SPEA2 (greedy_ting),333.0,66.0,126.604609929078,345.6344468336602
SPEA2 (greedy_ting),228.0,35.0,96.11879432624112,408.4220581208208
SPEA2 (greedy_ting),250.0,28.0,105.95656028368796,482.6319782392742
SPEA2 (greedy_ting),294.0,53.0,121.59574468085108,570.2621095518338
SPEA2 (greedy_ting),260.0,40.0,109.88120567375888,537.0390793974159
SPEA2 (greedy_ting),186.0,38.0,74.63652482269504,197.2579567174689
SPEA2 (greedy_ting),188.0,13.0,77.07358156028369,191.6302240518586
SPEA2 (greedy_ting),275.0,39.0,112.85283687943264,408.36132173934897
SPEA2 (greedy_ting),209.0,22.0,86.80851063829788,244.50943111513484
SPEA2 (greedy_ting),194.0,31.0,81.76507092198581,331.9120069098633
SPEA2 (greedy_ting),196.0,27.0,81.57358156028369,229.6541602220715
SPEA2 (greedy_ting),255.0,33.0,102.51241134751773,286.63814383079404
SPEA2 (greedy_ting),249.0,44.0,98.45833333333331,224.69329934988284
SPEA2 (greedy_ting),269.0,44.0,108.854609929078,319.49659222373145
SPEA2 (greedy_ting),357.0,61.0,138.93882978723406,504.33757026180746
SPEA2 (greedy_ting),293.0,49.0,119.63741134751773,434.8321819513616
SPEA2 (greedy_ting),176.0,27.0,74.63475177304964,280.7353880589509
SPEA2 (greedy_ting),322.0,69.0,127.90425531914892,523.331258488003
SPEA2 (greedy_ting),203.0,47.0,83.81826241134752,210.99090761908337
SPEA2 (greedy_ting),206.0,29.0,86.93351063829788,340.42908980307845
SPEA2 (greedy_ting),171.0,9.0,72.90248226950355,223.4124761078409
SPEA2 (greedy_ting),337.0,68.0,133.2668439716312,447.9474113160804
SPEA2 (greedy_ting),252.0,41.0,102.05673758865248,326.5960716261757
SPEA2 (greedy_ting),207.0,15.0,89.78812056737588,451.6811709358186
SPEA2 (greedy_ting),237.0,34.0,97.7109929078014,329.529950077964
SPEA2 (greedy_ting),340.0,69.0,135.43882978723406,519.2303007582619
SPEA2 (greedy_ting),221.0,38.0,93.35549645390071,361.4950761719732
SPEA2 (greedy_ting),182.0,15.0,79.46010638297872,393.5055006979025
SPEA2 (greedy_ting),159.0,27.0,65.44946808510639,255.5648224121019
SPEA2 (greedy_ting),334.0,67.0,132.79078014184398,480.4526809516632
SPEA2 (greedy_ting),311.0,60.0,116.65425531914892,280.4442904028974
SPEA2 (greedy_ting),179.0,11.0,78.1436170212766,381.0006507469444
SPEA2 (greedy_ting),199.0,32.0,81.55673758865248,207.3567099240481
SPEA2 (greedy_ting),281.0,56.0,116.43439716312056,520.7687459131835
SPEA2 (greedy_ting),228.0,20.0,97.75709219858156,457.1005702680949
SPEA2 (greedy_ting),122.0,4.0,51.29609929078014,111.99033939439708
SPEA2 (greedy_ting),248.0,39.0,103.34219858156028,364.6807724712043
SPEA2 (greedy_ting),176.0,19.0,73.75709219858156,231.10766246667689
SPEA2 (greedy_ting),270.0,53.0,111.80673758865248,508.1825077963885
SPEA2 (greedy_ting),166.0,23.0,70.07446808510639,193.38807152557703
SPEA2 (greedy_ting),327.0,58.0,129.30851063829786,453.1459559378301
SPEA2 (greedy_ting),367.0,75.0,144.75975177304966,550.8084155412203
SPEA2 (greedy_ting),260.0,40.0,108.43882978723404,432.3810099781198
SPEA2 (greedy_ting),308.0,47.0,123.82801418439716,407.3817683969621
SPEA2 (greedy_ting),151.0,18.0,64.74911347517731,296.17198502967614
SPEA2 (greedy_ting),288.0,49.0,117.854609929078,517.3512021528094
SPEA2 (greedy_ting),277.0,38.0,111.77748226950357,333.7297411787633
SPEA2 (greedy_ting),314.0,56.0,124.92287234042551,414.94529245887935
SPEA2 (greedy_ting),133.0,20.0,55.34574468085106,118.78826203410304
SPEA2 (greedy_ting),323.0,52.0,128.55673758865248,424.3425255268852
SPEA2 (greedy_ting),247.0,49.0,97.3936170212766,228.91244152708643
SPEA2 (greedy_ting),228.0,24.0,95.020390070922,350.83025800387344
SPEA2 (greedy_ting),295.0,62.0,114.24202127659576,308.7100427229517
SPEA2 (greedy_ting),312.0,56.0,128.82269503546098,608.2203359991937
SPEA2 (greedy_ting),202.0,20.0,87.0,438.56382978723406
SPEA2 (greedy_ting),288.0,58.0,113.072695035461,298.7252118857192
SPEA2 (greedy_ting),129.0,9.0,56.68262411347518,267.9347335395604
SPEA2 (greedy_ting),155.0,15.0,66.9104609929078,198.4822309931595
SPEA2 (greedy_ting),343.0,73.0,130.59397163120568,399.4486161410391
SPEA2 (greedy_ting),258.0,56.0,103.56117021276596,309.0051234532967
SPEA2 (greedy_ting),193.0,38.0,80.29787234042553,321.1559529198732
SPEA2 (greedy_ting),134.0,14.0,56.09131205673759,135.33474721467726
SPEA2 (greedy_ting),252.0,40.0,102.42641843971631,259.5903304348373
SPEA2 (greedy_ting),244.0,38.0,98.25797872340424,291.911283857703
SPEA2 (greedy_ting),145.0,10.0,62.54964539007092,191.1163296614857
SPEA2 (greedy_ting),275.0,42.0,115.14982269503548,541.0280850749476
SPEA2 (greedy_ting),204.0,35.0,83.98758865248227,230.6771509229882
SPEA2 (greedy_ting),261.0,50.0,106.10106382978724,338.4436868115289
SPEA2 (greedy_ting),192.0,41.0,79.41755319148936,190.01093302022025
SPEA2 (greedy_ting),277.0,59.0,111.13741134751773,321.97491244781577
SPEA2 (greedy_ting),300.0,48.0,116.9494680851064,353.6791841142296
SPEA2 (greedy_ting),200.0,31.0,84.48226950354609,283.4482671897791
SPEA2 (greedy_ting),299.0,49.0,123.55141843971631,587.9335263568223
SPEA2 (greedy_ting),314.0,64.0,126.31560283687944,478.1628061968727
SPEA2 (greedy_ting),226.0,40.0,94.85372340425532,400.4511208880341
SPEA2 (greedy_ting),247.0,56.0,99.15248226950357,241.26752929933124
SPEA2 (greedy_ting),277.0,58.0,113.46719858156028,470.7471510173014
SPEA2 (greedy_ting),297.0,60.0,120.23049645390071,449.375949398924
SPEA2 (greedy_ting),319.0,67.0,127.69060283687944,564.7438124025463
SPEA2 (greedy_ting),214.0,34.0,91.85372340425532,415.7826811717216
SPEA2 (greedy_ting),130.0,9.0,55.83244680851064,165.01713869397895
SPEA2 (greedy_ting),272.0,45.0,112.61879432624112,469.3830510286186
SPEA2 (greedy_ting),237.0,40.0,98.94060283687944,436.717216657865
SPEA2 (greedy_multi),63.0,16.0,31.09131205673759,36.07765501609568
SPEA2 (greedy_multi),57.0,16.0,27.55939716312057,26.585124459282326
SPEA2 (greedy_multi),28.0,7.0,14.10372340425532,7.502539327750112
SPEA2 (greedy_multi),48.0,10.0,23.75886524822695,18.973768925104388
SPEA2 (greedy_multi),33.0,1.0,16.788120567375888,16.32833405638549
SPEA2 (greedy_multi),40.0,10.0,20.2854609929078,18.666738971882687
