init,Compacidad,Tolerancia,Disimilitud,Balance
random_dense,349.0,73.0,134.46985815602838,357.5806517529296
random_dense,306.0,76.0,121.78989361702128,342.82021700995915
random_dense,414.0,70.0,158.02393617021278,540.8602426625924
random_dense,258.0,60.0,101.6941489361702,217.1112423607969
random_dense,263.0,52.0,107.01329787234044,259.1460997623356
random_dense,394.0,86.0,152.95567375886526,518.2285316382477
random_dense,271.0,59.0,112.48758865248227,308.4927537598717
random_dense,329.0,74.0,121.31382978723404,269.415695261808
random_dense,433.0,104.0,172.35283687943263,764.0882720939595
random_dense,295.0,60.0,112.4645390070922,248.638813439968
random_dense,304.0,62.0,124.63741134751773,368.43679188043984
random_dense,373.0,86.0,139.0168439716312,390.9935106068609
random_dense,420.0,95.0,156.25886524822695,527.5039107690754
random_dense,342.0,83.0,128.38918439716312,326.0497766397566
random_dense,316.0,73.0,131.42287234042553,464.7688740191642
random_dense,463.0,108.0,181.81205673758865,826.1242517981987
random_dense,459.0,106.0,182.85283687943263,926.3861444343844
random_dense,296.0,72.0,109.36081560283688,245.95225890926
random_dense,349.0,61.0,138.38563829787233,422.694368209597
random_dense,458.0,100.0,182.0265957446809,894.1801437301949
random_dense,417.0,96.0,169.99822695035462,819.4822663598413
random_dense,360.0,85.0,149.14804964539007,628.6208117989532
random_dense,447.0,98.0,170.90336879432624,681.2716907788839
random_dense,366.0,70.0,146.67641843971631,513.4990183781003
random_dense,430.0,86.0,160.6595744680851,538.2493586841705
random_dense,408.0,86.0,163.67375886524823,684.2694532468181
random_dense,391.0,73.0,145.36436170212767,426.2227370039229
random_dense,398.0,97.0,157.729609929078,631.1458608407521
random_dense,344.0,85.0,137.99822695035462,462.0319117499119
random_dense,341.0,79.0,145.8404255319149,594.4248905990648
random_dense,381.0,92.0,148.88209219858155,481.8628708000097
random_dense,302.0,69.0,117.48404255319149,272.3082559981888
random_dense,316.0,69.0,127.82624113475175,351.2322192042659
random_dense,368.0,91.0,151.52304964539007,569.9462772244855
random_dense,276.0,54.0,117.8767730496454,324.4661980974302
random_dense,382.0,89.0,161.35283687943263,726.836499044314
random_dense,319.0,81.0,132.61702127659575,444.4951712690508
random_dense,346.0,88.0,138.51241134751774,419.8438175896576
random_dense,444.0,101.0,181.0265957446809,860.7829806096269
random_dense,235.0,56.0,99.82712765957449,218.7741931680996
random_dense,271.0,69.0,115.67464539007092,321.5776550160973
random_dense,342.0,84.0,131.72074468085106,340.5948888071527
random_dense,413.0,100.0,168.53546099290782,727.7877496101812
random_dense,272.0,54.0,107.47251773049643,226.8237128099693
random_dense,417.0,90.0,172.91755319148936,794.1288408216384
random_dense,408.0,92.0,163.43085106382978,610.7221687792368
random_dense,296.0,71.0,129.3537234042553,447.6771847178215
random_dense,248.0,57.0,107.61347517730496,285.55272622101523
random_dense,358.0,69.0,143.20478723404256,430.4057572242341
random_dense,334.0,68.0,141.12234042553192,485.063047004677
random_dense,443.0,103.0,176.32624113475177,750.36874402696
random_dense,395.0,81.0,157.9113475177305,554.5134173331315
random_dense,315.0,80.0,125.87234042553192,329.5936321110607
random_dense,389.0,78.0,161.79255319148936,664.4569658216383
random_dense,365.0,81.0,146.80141843971631,468.8187213922843
random_dense,404.0,76.0,146.62322695035462,489.9830420690615
random_dense,365.0,76.0,127.87943262411348,352.65213017453874
random_dense,279.0,47.0,104.94060283687944,254.78813864368095
random_dense,297.0,64.0,105.4831560283688,261.0192198267187
random_dense,335.0,76.0,119.94503546099293,330.47924840299765
random_dense,332.0,63.0,120.99468085106383,344.92195752225734
random_dense,303.0,66.0,114.06117021276596,338.26487522634653
random_dense,268.0,55.0,97.9086879432624,236.2248181366633
random_dense,331.0,66.0,113.75531914893617,281.9720461747395
random_dense,393.0,86.0,140.4078014184397,439.4755419747499
random_dense,399.0,91.0,144.34840425531914,511.1578697940244
random_dense,417.0,92.0,151.145390070922,558.8086489613199
random_dense,338.0,74.0,127.71010638297872,463.0711035347823
random_dense,337.0,54.0,119.96542553191487,297.45536488984413
random_dense,377.0,64.0,135.0700354609929,384.6555560271122
random_dense,386.0,63.0,144.1418439716312,516.5720788692724
random_dense,440.0,93.0,161.61436170212767,705.0560703372555
random_dense,352.0,72.0,137.18971631205673,603.3434403450527
random_dense,281.0,52.0,107.44060283687944,320.77129467204765
random_dense,428.0,93.0,162.17375886524823,784.2854106936269
random_dense,387.0,83.0,151.1241134751773,724.7718298878317
random_dense,352.0,52.0,130.7171985815603,394.2081439251049
random_dense,310.0,50.0,118.74734042553192,366.51506384864905
random_dense,409.0,91.0,154.73847517730496,667.6842643415816
random_dense,386.0,74.0,147.43439716312056,579.4034976862341
random_dense,302.0,53.0,107.73670212765956,248.74539054247828
random_dense,425.0,84.0,160.69148936170214,736.9331899803824
random_dense,373.0,84.0,140.45390070921985,550.3542578341132
random_dense,406.0,84.0,151.74468085106383,581.5943866002709
random_dense,375.0,75.0,139.80673758865248,459.6541390020624
random_dense,313.0,62.0,121.59929078014184,460.7507796388511
random_dense,365.0,84.0,133.1950354609929,404.1073512398765
random_dense,351.0,64.0,134.7331560283688,475.2310992593426
random_dense,297.0,56.0,110.02570921985816,263.090651092752
random_dense,441.0,97.0,165.73936170212767,745.5668194507324
random_dense,308.0,50.0,118.56560283687944,347.3290296011264
random_dense,355.0,61.0,135.48581560283688,496.125685327699
random_dense,380.0,67.0,136.52659574468086,392.9567394748755
random_dense,273.0,55.0,104.17375886524825,316.9627156581666
random_dense,323.0,49.0,126.76241134751773,471.408090639304
random_dense,419.0,76.0,151.5913120567376,508.4455628175136
random_dense,367.0,85.0,133.55230496453902,400.14974646018834
random_dense,299.0,67.0,112.28634751773048,330.06605474447946
random_dense,374.0,87.0,141.50709219858155,530.3208716865344
random_dense,333.0,77.0,119.47251773049643,312.6180390511043
random_dense,380.0,79.0,140.2304964539007,444.2482898244559
random_dense,300.0,70.0,110.12056737588652,254.45709471354564
random_dense,351.0,76.0,136.95478723404256,567.1016792100505
