Compacidad,Tolerancia,Disimilitud,Balance,init_cross
264.0,40.0,97.27304964539007,196.29423821739357,greedy_ting+2P
237.0,45.0,96.3714539007092,447.5987241273068,greedy_ting+2P
44.0,3.0,21.1072695035461,143.37590460112648,greedy_ting+2P
428.0,78.0,148.2508865248227,485.82624034882525,greedy_ting+2P
147.0,21.0,61.67198581560284,314.6690024395156,greedy_ting+2P
449.0,89.0,157.4787234042553,587.2353629093099,greedy_ting+2P
213.0,26.0,88.09131205673759,369.9978677820537,greedy_ting+2P
368.0,73.0,133.63741134751774,433.44920322795736,greedy_ting+2P
286.0,67.0,111.31205673758863,426.03382626628377,greedy_ting+2P
266.0,55.0,102.90159574468083,281.7571605741665,greedy_ting+2P
380.0,85.0,141.44060283687944,576.7642024734657,greedy_ting+2P
187.0,36.0,69.27304964539007,142.9999119762584,greedy_ting+2P
396.0,75.0,150.2659574468085,659.5462879130824,greedy_ting+2P
304.0,35.0,114.66312056737588,337.8936044464559,greedy_ting+2P
430.0,87.0,158.88918439716312,711.5737128099693,greedy_ting+2P
388.0,86.0,137.770390070922,406.6272438194753,greedy_ting+2P
209.0,21.0,81.96010638297872,192.2634794213069,greedy_ting+2P
122.0,9.0,51.530141843971634,155.92462338413574,greedy_ting+2P
339.0,69.0,132.36436170212767,596.2741554436391,greedy_ting+2P
98.0,16.0,36.40070921985816,41.172765454454,greedy_ting+2P
44.0,1.0,19.5177304964539,27.033373572757995,greedy_ting+2P
307.0,72.0,109.08687943262412,258.0030902620593,greedy_ting+2P
217.0,49.0,84.60904255319149,221.0820813527988,greedy_ting+2P
329.0,49.0,125.2464539007092,507.0137285599329,greedy_ting+2P
26.0,5.0,11.33599290780142,7.55466195739649,greedy_ting+2P
353.0,56.0,124.96542553191487,314.0706131167952,greedy_ting+2P
238.0,54.0,85.45478723404256,149.5351898483477,greedy_ting+2P
