algorithm,init,crossover,run,seed,f1_compactness,f2_transformed_tolerance,f3_transformed_hamming_avg,f4_balance_var
NSGA2,random_dense,UX,1,443051366,203.0,-3.0,-81.56028368794327,125.3740254514361
NSGA2,random_dense,UX,1,443051366,528.0,-3.0,-204.97429078014184,1061.7449064119044
NSGA2,random_dense,UX,1,443051366,204.0,-3.0,-81.67996453900709,125.3151304951968
NSGA2,random_dense,UX,1,443051366,510.0,-3.0,-200.7491134751773,997.5656020509542
NSGA2,random_dense,UX,1,443051366,506.0,-3.0,-199.29078014184398,982.5785674764843
NSGA2,random_dense,UX,1,443051366,489.0,-3.0,-192.56471631205673,878.4071593166832
NSGA2,random_dense,UX,1,443051366,207.0,-3.0,-83.18528368794327,130.00556357200352
NSGA2,random_dense,UX,1,443051366,219.0,-3.0,-88.55762411347517,145.17043832679425
NSGA2,random_dense,UX,1,443051366,230.0,-3.0,-93.22429078014184,158.90802697927666
NSGA2,random_dense,UX,1,443051366,232.0,-3.0,-94.23049645390071,163.3759493989236
NSGA2,random_dense,UX,1,443051366,492.0,-3.0,-195.23847517730496,919.3305409373273
NSGA2,random_dense,UX,1,443051366,342.0,-3.0,-140.09485815602838,418.41564732030577
NSGA2,random_dense,UX,1,443051366,523.0,-3.0,-203.7491134751773,1038.1489353842883
NSGA2,random_dense,UX,1,443051366,400.0,-3.0,-161.54432624113474,559.2498082339923
NSGA2,random_dense,UX,1,443051366,216.0,-3.0,-86.8395390070922,137.97159269528711
NSGA2,random_dense,UX,1,443051366,292.0,-3.0,-117.23670212765957,267.2250004715553
NSGA2,random_dense,UX,1,443051366,515.0,-3.0,-201.81028368794327,1012.9781921181051
NSGA2,random_dense,UX,1,443051366,302.0,-3.0,-123.14804964539007,291.4222302386705
NSGA2,random_dense,UX,1,443051366,403.0,-3.0,-163.0505319148936,567.9415954617479
NSGA2,random_dense,UX,1,443051366,298.0,-3.0,-120.25886524822695,281.3691589960265
NSGA2,random_dense,UX,1,443051366,521.0,-3.0,-203.32801418439718,1031.8604918012172
NSGA2,random_dense,UX,1,443051366,297.0,-3.0,-121.07446808510639,295.4412630149393
NSGA2,random_dense,UX,1,443051366,250.0,-3.0,-100.3377659574468,189.81410564735174
NSGA2,random_dense,UX,1,443051366,512.0,-3.0,-201.40514184397162,1010.035328171371
NSGA2,random_dense,UX,1,443051366,410.0,-3.0,-164.94326241134752,576.1776319098634
NSGA2,random_dense,UX,1,443051366,407.0,-3.0,-165.32890070921985,601.1799448908503
NSGA2,random_dense,UX,1,443051366,382.0,-3.0,-156.2712765957447,513.0434302851975
NSGA2,random_dense,UX,1,443051366,380.0,-3.0,-154.6285460992908,495.6997879570945
NSGA2,random_dense,UX,1,443051366,356.0,-3.0,-142.45567375886526,404.3029997233534
NSGA2,random_dense,UX,1,443051366,313.0,-3.0,-125.20035460992908,307.10524810120324
NSGA2,random_dense,UX,1,443051366,398.0,-3.0,-163.55673758865248,588.1510361651825
NSGA2,random_dense,UX,1,443051366,220.0,-3.0,-89.12765957446808,147.72129168552874
NSGA2,random_dense,UX,1,443051366,256.0,-3.0,-105.0017730496454,212.08510323927322
NSGA2,random_dense,UX,1,443051366,301.0,-3.0,-122.15159574468085,297.4938627018258
NSGA2,random_dense,UX,1,443051366,294.0,-3.0,-119.19946808510639,277.02847489437175
NSGA2,random_dense,UX,1,443051366,401.0,-3.0,-161.86258865248226,573.0263308875298
NSGA2,random_dense,UX,1,443051366,442.0,-3.0,-177.9822695035461,731.283373572759
NSGA2,random_dense,UX,1,443051366,255.0,-3.0,-104.09308510638297,209.34151246793394
NSGA2,random_dense,UX,1,443051366,289.0,-3.0,-117.81117021276596,271.1833149426588
NSGA2,random_dense,UX,1,443051366,485.0,-3.0,-192.06294326241135,874.7930239613195
NSGA2,random_dense,UX,1,443051366,288.0,-3.0,-118.30673758865248,273.6009475127004
NSGA2,random_dense,UX,1,443051366,398.0,-3.0,-161.15425531914894,550.2208861475782
NSGA2,random_dense,UX,1,443051366,525.0,-3.0,-204.20567375886526,1047.2839394396672
NSGA2,random_dense,UX,1,443051366,519.0,-3.0,-202.31205673758865,1017.7146773301146
NSGA2,random_dense,UX,1,443051366,497.0,-3.0,-196.9627659574468,949.4737909310398
NSGA2,random_dense,UX,1,443051366,427.0,-3.0,-173.07978723404256,677.2560453448008
NSGA2,random_dense,UX,1,443051366,498.0,-3.0,-196.33244680851064,928.1226351478782
NSGA2,random_dense,UX,1,443051366,373.0,-3.0,-152.23138297872342,500.2292633355976
NSGA2,random_dense,UX,1,443051366,431.0,-3.0,-174.6578014184397,699.7623327548926
NSGA2,random_dense,UX,1,443051366,480.0,-3.0,-191.10195035460993,863.8202798840601
NSGA2,random_dense,UX,1,443051366,258.0,-3.0,-104.37588652482269,204.63530506513766
NSGA2,random_dense,UX,1,443051366,228.0,-3.0,-92.07180851063829,158.42303502716172
NSGA2,random_dense,UX,1,443051366,221.0,-3.0,-90.3563829787234,152.16377131432026
NSGA2,random_dense,UX,1,443051366,321.0,-3.0,-130.26063829787233,338.81150030179515
NSGA2,random_dense,UX,1,443051366,378.0,-3.0,-153.45301418439718,492.57935261682127
NSGA2,random_dense,UX,1,443051366,351.0,-3.0,-143.75620567375887,427.96450049670403
NSGA2,random_dense,UX,1,443051366,365.0,-3.0,-151.04255319148936,486.6187566017791
NSGA2,random_dense,UX,1,443051366,215.0,-3.0,-86.63563829787235,141.2617440961218
NSGA2,random_dense,UX,1,443051366,286.0,-3.0,-115.60460992907801,264.3188439967813
NSGA2,random_dense,UX,1,443051366,370.0,-3.0,-150.6950354609929,470.8467129420054
NSGA2,random_dense,UX,1,443051366,242.0,-3.0,-99.02039007092199,187.91181828756072
NSGA2,random_dense,UX,1,443051366,412.0,-3.0,-164.2491134751773,566.5434389303861
NSGA2,random_dense,UX,1,443051366,283.0,-3.0,-113.37145390070921,247.0827666804988
NSGA2,random_dense,UX,1,443051366,367.0,-3.0,-149.13120567375887,452.3586715959969
NSGA2,random_dense,UX,1,443051366,323.0,-3.0,-131.52748226950354,333.5666206113879
NSGA2,random_dense,UX,1,443051366,518.0,-3.0,-202.8962765957447,1023.7277166327158
NSGA2,random_dense,UX,1,443051366,405.0,-3.0,-164.5328014184397,597.5450233577271
NSGA2,random_dense,UX,1,443051366,267.0,-3.0,-107.36790780141844,220.00028214752805
NSGA2,random_dense,UX,1,443051366,402.0,-3.0,-163.72163120567376,579.9969788994514
NSGA2,random_dense,UX,1,443051366,318.0,-3.0,-129.07624113475177,328.9870950907898
NSGA2,random_dense,UX,1,443051366,484.0,-3.0,-193.9086879432624,907.9517684912726
NSGA2,random_dense,UX,1,443051366,463.0,-3.0,-186.28014184397162,807.7725843770436
NSGA2,random_dense,UX,1,443051366,469.0,-3.0,-187.77925531914894,820.7269810057343
