Compacidad,Tolerancia,Disimilitud,Balance,init_cross
122.0,27.0,0.4342663643762353,0.005032747986437,greedy_ting+UX
9.0,1.0,0.5089637509850276,0.0316375392691452,greedy_ting+UX
40.0,5.0,0.3629432624113475,0.0050917804687892,greedy_ting+UX
65.0,16.0,0.4455264593562466,0.0065840203351955,greedy_ting+UX
33.0,7.0,0.4800397592950784,0.0071724619324743,greedy_ting+UX
222.0,48.0,0.3507243946073733,0.0023530781365329,greedy_ting+UX
128.0,27.0,0.4066863364361702,0.0036133830500922,greedy_ting+UX
84.0,12.0,0.3348636440391759,0.0031134360797011,greedy_ting+UX
18.0,1.0,0.3289499605988968,0.008427397548593,greedy_ting+UX
24.0,5.0,0.5040263002364066,0.0101465031499051,greedy_ting+UX
20.0,3.0,0.4790336879432624,0.0112248641133494,greedy_ting+UX
10.0,1.0,0.424468085106383,0.020252376641014,greedy_ting+UX
68.0,13.0,0.4077753441802252,0.0045838911234213,greedy_ting+UX
14.0,1.0,0.4345871327254306,0.0144512552172672,greedy_ting+UX
22.0,1.0,0.3920857511283043,0.0084368664524998,greedy_ting+UX
192.0,39.0,0.3990423684988179,0.0034176509811489,greedy_ting+UX
51.0,12.0,0.4804790710610486,0.0071467254264178,greedy_ting+UX
281.0,63.0,0.3549695868352641,0.0024462148722985,greedy_ting+UX
248.0,52.0,0.3865462708762296,0.0031318232772686,greedy_ting+UX
154.0,31.0,0.3470169015381781,0.002944492256704,greedy_ting+UX
15.0,2.0,0.5079787234042553,0.0167842517143672,greedy_ting+UX
354.0,79.0,0.3500871498978242,0.0023756016165812,greedy_ting+UX
77.0,17.0,0.4077899051303306,0.0052441898105924,greedy_ting+UX
103.0,23.0,0.4356968257247126,0.0044365408546721,greedy_ting+UX
11.0,1.0,0.4688910380399742,0.0195175498763094,greedy_ting+UX
12.0,1.0,0.3761820330969267,0.0149833348702556,greedy_ting+UX
9.0,1.0,0.5088652482269503,0.0261012515206217,greedy_ting+UX
148.0,35.0,0.4095445179221775,0.0043006694120902,greedy_ting+UX
28.0,6.0,0.4506712259371834,0.0076938612230013,greedy_ting+UX
