Configuración,Compacidad,Tolerancia,Disimilitud,Balance
SPEA2 (random_dense),204.0,40.0,0.3466007857043527,0.0021078369905017
SPEA2 (random_dense),193.0,49.0,0.4105115202293021,0.0032869888401426
SPEA2 (random_dense),270.0,61.0,0.3629301287102705,0.0022532555933455
SPEA2 (random_dense),345.0,80.0,0.367799876657416,0.0028639878963829
SPEA2 (random_dense),236.0,57.0,0.3867840185118403,0.0026165966374307
SPEA2 (random_dense),252.0,46.0,0.3552642688280986,0.0021166255083677
SPEA2 (random_dense),261.0,63.0,0.3922787424254775,0.0033604291754432
SPEA2 (random_dense),210.0,50.0,0.4203140830800405,0.0039898082365585
SPEA2 (random_dense),211.0,51.0,0.4090408725757117,0.0032779226830844
SPEA2 (random_dense),206.0,50.0,0.4234705295049232,0.0043824597899767
SPEA2 (random_dense),246.0,61.0,0.4015056506948048,0.003207719918224
SPEA2 (random_dense),190.0,47.0,0.404441955953714,0.0031158655774712
SPEA2 (random_dense),346.0,76.0,0.3642976468659041,0.0026254845521499
SPEA2 (random_dense),199.0,37.0,0.3619382372857194,0.0023135531902496
SPEA2 (random_dense),218.0,55.0,0.4035639924523391,0.0030075770732119
SPEA2 (random_dense),207.0,52.0,0.4071418782334601,0.0036722347972771
SPEA2 (random_dense),229.0,53.0,0.4108248939267242,0.0033036785588031
SPEA2 (random_dense),348.0,85.0,0.3914516589223119,0.0034569871262732
SPEA2 (random_dense),261.0,65.0,0.3899724192277384,0.0031858957786358
SPEA2 (random_dense),278.0,64.0,0.3575182407265677,0.0022433649069684
SPEA2 (random_dense),183.0,43.0,0.4183234507615394,0.0044471787102803
SPEA2 (random_dense),229.0,57.0,0.4217032116200563,0.0040546151628994
SPEA2 (random_dense),252.0,62.0,0.3909715186310931,0.0031785190635858
SPEA2 (random_dense),199.0,47.0,0.3775571118001354,0.0027567715432072
SPEA2 (random_dense),283.0,68.0,0.4141136004811668,0.0040321994770952
SPEA2 (random_dense),204.0,41.0,0.3847865387289667,0.0027266770396121
SPEA2 (random_dense),293.0,64.0,0.3818047587926318,0.00280118858661
SPEA2 (random_dense),189.0,45.0,0.4185382190701339,0.004038212626423
SPEA2 (random_dense),187.0,47.0,0.4033782758751469,0.0033193215255681
SPEA2 (random_dense),286.0,72.0,0.4049620592173783,0.0033953079862297
SPEA2 (random_dense),250.0,55.0,0.3502730496453901,0.0020627623233237
SPEA2 (random_dense),300.0,75.0,0.4053841607565012,0.0037883078972665
SPEA2 (random_dense),222.0,49.0,0.364178007795029,0.0024125939670558
SPEA2 (random_dense),236.0,60.0,0.4234170272869335,0.0042620058523514
SPEA2 (random_dense),338.0,82.0,0.3911253094968315,0.0034581538917368
SPEA2 (random_dense),281.0,70.0,0.3980054768935665,0.0035633665070884
SPEA2 (random_dense),305.0,72.0,0.3840338332752005,0.0029269742089187
SPEA2 (random_dense),180.0,35.0,0.3635047281323877,0.0024387807105052
SPEA2 (random_dense),242.0,63.0,0.4176814078893382,0.0040265395813091
SPEA2 (random_dense),332.0,84.0,0.3942445313167564,0.0036298676831271
SPEA2 (random_dense),213.0,53.0,0.4242458295874537,0.0042822466362983
SPEA2 (random_dense),355.0,85.0,0.3776695634801718,0.003207753436059
SPEA2 (random_dense),224.0,52.0,0.3668748416919959,0.0023005981215373
SPEA2 (random_dense),262.0,54.0,0.3440968274592604,0.0020104817082588
SPEA2 (random_dense),248.0,61.0,0.4114940803019903,0.0038148951576125
SPEA2 (random_dense),245.0,47.0,0.3434107685627443,0.00197190661309
SPEA2 (random_dense),177.0,32.0,0.3732369675842449,0.0026123613697018
SPEA2 (random_dense),330.0,77.0,0.3681656995486783,0.0027651431146173
SPEA2 (random_dense),214.0,38.0,0.3577749055478226,0.0022070860553826
SPEA2 (random_dense),180.0,40.0,0.4156471631205674,0.003535784226914
SPEA2 (random_dense),267.0,67.0,0.3971232767551199,0.0031541134167773
SPEA2 (random_dense),214.0,50.0,0.4150593225956121,0.0036913731162817
SPEA2 (random_dense),194.0,39.0,0.3563327118520143,0.0022361069531944
SPEA2 (random_dense),180.0,43.0,0.4130860914105595,0.0037451965108677
SPEA2 (random_dense),338.0,79.0,0.3817853246044735,0.0031081203905574
SPEA2 (random_dense),270.0,67.0,0.4028598634095088,0.0033679484906213
SPEA2 (random_dense),234.0,52.0,0.3545644662665939,0.0021383525809378
SPEA2 (random_dense),324.0,79.0,0.3998938359162945,0.0036973593406124
SPEA2 (random_dense),256.0,63.0,0.4155723625886525,0.0036663227916921
SPEA2 (random_dense),200.0,50.0,0.4160062056737588,0.0037960841813477
SPEA2 (random_dense),315.0,78.0,0.4036277158617584,0.0039103586518038
SPEA2 (random_dense),260.0,62.0,0.3744680851063829,0.0028503140282312
SPEA2 (random_dense),286.0,70.0,0.4111026384962555,0.0038361696021194
SPEA2 (random_dense),261.0,52.0,0.3562369229097035,0.0021881751443586
SPEA2 (random_dense),235.0,55.0,0.3765353855439867,0.0026714339637274
SPEA2 (random_dense),269.0,64.0,0.4085033879089878,0.0036919977617289
SPEA2 (random_dense),311.0,69.0,0.3513431848760576,0.0021862908290328
SPEA2 (random_dense),358.0,83.0,0.3729595071120092,0.0030264828222775
SPEA2 (random_dense),186.0,37.0,0.376858842370167,0.0026215893951599
SPEA2 (random_dense),205.0,51.0,0.419862480539699,0.0042021842687069
SPEA2 (random_dense),289.0,68.0,0.3969698642911482,0.0033191131702536
SPEA2 (random_dense),202.0,46.0,0.3992302155747489,0.0030094229637214
SPEA2 (random_dense),310.0,70.0,0.3551447037291237,0.0023113929987352
SPEA2 (random_dense),338.0,73.0,0.3487032607327206,0.0022506142254371
SPEA2 (random_dense),375.0,86.0,0.3721796690307328,0.0030538747324357
SPEA2 (random_dense),321.0,74.0,0.3699100771083272,0.0027766989824156
SPEA2 (random_dense),272.0,69.0,0.4037436118064247,0.0036224736702022
SPEA2 (random_dense),306.0,77.0,0.3893031799008019,0.0032245250077891
SPEA2 (random_dense),277.0,63.0,0.3463143610620375,0.0021004930200729
SPEA2 (random_dense),211.0,52.0,0.4055157809821518,0.0034119965909648
SPEA2 (random_dense),237.0,56.0,0.4092228506448813,0.0033052445489928
SPEA2 (random_dense),309.0,76.0,0.3975303541508871,0.0034836493946514
SPEA2 (random_dense),184.0,38.0,0.4086542167745914,0.0032562624021466
SPEA2 (random_dense),306.0,72.0,0.3702226162332545,0.0025744341603134
SPEA2 (random_dense),216.0,55.0,0.3996913580246913,0.0031560151945571
SPEA2 (random_dense),232.0,57.0,0.3946105404744436,0.002882708138618
SPEA2 (random_dense),215.0,45.0,0.3617845950849414,0.0021280281819606
SPEA2 (random_dense),292.0,63.0,0.3409052268532012,0.0019343944149595
SPEA2 (random_dense),259.0,60.0,0.3875619540513157,0.003084253714436
SPEA2 (random_dense),222.0,52.0,0.3950825825825825,0.0027386328548694
SPEA2 (random_dense),277.0,56.0,0.3494860076298742,0.0020876557259854
SPEA2 (random_dense),190.0,33.0,0.3676511758118701,0.0024685876594198
SPEA2 (random_dense),246.0,61.0,0.4052679755520959,0.0033974764607287
SPEA2 (random_dense),226.0,48.0,0.3836691144166196,0.0027213067016506
SPEA2 (random_dense),194.0,37.0,0.3680403231702859,0.0024137680528389
SPEA2 (random_dense),276.0,56.0,0.3400882670366943,0.0018867077620129
SPEA2 (random_dense),237.0,49.0,0.3619003800460843,0.0022219471378164
SPEA2 (random_dense),314.0,75.0,0.3820752586167954,0.0030473512314903
SPEA2 (random_dense),264.0,66.0,0.4043560606060606,0.0037633739372285
SPEA2 (random_dense),212.0,49.0,0.3640731633881975,0.0022345185848668
SPEA2 (random_dense),291.0,57.0,0.3551217372230752,0.0022377397472305
SPEA2 (random_dense),266.0,67.0,0.4117741161414174,0.0038169939308937
SPEA2 (random_dense),301.0,66.0,0.3672480620155039,0.0024858042294817
SPEA2 (random_dense),227.0,42.0,0.346033680132471,0.0020047104897165
SPEA2 (random_dense),211.0,53.0,0.4139356660280326,0.0034178881516696
SPEA2 (random_dense),291.0,72.0,0.3894098364651117,0.0030643449433037
SPEA2 (random_dense),292.0,65.0,0.3597772758185174,0.0023152183842875
SPEA2 (random_dense),310.0,71.0,0.362677304964539,0.0025563138574492
SPEA2 (random_dense),267.0,62.0,0.3822117300183281,0.002786332503936
SPEA2 (random_dense),251.0,58.0,0.3804533638495662,0.0028767689908373
SPEA2 (random_dense),309.0,72.0,0.4013174504808465,0.0033667901331973
SPEA2 (random_dense),211.0,47.0,0.388495344694296,0.0028371770858003
SPEA2 (random_dense),186.0,44.0,0.4088547624494776,0.0033366018042859
SPEA2 (random_dense),237.0,53.0,0.3616460184935811,0.002433389104538
SPEA2 (random_dense),179.0,36.0,0.368848805420183,0.0025273013931896
SPEA2 (random_dense),216.0,56.0,0.4148279485158918,0.0035316976502301
SPEA2 (random_dense),198.0,45.0,0.3666541299520022,0.0024652208616731
SPEA2 (random_dense),250.0,50.0,0.3558262411347518,0.002248608105729
SPEA2 (random_dense),238.0,58.0,0.394708415281006,0.0032344449104747
SPEA2 (random_dense),263.0,61.0,0.3956529946336596,0.0031753398013326
SPEA2 (random_dense),282.0,66.0,0.3747862280569388,0.0026831121314242
SPEA2 (random_dense),302.0,70.0,0.378804424404678,0.0029249805704385
SPEA2 (random_dense),234.0,48.0,0.3504576589682973,0.0021360388379085
SPEA2 (random_dense),264.0,53.0,0.3520913926499033,0.0020693391097571
SPEA2 (random_dense),193.0,48.0,0.3982563480689376,0.0029202310723488
SPEA2 (random_dense),324.0,72.0,0.3578140049032484,0.0024205612396842
SPEA2 (random_dense),227.0,47.0,0.3646702283875402,0.0022125782778468
SPEA2 (random_dense),261.0,60.0,0.3767628597048993,0.002674909219567
SPEA2 (random_dense),274.0,68.0,0.3971145881865714,0.0033732250656222
SPEA2 (random_dense),228.0,54.0,0.3953200821201941,0.0030066543454909
SPEA2 (random_dense),228.0,54.0,0.3792071046410352,0.0028281704673702
SPEA2 (random_dense),179.0,42.0,0.3895558461111771,0.0030080605645223
SPEA2 (random_dense),253.0,50.0,0.3389958792363973,0.0018775924125635
SPEA2 (random_dense),229.0,42.0,0.3409481557186658,0.0019165119486123
SPEA2 (random_dense),265.0,63.0,0.4012177171149471,0.0035340122429058
SPEA2 (random_dense),291.0,65.0,0.3755818771173015,0.0028050022241161
SPEA2 (random_dense),168.0,38.0,0.4053845829111786,0.0033440573194449
SPEA2 (random_dense),253.0,60.0,0.3732795111148487,0.0025846584283141
SPEA2 (random_dense),171.0,41.0,0.408833105221683,0.0033179256877573
SPEA2 (random_dense),188.0,44.0,0.3937867813490267,0.0030201353070006
SPEA2 (random_dense),302.0,70.0,0.3668568878869006,0.0027463045211548
SPEA2 (random_dense),183.0,40.0,0.4001521140952602,0.0030064504593861
SPEA2 (random_dense),198.0,44.0,0.3833055734651479,0.0027943135307962
SPEA2 (random_dense),254.0,56.0,0.3600721784776903,0.0023544113097387
SPEA2 (random_dense),315.0,70.0,0.3728413824158505,0.002748719171081
SPEA2 (random_dense),212.0,45.0,0.3820294727686337,0.0026981743697613
SPEA2 (random_dense),249.0,56.0,0.3656541057848415,0.0023908533231964
SPEA2 (random_dense),208.0,49.0,0.4115819353518821,0.0035405787510007
SPEA2 (random_dense),288.0,67.0,0.3682464046493302,0.0027029750248328
SPEA2 (random_dense),245.0,60.0,0.386380083948473,0.0030385091586484
SPEA2 (random_dense),194.0,41.0,0.3796976676171675,0.0026418287726576
SPEA2 (random_dense),196.0,44.0,0.3740275365465335,0.002532490072982
SPEA2 (random_dense),242.0,49.0,0.3384326827266866,0.0019997652963622
SPEA2 (random_dense),244.0,60.0,0.4101884955237763,0.0036351844734019
SPEA2 (random_dense),324.0,79.0,0.3961206330443919,0.0034171794659433
SPEA2 (random_dense),235.0,47.0,0.3557454353402746,0.0021943544937784
SPEA2 (random_dense),303.0,76.0,0.4052237670575568,0.0039536269210646
SPEA2 (random_dense),210.0,42.0,0.3648725092874029,0.0023982581386175
SPEA2 (random_dense),332.0,79.0,0.3842898188498675,0.0033239533299298
SPEA2 (random_dense),258.0,53.0,0.3635645170157787,0.0023766216976558
SPEA2 (random_dense),217.0,54.0,0.4072212962055104,0.0032060922585157
SPEA2 (random_dense),265.0,61.0,0.3700120433560819,0.0025926897650489
SPEA2 (random_dense),195.0,43.0,0.4035870158210584,0.0030485524100151
SPEA2 (random_dense),273.0,65.0,0.3850050658561297,0.0030581083964097
SPEA2 (random_dense),222.0,54.0,0.3766252955082742,0.0024894098391384
SPEA2 (random_dense),183.0,41.0,0.3863649575630741,0.002756560218803
SPEA2 (random_dense),322.0,79.0,0.3835376194881283,0.0031363709788952
SPEA2 (random_dense),291.0,67.0,0.3734798079500865,0.0029405976278499
SPEA2 (random_dense),208.0,45.0,0.4048520185488271,0.0032569013882415
SPEA2 (random_dense),251.0,56.0,0.3558849707552768,0.0021722087082375
SPEA2 (random_dense),280.0,60.0,0.3692185916919959,0.0024677513202919
SPEA2 (random_dense),298.0,69.0,0.3929922890189918,0.0031605375174373
SPEA2 (random_dense),220.0,47.0,0.3742988394584139,0.0024787006838415
SPEA2 (random_dense),247.0,50.0,0.3466993998908892,0.0020491907096037
SPEA2 (random_dense),289.0,72.0,0.4105468845861248,0.0039918324752786
SPEA2 (random_dense),291.0,64.0,0.3621804245570422,0.0024758064278319
SPEA2 (random_dense),228.0,58.0,0.4112619758616399,0.003684084079029
SPEA2 (random_dense),213.0,51.0,0.3936752905137682,0.0030585989785646
SPEA2 (random_dense),193.0,45.0,0.4149900782714144,0.0035603132490164
SPEA2 (random_dense),229.0,58.0,0.409880299792499,0.003417040055571
SPEA2 (random_dense),192.0,49.0,0.420808399822695,0.0041275371710579
SPEA2 (random_dense),266.0,57.0,0.3532568122433744,0.0021023543483438
SPEA2 (random_dense),282.0,69.0,0.3865845530908908,0.0030804817918001
SPEA2 (random_dense),224.0,59.0,0.4175175721884498,0.0037005795225523
SPEA2 (random_dense),203.0,42.0,0.3630297313349404,0.0022519501480556
SPEA2 (random_dense),286.0,66.0,0.3694080741953082,0.0025184863492846
SPEA2 (random_dense),143.0,29.0,0.3761407032683628,0.0030692322959316
SPEA2 (random_dense),264.0,55.0,0.3990704921555985,0.0032224311847873
SPEA2 (random_dense),260.0,55.0,0.3373397435897435,0.0020552562222851
SPEA2 (random_dense),246.0,53.0,0.3545630802052701,0.0021252973255306
SPEA2 (random_dense),147.0,31.0,0.4317375886524823,0.0045729177885455
SPEA2 (random_dense),159.0,38.0,0.4474775859761809,0.0059008720255044
SPEA2 (random_dense),161.0,33.0,0.3804733271662041,0.002650270303039
SPEA2 (random_dense),326.0,78.0,0.3983977287560371,0.0038232039223749
SPEA2 (random_dense),191.0,50.0,0.4106791429950614,0.0040282773425926
SPEA2 (random_dense),241.0,61.0,0.3928813160295459,0.0031863004324431
SPEA2 (random_dense),273.0,67.0,0.417780505546463,0.0044972224772652
SPEA2 (random_dense),254.0,63.0,0.4259263137320601,0.0047615913259245
SPEA2 (random_dense),157.0,39.0,0.4448942946198672,0.0054241363325364
SPEA2 (random_dense),281.0,66.0,0.3732237954620024,0.0026363071251517
SPEA2 (random_dense),227.0,44.0,0.3338839941262849,0.0019867288403367
SPEA2 (random_dense),357.0,81.0,0.3754147048890478,0.0029860880571754
SPEA2 (random_dense),200.0,39.0,0.3812012411347518,0.0026555384027149
SPEA2 (random_dense),250.0,63.0,0.421081560283688,0.0043564046954378
SPEA2 (random_dense),220.0,52.0,0.3949588974854932,0.0030500041719044
SPEA2 (random_dense),179.0,41.0,0.3776447165101628,0.0030940266119489
SPEA2 (random_dense),236.0,45.0,0.3403691849981969,0.001987841065875
SPEA2 (random_dense),281.0,69.0,0.3831901012089548,0.0032011594188846
SPEA2 (random_dense),259.0,65.0,0.4195076535502067,0.0040852454792618
SPEA2 (random_dense),268.0,60.0,0.3577954641685191,0.0022778438217579
SPEA2 (random_dense),218.0,52.0,0.3777124406272367,0.002940873078428
SPEA2 (random_dense),317.0,71.0,0.3592522988120007,0.0026036560050386
SPEA2 (random_dense),285.0,70.0,0.4086879432624113,0.00392591450641
SPEA2 (random_dense),252.0,52.0,0.3677811550151976,0.0024266789133819
SPEA2 (random_dense),176.0,37.0,0.4059528127014829,0.0035079467267467
SPEA2 (random_dense),199.0,43.0,0.4092982643715029,0.0034980853306536
SPEA2 (random_dense),290.0,63.0,0.3486579848373685,0.0023388986014796
SPEA2 (random_dense),331.0,72.0,0.3582417346960639,0.0024643088392529
SPEA2 (random_dense),162.0,42.0,0.4286128622712547,0.0041970848219957
SPEA2 (random_dense),295.0,61.0,0.374284769804063,0.0025726044595478
SPEA2 (random_dense),240.0,61.0,0.4102541371158392,0.0039626471952562
SPEA2 (random_dense),232.0,51.0,0.3521796282709709,0.0023879096172912
SPEA2 (random_dense),282.0,58.0,0.3515228107238066,0.0022150980831166
SPEA2 (random_dense),264.0,55.0,0.3559968031377606,0.0023200386150723
SPEA2 (random_dense),236.0,48.0,0.3453840605842048,0.0020693941939313
SPEA2 (random_dense),368.0,80.0,0.3690520929694726,0.0028050512332014
SPEA2 (random_dense),197.0,51.0,0.432178601000828,0.0043269544858088
SPEA2 (random_dense),206.0,46.0,0.3518599807202369,0.0023306619756755
SPEA2 (random_dense),300.0,69.0,0.3591371158392435,0.0025006738706414
SPEA2 (random_dense),154.0,33.0,0.4113705443492678,0.0036186547730967
SPEA2 (random_dense),262.0,59.0,0.3511924097233501,0.0023227537493415
SPEA2 (random_dense),203.0,45.0,0.3612130105160185,0.0025117581571817
SPEA2 (random_dense),175.0,44.0,0.4303039513677812,0.0044077090320057
SPEA2 (random_dense),281.0,67.0,0.415041896973827,0.0041634238800299
SPEA2 (random_dense),159.0,31.0,0.3646739372853383,0.0026193065112861
SPEA2 (random_dense),227.0,57.0,0.3891843971631205,0.0031032730136762
SPEA2 (random_dense),174.0,44.0,0.4316407842178202,0.0046548247237116
SPEA2 (random_dense),265.0,56.0,0.3453599625317811,0.0021315923617901
SPEA2 (random_dense),335.0,77.0,0.3923838255530856,0.0035438954618025
SPEA2 (random_dense),184.0,41.0,0.4244333950046254,0.0038019194030806
SPEA2 (random_dense),267.0,64.0,0.4128383403724068,0.0039514571782729
SPEA2 (random_dense),179.0,46.0,0.4232041681524625,0.0040580620722762
SPEA2 (random_dense),172.0,42.0,0.422743485073396,0.0041458868177619
SPEA2 (random_dense),265.0,54.0,0.3879298809045898,0.0029317558017731
SPEA2 (random_dense),168.0,43.0,0.4225187858831476,0.0038971623656058
SPEA2 (random_dense),276.0,62.0,0.3575264672628225,0.0025403393351014
SPEA2 (random_dense),275.0,68.0,0.4149194068343004,0.0039429818993257
SPEA2 (random_dense),270.0,66.0,0.3836715261360651,0.0032376348011236
SPEA2 (random_dense),182.0,46.0,0.4435595432935859,0.0052765796307723
SPEA2 (random_dense),150.0,30.0,0.398693853427896,0.003488719513047
SPEA2 (random_dense),251.0,62.0,0.3980143256760193,0.0032409155321251
SPEA2 (random_dense),340.0,80.0,0.388310909470171,0.0032347592458758
SPEA2 (random_dense),190.0,44.0,0.3872153788727137,0.0031925779022301
SPEA2 (random_dense),200.0,35.0,0.342127659574468,0.0020702957597706
SPEA2 (random_dense),289.0,62.0,0.3607695894377776,0.0024209557336573
SPEA2 (random_dense),239.0,55.0,0.3668914507848897,0.0025690228045884
SPEA2 (random_dense),250.0,58.0,0.3672836879432624,0.0026517422161863
SPEA2 (random_dense),183.0,44.0,0.3715604774638608,0.0027521204124843
SPEA2 (random_dense),330.0,76.0,0.3876638727702557,0.0034072374799016
SPEA2 (random_dense),173.0,42.0,0.4069405157217234,0.0035557817636676
SPEA2 (random_dense),225.0,51.0,0.4162490149724192,0.003923273601385
SPEA2 (random_dense),342.0,77.0,0.3787249595620257,0.0030214133423987
SPEA2 (random_dense),216.0,53.0,0.4145365445232467,0.0041519407473082
SPEA2 (random_dense),204.0,45.0,0.3714843206786261,0.002803276578948
SPEA2 (random_dense),195.0,36.0,0.3479814511729405,0.0021722535575828
SPEA2 (random_dense),219.0,55.0,0.4161323229379189,0.003788244415629
SPEA2 (random_dense),281.0,55.0,0.3578689331415158,0.0022489307188201
SPEA2 (random_dense),255.0,56.0,0.3627798637185371,0.0025060725600289
SPEA2 (random_dense),177.0,46.0,0.4357394718916536,0.004277586944275
SPEA2 (random_dense),275.0,59.0,0.3907994842037395,0.0031594276440689
SPEA2 (random_dense),170.0,41.0,0.4068575302461409,0.0037950010771268
SPEA2 (random_dense),152.0,34.0,0.4215658827920865,0.0045793985641157
SPEA2 (random_dense),219.0,40.0,0.3341510411606593,0.0019865399325104
SPEA2 (random_dense),150.0,32.0,0.3868676122931442,0.0030606373198307
SPEA2 (random_dense),157.0,34.0,0.441483715047206,0.0053254980431775
SPEA2 (random_dense),209.0,41.0,0.3598357596117954,0.002391619619578
SPEA2 (random_dense),185.0,40.0,0.3948773241326432,0.0032439144897163
SPEA2 (random_dense),219.0,57.0,0.4288189384371255,0.0044680794640875
SPEA2 (random_dense),267.0,64.0,0.4064865726352697,0.0036448489096751
SPEA2 (random_dense),248.0,62.0,0.413259980553649,0.0042234157026704
SPEA2 (random_dense),310.0,70.0,0.3848518645618851,0.0029449662847611
SPEA2 (random_dense),241.0,53.0,0.3799880815749978,0.0028612109740972
SPEA2 (random_dense),206.0,47.0,0.3776983061350961,0.0027500001960185
SPEA2 (random_dense),182.0,47.0,0.4284983633387888,0.0042183743840016
SPEA2 (random_dense),210.0,52.0,0.4398387369132049,0.0050649673201524
SPEA2 (random_dense),176.0,42.0,0.4175683027079304,0.003691714432756
SPEA2 (random_dense),186.0,45.0,0.4061665904064668,0.0033353461759961
SPEA2 (random_dense),194.0,48.0,0.4416355926007165,0.0054070226589839
SPEA2 (random_dense),210.0,45.0,0.3714201283350219,0.0025027740880232
SPEA2 (random_dense),186.0,48.0,0.4296404331579349,0.0045222986724473
SPEA2 (random_dense),200.0,40.0,0.3520257092198581,0.0022752183106672
SPEA2 (random_dense),144.0,29.0,0.3834773936170212,0.0029320831424187
SPEA2 (random_dense),208.0,39.0,0.3415294258046917,0.0020538459082732
SPEA2 (random_dense),249.0,55.0,0.3758900851633484,0.0027089969607928
SPEA2 (random_dense),139.0,31.0,0.4246517679473442,0.0044967792241483
SPEA2 (random_dense),176.0,33.0,0.3542573339780786,0.0022771684665222
SPEA2 (random_dense),310.0,70.0,0.3754289636238846,0.002820076541792
SPEA2 (random_dense),247.0,59.0,0.4217453412582192,0.0042430371835163
SPEA2 (random_dense),280.0,66.0,0.3978945035460993,0.0035895091158303
SPEA2 (random_dense),162.0,35.0,0.4159935644864723,0.0039876925521496
SPEA2 (random_dense),309.0,65.0,0.3711583924349882,0.0025972468551387
SPEA2 (random_dense),151.0,35.0,0.435935371753323,0.0047292447692823
SPEA2 (random_dense),236.0,58.0,0.4157500901550667,0.0039825579423221
SPEA2 (random_dense),161.0,40.0,0.4357297035372891,0.0047301994880805
SPEA2 (random_dense),298.0,68.0,0.3719745109238898,0.0026776543386932
SPEA2 (random_dense),206.0,50.0,0.4419240170763616,0.0055828649966961
SPEA2 (random_dense),137.0,30.0,0.4108233680178081,0.0040662713012288
SPEA2 (random_dense),288.0,68.0,0.3891413022064618,0.0032414636822286
SPEA2 (random_dense),169.0,41.0,0.3947868143858324,0.0031217218666446
SPEA2 (random_dense),242.0,57.0,0.4125087919817127,0.0037627091652052
SPEA2 (random_dense),162.0,42.0,0.4422390771386044,0.0053249260212557
SPEA2 (random_dense),286.0,55.0,0.3630350146307593,0.0023850920369592
SPEA2 (random_dense),151.0,29.0,0.3738492790380912,0.0028049238797232
SPEA2 (random_dense),235.0,54.0,0.3912743322770484,0.0032856579576274
SPEA2 (random_dense),166.0,33.0,0.3826903358113304,0.002918467066409
SPEA2 (random_dense),211.0,49.0,0.3968984235824006,0.003097549666913
SPEA2 (random_dense),267.0,59.0,0.3647568199325311,0.0026210907275232
SPEA2 (random_dense),137.0,30.0,0.4060995496195061,0.0036678316015858
SPEA2 (random_dense),212.0,46.0,0.3661054797270172,0.0023443525492958
SPEA2 (random_dense),286.0,64.0,0.3888341268660418,0.0032142417732315
SPEA2 (random_dense),212.0,53.0,0.4247373879298809,0.0045042219539071
SPEA2 (random_dense),271.0,64.0,0.3943072675407605,0.0032335748210252
SPEA2 (random_dense),248.0,59.0,0.4026002345001144,0.003459497216829
SPEA2 (random_dense),212.0,37.0,0.3491862371202998,0.0021903172973341
SPEA2 (random_dense),217.0,51.0,0.3878443965094617,0.0032631228260046
SPEA2 (random_dense),150.0,35.0,0.4396867612293144,0.0049650319051132
SPEA2 (random_dense),180.0,44.0,0.4115592986603624,0.0036383542019072
SPEA2 (random_dense),209.0,53.0,0.4355933353693712,0.0047741817183271
SPEA2 (random_dense),201.0,47.0,0.4118194488550157,0.0035725244150929
SPEA2 (random_dense),238.0,51.0,0.3720461588890875,0.0026483295093972
SPEA2 (random_dense),157.0,38.0,0.4088573429100601,0.0037149242164985
SPEA2 (random_dense),175.0,37.0,0.366048632218845,0.0026953868373967
SPEA2 (random_dense),160.0,38.0,0.3981715425531915,0.0032809541724432
SPEA2 (random_dense),160.0,37.0,0.4324357269503546,0.0045801266313864
