Compacidad,Tolerancia,Disimilitud,Balance,init_cross
9.0,1.0,0.4857171000788022,0.0292373786840344,greedy_ting+1P
21.0,1.0,0.2619469773725092,0.0064931392094755,greedy_ting+1P
11.0,1.0,0.5101547388781431,0.0335994778435824,greedy_ting+1P
416.0,86.0,0.3457830400981996,0.002573190138051,greedy_ting+1P
343.0,69.0,0.3397690383144139,0.0020967987848808,greedy_ting+1P
11.0,1.0,0.490167633784655,0.0235830619874204,greedy_ting+1P
290.0,61.0,0.3738077769625825,0.0033345103723875,greedy_ting+1P
382.0,76.0,0.3507180386914708,0.0026284099798611,greedy_ting+1P
372.0,75.0,0.348244585525814,0.0024923677643508,greedy_ting+1P
29.0,4.0,0.4985326485693324,0.031438381198093,greedy_ting+1P
28.0,4.0,0.4981319655521783,0.0328058442872208,greedy_ting+1P
35.0,5.0,0.4831813576494428,0.0230302031782986,greedy_ting+1P
13.0,1.0,0.5090016366612111,0.0281933421014801,greedy_ting+1P
312.0,66.0,0.3636399799963629,0.0031614302076625,greedy_ting+1P
72.0,7.0,0.3031668636721828,0.0057088222134276,greedy_ting+1P
326.0,67.0,0.3547594961493277,0.0025501150384131,greedy_ting+1P
305.0,63.0,0.3548569933728636,0.0024223127795143,greedy_ting+1P
39.0,4.0,0.4944762684124386,0.0208066102903002,greedy_ting+1P
96.0,18.0,0.4543532062647754,0.0109301813857501,greedy_ting+1P
111.0,23.0,0.4406587438502332,0.0099124056356243,greedy_ting+1P
18.0,1.0,0.2888100866824271,0.0088529838961573,greedy_ting+1P
386.0,77.0,0.3461374159409106,0.0024394640072561,greedy_ting+1P
357.0,72.0,0.3549625523968452,0.0028398551201775,greedy_ting+1P
123.0,18.0,0.3281799573314882,0.0043184046483643,greedy_ting+1P
19.0,2.0,0.4741508025382605,0.0155102830679105,greedy_ting+1P
263.0,54.0,0.3661617183075802,0.0032340503417117,greedy_ting+1P
349.0,73.0,0.3447921111991708,0.0024190016464975,greedy_ting+1P
65.0,13.0,0.4706764866339334,0.0107948380139939,greedy_ting+1P
32.0,5.0,0.4958721187943262,0.0266574882452447,greedy_ting+1P
32.0,5.0,0.4930186170212766,0.0260033159211367,greedy_ting+1P
374.0,74.0,0.3443627450980392,0.0024020518076057,greedy_ting+1P
256.0,53.0,0.3675995955230496,0.0033378120303591,greedy_ting+1P
13.0,1.0,0.5095471903982542,0.0304074033398126,greedy_ting+1P
19.0,3.0,0.5032194848824187,0.0178723877117324,greedy_ting+1P
12.0,1.0,0.5095301418439716,0.0297001042924146,greedy_ting+1P
17.0,2.0,0.5046933667083855,0.0198434904811656,greedy_ting+1P
17.0,2.0,0.5057363370880267,0.0203602329187384,greedy_ting+1P
175.0,37.0,0.4078166160081053,0.0054605968522915,greedy_ting+1P
159.0,30.0,0.412641063383737,0.0063856847892919,greedy_ting+1P
404.0,81.0,0.3412089214240573,0.002397190349896,greedy_ting+1P
145.0,29.0,0.4096967473709953,0.0058511076398028,greedy_ting+1P
157.0,33.0,0.4039503997831684,0.0053622656116318,greedy_ting+1P
126.0,16.0,0.3157505910165484,0.0041187248380034,greedy_ting+1P
303.0,56.0,0.3305069868688997,0.0023860893870337,greedy_ting+1P
177.0,37.0,0.3947139079216251,0.0041810401840438,greedy_ting+1P
133.0,28.0,0.4234655788407188,0.0079056937978211,greedy_ting+1P
226.0,43.0,0.3855010042051088,0.0039135094929788,greedy_ting+1P
69.0,8.0,0.2997481755576113,0.0055858659961448,greedy_ting+1P
139.0,27.0,0.4238290218888719,0.0076501623362359,greedy_ting+1P
403.0,83.0,0.3468379881386058,0.0025296558567758,greedy_ting+1P
10.0,1.0,0.4796099290780142,0.0249033939439669,greedy_ting+1P
220.0,43.0,0.3850660863958736,0.0034208883117981,greedy_ting+1P
322.0,65.0,0.3507472137791287,0.0026480574465594,greedy_ting+1P
51.0,9.0,0.4804790710610486,0.0144366112041193,greedy_ting+1P
118.0,16.0,0.4067496093280442,0.0063184940268195,greedy_ting+1P
415.0,85.0,0.346466717935572,0.0025738597551351,greedy_ting+1P
190.0,39.0,0.3913540500186636,0.0040151229934105,greedy_ting+1P
336.0,71.0,0.3490559566024991,0.002457942104843,greedy_ting+1P
84.0,16.0,0.4147564167510976,0.0072288908288257,greedy_ting+1P
392.0,78.0,0.3526785714285714,0.0027336371139315,greedy_ting+1P
276.0,57.0,0.364239644362216,0.0028932505590974,greedy_ting+1P
272.0,60.0,0.3777443158114309,0.0036136753094161,greedy_ting+1P
22.0,1.0,0.2718004513217279,0.006342189475208,greedy_ting+1P
41.0,6.0,0.4918050510292336,0.0213908570801443,greedy_ting+1P
106.0,20.0,0.4468168740800213,0.0111837127212314,greedy_ting+1P
391.0,80.0,0.3487670276251111,0.0025187758922494,greedy_ting+1P
9.0,1.0,0.4761623325453113,0.0271000958791226,greedy_ting+1P
93.0,17.0,0.4166285365667658,0.0077793076778854,greedy_ting+1P
154.0,31.0,0.4193492677535231,0.0066864224270944,greedy_ting+1P
110.0,22.0,0.4420857511283043,0.0102784935552487,greedy_ting+1P
17.0,2.0,0.5061535252398832,0.0216804585031804,greedy_ting+1P
147.0,31.0,0.4207012592270951,0.0069994486989689,greedy_ting+1P
22.0,1.0,0.2787314635718891,0.0065487776625259,greedy_ting+1P
317.0,55.0,0.3349413830905877,0.0022725388164861,greedy_ting+1P
250.0,53.0,0.3653652482269504,0.0029941219128816,greedy_ting+1P
331.0,66.0,0.3439502046238563,0.0021985693666299,greedy_ting+1P
411.0,84.0,0.347036720677814,0.0025597823323765,greedy_ting+1P
29.0,4.0,0.4974627048178038,0.0308037256500793,greedy_ting+1P
136.0,19.0,0.3327010325406758,0.0043064703285125,greedy_ting+1P
230.0,49.0,0.3788004933703361,0.0032212964397142,greedy_ting+1P
206.0,44.0,0.3767343179783791,0.0031758508847965,greedy_ting+1P
97.0,12.0,0.3240750895664254,0.0046653758123936,greedy_ting+1P
94.0,17.0,0.432756149087068,0.0108204815568658,greedy_ting+1P
341.0,65.0,0.3411222728312639,0.0021592544360403,greedy_ting+1P
73.0,7.0,0.3108058874963567,0.0053194449305418,greedy_ting+1P
57.0,11.0,0.4663587159387831,0.0128278238494573,greedy_ting+1P
22.0,1.0,0.2674484203739523,0.0061539958595585,greedy_ting+1P
10.0,1.0,0.4675531914893617,0.0227060698657011,greedy_ting+1P
61.0,11.0,0.4642483432159051,0.0121490606274763,greedy_ting+1P
34.0,5.0,0.4682676261994159,0.0146629195171041,greedy_ting+1P
86.0,10.0,0.3271070427181263,0.0050766109868046,greedy_ting+1P
33.0,5.0,0.4958091553836234,0.0252626405348738,greedy_ting+1P
362.0,71.0,0.3566768543552369,0.0027427888520869,greedy_ting+1P
280.0,52.0,0.3502722897669706,0.0027064047264258,greedy_ting+1P
70.0,13.0,0.4464539007092198,0.0105045043519143,greedy_ting+1P
182.0,38.0,0.3953657158444393,0.004539381556973,greedy_ting+1P
54.0,9.0,0.463931573417389,0.0136304450157276,greedy_ting+1P
185.0,25.0,0.3207255127467893,0.0037689414314293,greedy_ting+1P
21.0,1.0,0.2756670043904086,0.0068384709315209,greedy_ting+1P
244.0,50.0,0.3856673642599698,0.0039350419682004,greedy_ting+1P
334.0,64.0,0.339369134072281,0.0021686654356644,greedy_ting+1P
12.0,1.0,0.510121158392435,0.0322988131378226,greedy_ting+1P
186.0,40.0,0.3844753298253641,0.0037101977681472,greedy_ting+1P
171.0,35.0,0.402990336360997,0.0056272128937706,greedy_ting+1P
248.0,52.0,0.3812950411805079,0.0036697114328163,greedy_ting+1P
48.0,7.0,0.4740137411347518,0.015928200732182,greedy_ting+1P
15.0,1.0,0.50774231678487,0.0238171250887223,greedy_ting+1P
363.0,71.0,0.3512860715471934,0.0026032533074922,greedy_ting+1P
353.0,70.0,0.3475152190946898,0.0024575901070578,greedy_ting+1P
259.0,53.0,0.3813802404227936,0.0037477337397231,greedy_ting+1P
343.0,69.0,0.3505779211380601,0.0025273707273352,greedy_ting+1P
47.0,8.0,0.4509016146069111,0.010031196697193,greedy_ting+1P
32.0,4.0,0.4980884308510638,0.0276162691635838,greedy_ting+1P
54.0,8.0,0.4713685316522196,0.0135129983622029,greedy_ting+1P
15.0,1.0,0.5082151300236407,0.0256220309452352,greedy_ting+1P
20.0,1.0,0.3076241134751772,0.0087450643830793,greedy_ting+1P
116.0,25.0,0.4382413181707019,0.0093993411339047,greedy_ting+1P
14.0,1.0,0.5,0.0244065711390939,greedy_ting+1P
228.0,46.0,0.3805174505412467,0.0042665700226278,greedy_ting+1P
165.0,24.0,0.3308349451966473,0.0039622957873451,greedy_ting+1P
31.0,4.0,0.4977121940059483,0.0279484341823443,greedy_ting+1P
16.0,2.0,0.4873116134751773,0.018341747533567,greedy_ting+1P
354.0,70.0,0.3427144688864847,0.0022360481655646,greedy_ting+1P
130.0,27.0,0.4206833060556464,0.0080154317877019,greedy_ting+1P
20.0,2.0,0.4156471631205674,0.0142121698323776,greedy_ting+1P
41.0,6.0,0.4886049126448711,0.0194485859625926,greedy_ting+1P
208.0,41.0,0.3932419530823786,0.0046052465386505,greedy_ting+1P
239.0,51.0,0.3720733552924419,0.0030393013021761,greedy_ting+1P
106.0,25.0,0.4381858022213301,0.0067416373478399,greedy_ting+1P
317.0,64.0,0.3517322191645972,0.002518641283075,greedy_ting+1P
23.0,1.0,0.3064677767499229,0.0077597203716555,greedy_ting+1P
326.0,68.0,0.3602907583866336,0.0029972781808464,greedy_ting+1P
29.0,4.0,0.4981963805331377,0.031312893725694,greedy_ting+1P
396.0,79.0,0.341027741958593,0.0024749299047034,greedy_ting+1P
149.0,27.0,0.3866795183016802,0.0052371697576436,greedy_ting+1P
73.0,14.0,0.4398134654619644,0.0085813130819311,greedy_ting+1P
16.0,1.0,0.476063829787234,0.0174068913158292,greedy_ting+1P
292.0,60.0,0.3695381569999028,0.0030942366630469,greedy_ting+1P
243.0,50.0,0.3854485888567843,0.0039709126458135,greedy_ting+1P
46.0,6.0,0.4895544249152019,0.0164834840433851,greedy_ting+1P
80.0,16.0,0.4574689716312057,0.0093363908812119,greedy_ting+1P
194.0,28.0,0.3670304160269064,0.0036973498767608,greedy_ting+1P
62.0,12.0,0.4649822695035461,0.0120432639419818,greedy_ting+1P
218.0,42.0,0.3900302557095452,0.0042807635926778,greedy_ting+1P
17.0,1.0,0.4295473508552357,0.0167915593238244,greedy_ting+1P
12.0,1.0,0.4844858156028369,0.0222671903031369,greedy_ting+1P
74.0,8.0,0.3146444316657082,0.0055654234367238,greedy_ting+1P
232.0,47.0,0.3841671252139887,0.0038082959817205,greedy_ting+1P
299.0,59.0,0.3519859342014753,0.0026060559058937,greedy_ting+1P
195.0,29.0,0.3407119476268412,0.0034941033394257,greedy_ting+1P
124.0,22.0,0.3892844886753603,0.0057982153592098,greedy_ting+1P
20.0,1.0,0.2655141843971631,0.0069844873874553,greedy_ting+1P
33.0,5.0,0.4439340210616806,0.0115913160982317,greedy_ting+1P
184.0,34.0,0.3971390302189331,0.0049510613141917,greedy_ting+1P
291.0,57.0,0.3732299968316638,0.0032665391542687,greedy_ting+1P
21.0,3.0,0.4637791286727457,0.0126714196065227,greedy_ting+1P
298.0,63.0,0.3593370698272169,0.0027643287549065,greedy_ting+1P
63.0,5.0,0.2838708769559833,0.0058252401027104,greedy_ting+1P
148.0,21.0,0.3576229154686601,0.0044359908157678,greedy_ting+1P
40.0,7.0,0.4652039007092198,0.0115396747365575,greedy_ting+1P
168.0,32.0,0.4125084430935495,0.0058195001578838,greedy_ting+1P
21.0,1.0,0.2957193515704154,0.0071589488493953,greedy_ting+1P
412.0,84.0,0.3470701645665496,0.0025614915522265,greedy_ting+1P
103.0,20.0,0.4359808579494594,0.009573201179974,greedy_ting+1P
42.0,5.0,0.4908814589665653,0.0191128284722671,greedy_ting+1P
37.0,6.0,0.4816225800268354,0.0221873832420139,greedy_ting+1P
360.0,74.0,0.36214292750197,0.002912804269654,greedy_ting+1P
269.0,54.0,0.3747956708587097,0.0035723230481039,greedy_ting+1P
62.0,11.0,0.4638383665065202,0.0118926539729156,greedy_ting+1P
20.0,1.0,0.2865691489361702,0.0083989562113324,greedy_ting+1P
88.0,10.0,0.3754634107027724,0.0068694367949786,greedy_ting+1P
294.0,58.0,0.3576826120519129,0.0025465957313285,greedy_ting+1P
229.0,48.0,0.3883288426399083,0.0039988546230997,greedy_ting+1P
284.0,53.0,0.3629694835680751,0.0027142696584226,greedy_ting+1P
199.0,42.0,0.3870371360347838,0.0043925866866937,greedy_ting+1P
43.0,5.0,0.4940417285172356,0.0182569246555949,greedy_ting+1P
33.0,5.0,0.4624973135611433,0.0125646587092188,greedy_ting+1P
34.0,5.0,0.4941332916145182,0.0241601938704409,greedy_ting+1P
57.0,6.0,0.4681628717183028,0.0115892930801457,greedy_ting+1P
78.0,15.0,0.4574354428077832,0.0096998211794017,greedy_ting+1P
185.0,36.0,0.4021468276787425,0.0052868240244208,greedy_ting+1P
91.0,12.0,0.336343620918089,0.0051788016391952,greedy_ting+1P
217.0,45.0,0.3973551328561623,0.0045760893120038,greedy_ting+1P
101.0,19.0,0.4461940874938558,0.0100722938258444,greedy_ting+1P
234.0,45.0,0.3519200460689822,0.0027859633413117,greedy_ting+1P
400.0,82.0,0.3520722517730496,0.002724179841738,greedy_ting+1P
76.0,12.0,0.4397163120567376,0.0075757500549321,greedy_ting+1P
