algorithm,init,crossover,Range_mean,Range_std,MinSum_mean,MinSum_std,SumMin_mean,SumMin_std,MaxToleranceRate_mean,MaxToleranceRate_std,AvgToleranceRate_mean,AvgToleranceRate_std,AvgHammingDistance_mean,AvgHammingDistance_std,Hypervolume_mean,Hypervolume_std,IGD+_mean,IGD+_std,GD+_mean,GD+_std,Average Ranking Overall,Average Ranking (Algorithm),Average Ranking (Initialization),Average Ranking (Crossover),elapsed_sec_mean,elapsed_sec_std,n_solutions_final_front_mean,n_solutions_final_front_std,n_infeasible_final_front_mean,n_infeasible_final_front_std
AGEMOEA2,greedy_multi,1P,0.38540294232969285,0.02373222925497235,1.5059167625113052,0.00509628356288999,1.4465960012916976,0.00796283318344129,0.24970202978552125,0.015449728908599558,0.1256839845365829,0.010899898921834121,10.553002901353967,0.433508937295914,0.1239508888997664,0.004702485789193091,0.0034555638107427525,0.0022105761863279202,0.12300052740301466,0.04079232065997,48.22222222222222,2.111111111111111,2.4444444444444446,3.6666666666666665,288.0800242424011,58.694753271947825,220.0,0.0,0.0,0.0
AGEMOEA2,greedy_multi,2P,0.3837149309015936,0.04119617641985851,1.505122942739931,0.004564874249031033,1.4456288169093234,0.004241535403754282,0.24676071055381402,0.004450938451511799,0.13658992209650472,0.003654477316339793,11.446780303030303,0.28667529118341634,0.12509250719978124,0.0024107570326173606,0.004672939354384657,0.00266710819195195,0.10769835723925789,0.018358118018133144,45.22222222222222,2.111111111111111,2.4444444444444446,2.888888888888889,370.56778383255005,68.93319650024507,220.0,0.0,0.0,0.0
AGEMOEA2,greedy_multi,HUX,0.38730974585328604,0.009307528289594028,1.4985285805693769,0.0024261461467200035,1.4306307818390889,0.004279031232899889,0.2571428571428572,0.006520506636966265,0.14465234645370453,0.002576207428371202,12.581758542875564,0.5861270694886023,0.1348722314122423,0.0028822635552576245,0.005268087597134927,0.0016840170660263499,0.09820904184514292,0.007591057292509045,41.333333333333336,2.111111111111111,2.4444444444444446,1.7777777777777777,298.21611914634707,60.510846851604526,220.0,0.0,0.0,0.0
AGEMOEA2,greedy_multi,UX,0.3774190922756485,0.01621486562473162,1.4946059204234703,0.004540621344739561,1.4260711829350678,0.010509888884106732,0.260203745762154,0.007095630448117394,0.1501697660586414,0.007333225661463856,12.931915699548679,0.7808408750315758,0.1379960456569114,0.00684303833878133,0.004289946880426297,0.0018212625430515089,0.09206558627314557,0.009148186282278396,38.77777777777778,2.111111111111111,2.4444444444444446,1.6666666666666667,364.3176491737366,58.092071088977356,220.0,0.0,0.0,0.0
AGEMOEA2,greedy_ting,1P,1.5694008592555175,0.03197957569353083,1.5059197266341415,0.005440575772420331,0.8406016609736635,0.008350612681395286,0.2317367655755959,0.004107859220724081,0.15729722581198255,0.003340797300791087,51.22039651837524,6.369443051116652,0.3902585616447415,0.0023825335968490936,0.011161294275285508,0.0075977123540815,0.4140749042024079,0.06262083070319131,31.11111111111111,2.111111111111111,1.7777777777777777,3.6666666666666665,302.5132966518402,38.065434619423236,220.0,0.0,0.0,0.0
AGEMOEA2,greedy_ting,2P,1.5799291465353498,0.0640770436941227,1.482631236909109,0.005861493566181267,0.8387186559616578,0.016931997356416643,0.23469399722303655,0.007471127929909688,0.16309806139253893,0.007436159705291789,53.85122421018698,6.117791348339732,0.40218972165244465,0.005374386521027155,0.009426707419059084,0.0066728776288918195,0.4114716003847181,0.05753429103103589,26.88888888888889,2.111111111111111,1.7777777777777777,2.888888888888889,370.7634181022644,98.76780233938143,220.0,0.0,0.0,0.0
AGEMOEA2,greedy_ting,HUX,1.534343975818809,0.06531481022084856,1.4247806418162987,0.007412416810766401,0.8633473755952409,0.0257389073874395,0.25875297244574896,0.0028657801452514546,0.17811135486111856,0.004160840291916887,50.52764184397163,1.028199719617907,0.40882992094757376,0.007656883986983062,0.008318777513970192,0.0022830430011304193,0.3880455356465139,0.012494423457193617,21.333333333333332,2.111111111111111,1.7777777777777777,1.7777777777777777,413.3066680431366,82.15441081058052,220.0,0.0,0.0,0.0
AGEMOEA2,greedy_ting,UX,1.5451027461920774,0.05772983647679803,1.432443052471585,0.0063208041632139104,0.8615495621903152,0.02547686924578783,0.2585849220499792,0.005776403888628207,0.17711679487762386,0.005935468992071473,48.56582607994842,1.6107643784430907,0.40622745647543096,0.006278694844635962,0.00842622206260853,0.003314300871109848,0.3863351499692183,0.016330767485014157,22.0,2.111111111111111,1.7777777777777777,1.6666666666666667,397.7078679561615,97.65576085191762,220.0,0.0,0.0,0.0
AGEMOEA2,random_dense,1P,0.5437128130365652,0.025284675060680044,1.4408041166141172,0.007003125018878159,1.25817848705146,0.012611214251179318,0.23689166611192808,0.005313245921559634,0.21486501153702114,0.006946503407564679,116.97761363636364,2.076737988148235,0.3142577978353132,0.005098581262275952,0.6834285524160338,0.01791670390818727,0.804658001657742,0.019931049669534445,43.44444444444444,2.111111111111111,1.7777777777777777,3.6666666666666665,394.0822772502899,90.53323944337563,220.0,0.0,0.0,0.0
AGEMOEA2,random_dense,2P,0.6321119631727283,0.0549035076454942,1.4161467172827957,0.014316946625067674,1.1938075816506128,0.016312584476536773,0.24465479146481156,0.0074967995604148085,0.21989217894510632,0.0031594297288767195,112.44965344938748,3.8339617942883235,0.33804638475812426,0.0068909632744645595,0.6157642900238249,0.02795726679307481,0.7736554352446314,0.027077461699878118,37.77777777777778,2.111111111111111,1.7777777777777777,2.888888888888889,363.4952353954315,98.20566131513577,220.0,0.0,0.0,0.0
AGEMOEA2,random_dense,HUX,0.8190628383007177,0.009527830443261626,1.365413023445313,0.008564654164059868,1.0770436835266883,0.01774188180654731,0.27165509659731957,0.0055416516176059905,0.2326125158557125,0.002294266668546518,103.73448581560282,2.6521352353640237,0.38765778263867057,0.005156262259795171,0.466812759259107,0.02925384285242215,0.675862436537437,0.030137129299498376,26.0,2.111111111111111,1.7777777777777777,1.7777777777777777,422.72486248016355,57.62448984293782,220.0,0.0,0.0,0.0
AGEMOEA2,random_dense,UX,0.7931854923472585,0.018492580828426135,1.360396165359354,0.00615474849761369,1.0774156263305925,0.013504785477649908,0.27069437625598425,0.005340845631225983,0.23490963839137816,0.005782619914776402,105.03196083172148,2.6093540576069634,0.3887700487256514,0.005398391166078749,0.47761756948757944,0.02511029552979735,0.6736778898424458,0.025509394023673478,25.77777777777778,2.111111111111111,1.7777777777777777,1.6666666666666667,379.016073513031,86.1035623071449,220.0,0.0,0.0,0.0
