Compacidad,Tolerancia,Disimilitud,Balance
126.0,29.0,0.39451058201058203,0.0034864080526265545
20.0,4.0,0.4719858156028369,0.011865914692419903
14.0,1.0,0.41748986828774065,0.014147534815571072
36.0,3.0,0.3128693853427896,0.004385288429698429
282.0,65.0,0.34659033750817364,0.0023508877173939427
29.0,4.0,0.4320738566886769,0.007871175796823452
12.0,1.0,0.36399231678487,0.014789685914175447
33.0,6.0,0.4749892542445734,0.008163188019912235
264.0,55.0,0.3712322695035461,0.00276845624306393
69.0,14.0,0.3906490903484428,0.004310788705241048
18.0,1.0,0.27984633569739953,0.0083027869993126
85.0,13.0,0.3158427200667501,0.0031522819208546966
11.0,1.0,0.4647001934235977,0.02023566564031213
60.0,10.0,0.4674645390070922,0.006348851185386379
217.0,48.0,0.3371940059482956,0.002204290868191487
10.0,1.0,0.42819148936170215,0.021226516523313765
11.0,1.0,0.5091876208897486,0.025764013857659692
72.0,17.0,0.44070133963750985,0.006019283098634399
343.0,80.0,0.35359934247255137,0.0024719947072680284
115.0,27.0,0.4348288621646624,0.005289785899067303
23.0,3.0,0.37361239592969475,0.008262320958569262
14.0,1.0,0.5065222897669706,0.01738490943948125
287.0,66.0,0.3784935873674846,0.0030427384095269234
154.0,31.0,0.32386363636363635,0.0023442808084197277
24.0,5.0,0.5029550827423168,0.010832727296860802
188.0,42.0,0.3874915119963785,0.002994456238212596
104.0,23.0,0.4339794735406438,0.004535635605144813
12.0,1.0,0.510121158392435,0.03234806451686126
