Compacidad_pw,Tolerancia_pw,Disimilitud_pw,Balance_pw,Compacidad_ref,Tolerancia_ref,Disimilitud_ref,Balance_ref
0.157090787495639,0.2439078383708167,0.2521603454744131,0.3468410286591312,0.25,0.25,0.25,0.25
