algorithm,init,run,seed,elapsed_sec,n_solutions_final_front,n_infeasible_final_front,Range,SumMin,MinSum,Hypervolume,MaxToleranceRate,AvgToleranceRate,AvgHammingDistance,avg_h_norm
NSGA2,random_sparse,1,2090653021,218.24292588233948,200,0,0.8115934605911761,1.2710653265141783,1.5636027165008692,0.20319223376054563,0.2125984251968504,0.09596741946669617,0.38193076852620034,0.0004947289747748709
NSGA2,random_sparse,2,330190943,210.5106348991394,200,0,0.8449033243274164,1.2713297892801387,1.5634122836438358,0.20099407014175535,0.2204724409448819,0.09518473748007816,0.3699522330764404,0.00047921273714564814
NSGA2,random_sparse,3,537984836,222.32823491096497,200,0,0.8523897935889373,1.2851419187204693,1.562251035495004,0.19402988821436046,0.21176470588235294,0.09382889738290563,0.3646772324143555,0.00047237983473362113
NSGA2,random_sparse,4,9723344,209.66089630126953,200,0,0.8727815952056254,1.260915728799457,1.56682294015784,0.20928450221988998,0.22302158273381295,0.09802583558731433,0.37239106061675314,0.0004823718401771414
NSGA2,random_sparse,5,145577623,209.41272640228271,200,0,0.8067410355274641,1.288276548361126,1.5681743281333191,0.1907947309696745,0.2076923076923077,0.09202198027787131,0.37371529725696156,0.0004840871726126445
NSGA2,random_dense,1,846483778,221.85578560829163,200,0,1.0757534863333935,0.994521396012068,1.4019676302952262,0.4042471220576706,0.2559055118110236,0.21810316640278965,0.3748517651722659,0.0004855592813112253
NSGA2,random_dense,2,1233505347,201.17822647094727,200,0,1.0241881286328955,0.9816548879326452,1.4227099012176299,0.40290886129290393,0.2564102564102564,0.22593981469715313,0.3850199943286873,0.0004987305626019265
NSGA2,random_dense,3,1441299240,208.40645599365234,200,0,1.0727144273798102,0.9776910630900599,1.4353796830717123,0.3952220253640442,0.24277456647398843,0.22038173268070074,0.3829243966144062,0.0004960160577906816
NSGA2,random_dense,4,913037748,179.929283618927,200,0,1.08445158659619,0.996875974240476,1.4377118107951536,0.389983150931392,0.25380710659898476,0.21519613713380928,0.38272570977289916,0.0004957586914156724
NSGA2,random_dense,5,1048892027,209.59273648262024,200,0,0.9845464899445058,1.0156019545823924,1.4540343138352507,0.38761250506767986,0.25142857142857145,0.22609925976129625,0.3880950942460054,0.000502713852650266
NSGA2,greedy_pure,1,1071995757,183.49162006378174,197,3,0.3537358591781605,1.4998473302990902,1.5771043366543283,0.09120354663402852,0.1111111111111111,0.03046119954993946,0.43388646772455086,0.0005620291032701437
NSGA2,greedy_pure,2,1459017326,213.06107568740845,197,3,0.31055781042552466,1.5037388763387236,1.571273881557354,0.09147412419086809,0.125,0.030857346365841427,0.44554139745000604,0.0005771261625000078
NSGA2,greedy_pure,3,1666811219,118.61874985694885,195,5,0.3430483307546314,1.4868510873654104,1.5729824234005279,0.0961335948597177,0.12121212121212122,0.0395729942366525,0.44265688021229693,0.0005733897412076386
NSGA2,greedy_pure,4,1138549727,147.75226998329163,198,2,0.31443364570232546,1.5084211924463093,1.567798806748815,0.08698678691287773,0.1111111111111111,0.031990872997010256,0.4450268382197753,0.0005764596349997089
