algorithm,init,run,seed,f1_compactness,f2_transformed_tolerance,f3_transformed_hamming_avg,f4_balance_var
NSGA2,random_sparse,1,2090653021,105.0,-18.0,-0.32083755488010807,0.0021657866573687075
NSGA2,random_sparse,1,2090653021,26.0,-0.0,-0.21222040370976542,0.0035954684812504172
NSGA2,random_sparse,1,2090653021,14.0,-0.0,-0.36049898682877407,0.013399685879708825
NSGA2,random_sparse,1,2090653021,146.0,-30.0,-0.35294617701350434,0.0025530623608953293
NSGA2,random_sparse,1,2090653021,11.0,-0.0,-0.5063668600902643,0.02281861554555384
NSGA2,random_sparse,1,2090653021,8.0,-0.0,-0.5022163120567376,0.028640921294200664
NSGA2,random_sparse,1,2090653021,9.0,-0.0,-0.5059101654846336,0.02691104665351443
NSGA2,random_sparse,1,2090653021,29.0,-1.0,-0.2509476644656395,0.004349503767093166
NSGA2,random_sparse,1,2090653021,8.0,-0.0,-0.4777260638297872,0.028634523363230174
NSGA2,random_sparse,1,2090653021,24.0,-2.0,-0.41578014184397166,0.009203065531579534
NSGA2,random_sparse,1,2090653021,9.0,-0.0,-0.5047281323877069,0.025566472362408194
NSGA2,random_sparse,1,2090653021,127.0,-27.0,-0.3562084659630312,0.0026469243638778945
NSGA2,random_sparse,1,2090653021,84.0,-15.0,-0.3772901891252955,0.0036310647586059457
NSGA2,random_sparse,1,2090653021,144.0,-30.0,-0.35849463159968475,0.0026501205741266062
NSGA2,random_sparse,1,2090653021,141.0,-29.0,-0.35384286504702983,0.0025254343558953718
NSGA2,random_sparse,1,2090653021,101.0,-17.0,-0.3271891018889123,0.002462003345945013
NSGA2,random_sparse,1,2090653021,68.0,-9.0,-0.39243064246975384,0.0047028139703619905
NSGA2,random_sparse,1,2090653021,62.0,-11.0,-0.36161633493479756,0.0038627065365145403
NSGA2,random_sparse,1,2090653021,41.0,-4.0,-0.3021103615291472,0.004425491400184508
NSGA2,random_sparse,1,2090653021,52.0,-6.0,-0.29296235679214405,0.003390764918126761
NSGA2,random_sparse,1,2090653021,136.0,-28.0,-0.35572460367125575,0.0026304978733950324
NSGA2,random_sparse,1,2090653021,22.0,-3.0,-0.4401192778852353,0.00988801109369344
NSGA2,random_sparse,1,2090653021,48.0,-8.0,-0.40722887115839246,0.0057252841772915345
