algorithm,init,crossover,run,seed,elapsed_sec,n_solutions_final_front,n_infeasible_final_front,Range,SumMin,MinSum,Hypervolume,IGD+,GD+,MaxToleranceRate,AvgToleranceRate,AvgHammingDistance,avg_h_norm
NSGA2,random_dense,UX,1,2046743687,209.5166118144989,220,0,0.21084633377180714,2.1048822829137497,2.1053228306067027,0.01134838056082273,0.41165628518669184,0.7850506477785678,0.2857142857142857,0.207447205604716,53.166275789813035,0.06886823288835886
NSGA2,random_dense,UX,2,662266869,248.6059114933014,220,0,0.20937808996443966,2.114086036154083,2.114404742603331,0.011230867027067139,0.4625801441509245,0.792489411296211,0.2753623188405797,0.20586636418411197,57.6907720825274,0.07472897938151218
NSGA2,random_dense,UX,3,1522577281,244.33996772766113,220,0,0.21431457351884833,2.1126438139648753,2.1129642911816036,0.011262100451182875,0.42734603358209583,0.7693826035379695,0.2892561983471074,0.2278565598036913,58.05818423597679,0.07520490186007356
NSGA2,random_dense,UX,4,1772380534,242.80405926704407,220,0,0.20574099183490832,2.1061087239001908,2.106648244472428,0.011341640631043813,0.4035378564906772,0.7589182451184118,0.29310344827586204,0.21135051531521198,54.38428836234687,0.07044596938127833
NSGA2,random_dense,UX,5,2006613187,206.77590417861938,220,0,0.20169482116321094,2.130959374640384,2.131349719331475,0.011036601897046729,0.5471261152073447,0.8661813552452674,0.2789115646258503,0.20607474149986277,58.871574790457764,0.07625851656795048
NSGA2,greedy_multi,UX,1,1895611188,254.53488969802856,217,3,0.05455372356232553,2.0036216927388355,2.004692146351506,0.012517329117414669,0.0016922977121653826,0.3867009090215939,0.25,0.0810169716967126,9.888048664901786,0.012808353192877962
NSGA2,greedy_multi,UX,2,511134370,242.97010445594788,220,0,0.05858459709839741,2.003559535750455,2.004692146351506,0.012524748815752091,0.0016922977121653826,0.3829032337347238,0.2571428571428571,0.08932406661014147,10.432015635074146,0.013512973620562365
NSGA2,greedy_multi,UX,3,1371444782,216.55440735816956,218,2,0.05590079197670492,2.003595154071867,2.004692146351506,0.012520733644345512,0.0016922977121653826,0.39309635483783356,0.25,0.08231177543716423,9.542919187975796,0.012361294284942741
NSGA2,greedy_multi,UX,4,1621248035,262.0694913864136,220,0,0.05194905935567255,2.003604473086243,2.0046910466291243,0.012519773050860085,0.0016922977121653826,0.36588379249969327,0.24242424242424243,0.07858572821811614,9.436980174081238,0.012224067583006785
NSGA2,greedy_multi,UX,5,1855480688,251.41175627708435,216,4,0.05590646230534108,2.0035596024535094,2.0046909113646034,0.012524673434489948,0.0,0.38571200328521005,0.2571428571428571,0.08478539547344219,10.115679176516942,0.01310321136854526
NSGA3,random_dense,UX,1,370461370,193.81298184394836,61,0,0.1296095284259189,2.0892534418606057,2.0897153759365112,0.011534571611655138,0.3575912794300978,0.5065802307643185,0.29357798165137616,0.24933051123180291,43.63720788280431,0.05652488067720766
NSGA3,random_dense,UX,2,1133468199,248.24118852615356,66,0,0.09572973044219421,2.080165399389128,2.080698232022806,0.011639500024678628,0.36032698371660343,0.4753449849832309,0.29213483146067415,0.2541012751822466,39.0665968192564,0.05060440002494352
NSGA3,random_dense,UX,3,1993778611,163.61759781837463,56,0,0.11772847391546333,2.102276560125151,2.102838059168733,0.011379713358059538,0.42914395226779917,0.5509382312272051,0.2916666666666667,0.2539859599500279,47.78120250759878,0.061892749362174586
NSGA3,random_dense,UX,4,96098217,182.5654456615448,60,0,0.1232908071511734,2.095768595867706,2.0963529076504392,0.011456294153723559,0.3681540821890992,0.533393994959922,0.2916666666666667,0.2398580517751894,45.82867907801418,0.05936357393525153
NSGA3,random_dense,UX,5,330330870,192.70386481285095,60,0,0.11015544439227937,2.088031846999736,2.0885424775188484,0.01154056414313332,0.39477466898730856,0.528098933317912,0.2867647058823529,0.23940128149108703,42.62112884160758,0.05520871611607199
NSGA3,greedy_multi,UX,1,1380881740,218.95089745521545,79,0,0.03196825100532194,2.003640189166751,2.004692146351506,0.012516325069388039,0.0016922977121653826,0.18439259786353135,0.2413793103448276,0.11236748560372233,8.394346440434509,0.010873505751858172
NSGA3,greedy_multi,UX,2,2143888569,259.82376194000244,72,0,0.035886282723272954,2.0036398383892373,2.004792683223254,0.012516194753911573,0.010535537621613461,0.18179969919407576,0.2413793103448276,0.11341645757745868,8.987428585500394,0.011641746872409837
NSGA3,greedy_multi,UX,3,856715334,240.25468587875366,78,0,0.0358441298882593,2.003693413102885,2.004792683223254,0.012510070715228565,0.017103086813461094,0.18142745137839852,0.23333333333333334,0.11601183550551127,8.847051736679395,0.01145991157600958
NSGA3,greedy_multi,UX,4,1106518587,222.81718707084656,84,0,0.03322343987368691,2.003665174423007,2.004697964169454,0.012513294112400687,0.00846148856082642,0.1503648496900232,0.23333333333333334,0.11145922390371844,8.864752195204323,0.011482839631093682
NSGA3,greedy_multi,UX,5,1340751240,234.79825615882874,73,0,0.03595191248351386,2.0035641618033235,2.004779346549427,0.012525430676128255,0.010535537621613461,0.17157782719218856,0.25,0.11934687081315554,9.036420382784417,0.011705207749720748
MOEAD_TCHE,random_dense,UX,1,452962129,450.8022599220276,87,88,0.04437545074673942,2.3133439793348045,2.31353327169708,0.008890432088141128,1.0413547848862355,1.0685732099086542,0.21212121212121213,0.20306729457727068,94.20023233064316,0.12202102633503
