algorithm,init,crossover,run,seed,elapsed_sec,n_solutions_final_front,n_infeasible_final_front,Range,SumMin,MinSum,Hypervolume,IGD+,GD+,MaxToleranceRate,AvgToleranceRate,AvgHammingDistance,avg_h_norm
NSGA2,random_dense,UX,1,162801222,245.89875054359436,220,0,0.9310481163892483,0.2764435948083069,0.30542901815142953,1.1048615792747274,0.33168834054347257,0.7818766701873268,0.23770491803278687,0.21565837556000111,134.38519503546098,0.17407408683349868
NSGA2,random_dense,UX,2,2049958260,182.60743403434753,220,0,0.979741138779768,0.2405111131291929,0.272609621880873,1.1470232497420476,0.292742931400755,0.7409261195773392,0.24324324324324326,0.22050450322981274,126.98997018052869,0.16449478002659157
NSGA2,random_dense,UX,3,670457443,242.6864733695984,220,0,0.9229683509408424,0.2490596739727949,0.28295300036576476,1.136178676433528,0.30661942459008923,0.7137863884781218,0.24705882352941178,0.21730575239431502,124.87737346872987,0.1617582557885102
NSGA2,random_dense,UX,4,62849265,178.06249237060547,220,0,0.8887249022234431,0.24284903481333533,0.28038400489702325,1.1444749524319775,0.2948722833636752,0.6861635179776804,0.24014336917562723,0.21732024399592928,122.3741215344939,0.15851570146955168
NSGA2,random_dense,UX,5,1105032692,261.80222368240356,220,0,0.9815912041559021,0.24521737753766595,0.2784700867983004,1.1412521158271376,0.2986002705628038,0.7334635803479458,0.2398190045248869,0.21737798973480862,126.52946083172145,0.16389826532606405
NSGA2,greedy_multi,UX,1,11668723,243.02950406074524,219,1,1.3146543125376218,0.08543020129964253,0.17413407390311073,1.3350280363738118,0.0007203562205611025,0.05427889852241886,0.2608695652173913,0.15638026604357247,17.21194015350238,0.022295259266194793
NSGA2,greedy_multi,UX,2,1898825761,222.5398497581482,218,2,1.291460776851464,0.09633001795524537,0.17294113433941435,1.3212367630672672,1.3110057889960378e-05,0.0475693714503034,0.2545454545454545,0.14423704511493732,15.619091190057905,0.020231983406810757
NSGA2,greedy_multi,UX,3,519324944,180.93914437294006,218,2,1.27989275498589,0.10281910891784546,0.17578719591583977,1.3140160823141016,0.0007203562205611025,0.04609038133438319,0.2558139534883721,0.14238682862952373,15.248938610189343,0.019752511153095006
NSGA2,greedy_multi,UX,4,2059200413,262.47578954696655,219,1,1.2897815983055498,0.09761037301838846,0.17383209904440394,1.3195252301801739,1.3110057889960378e-05,0.049501286707630744,0.2549019607843137,0.1544652620262014,16.002372162310955,0.020728461350143723
NSGA2,greedy_multi,UX,5,953900193,251.3015398979187,220,0,1.2849064008428073,0.09146866471458875,0.17460977915103043,1.3269898614236517,0.0,0.050207871885504754,0.25,0.14396587538888853,16.367335589941973,0.021201211904069914
NSGA3,random_dense,UX,1,634002552,228.15420627593994,34,0,0.5295539096833091,0.39408963528326346,0.4081206800579247,0.9725107963261584,0.46410736649101353,0.7147455320100121,0.2515923566878981,0.21788679795689464,129.4802357113058,0.16772051257941165
NSGA3,random_dense,UX,2,373675943,229.93756413459778,34,0,0.5352561666666965,0.3602048541376826,0.38189308977032344,1.0108143238245981,0.42738624914615286,0.6338510488608409,0.252,0.2136375053920656,119.7060648727576,0.1550596695242974
NSGA3,random_dense,UX,3,1141658773,197.31283497810364,34,0,0.5884479200437417,0.3391339736343416,0.36108448823086825,1.0352202835714757,0.4047067906972996,0.6418384650658687,0.25311203319502074,0.21345634506318606,119.13467355027117,0.15431952532418547
NSGA3,random_dense,UX,4,534050595,247.96305990219116,32,0,0.563868537954622,0.373314384632776,0.3906169961384434,0.9957124654234983,0.44580468356571384,0.673143488317476,0.25680933852140075,0.21957099125816165,124.89464206560284,0.16178062443730937
NSGA3,random_dense,UX,5,1576234022,219.61914730072021,37,0,0.5893670332331926,0.34164153566389177,0.3684144538476389,1.031202167439623,0.40750441034599055,0.6373099209282377,0.24324324324324326,0.20058281668658345,118.40317711328348,0.15337199107938274
NSGA3,greedy_multi,UX,1,1644422922,207.63118839263916,35,0,1.102180180343066,0.1958173553426595,0.23965719351237574,1.2043346142053462,0.001916870112738802,0.02425096584642027,0.19230769230769232,0.08827220268173673,9.818490374873354,0.012718251780924034
NSGA3,greedy_multi,UX,2,1384096313,261.019127368927,30,0,1.0543788756338608,0.23191346663477524,0.2652549808978213,1.1618429695302102,0.0019170732683102894,0.023062472460463158,0.20833333333333334,0.08681122683395734,9.549408983451535,0.012369700755766237
NSGA3,greedy_multi,UX,3,4595496,240.932555437088,35,0,1.135077485986995,0.16359904163517935,0.20814311893639345,1.2435421531213062,0.0019170222450605398,0.024999347561729866,0.2222222222222222,0.09671403586325637,9.984701114488349,0.012933550666435685
NSGA3,greedy_multi,UX,4,1544470965,222.1389045715332,33,0,1.1097804431587237,0.1825810803711422,0.22070901072403296,1.220398390670415,0.0019180666631082868,0.024953800341314378,0.20833333333333334,0.08845097778342126,9.986621534493876,0.01293603825711642
NSGA3,greedy_multi,UX,5,439170745,241.0540361404419,35,0,1.0932886029868312,0.20019163319370992,0.23998774074465315,1.200205979498451,0.0019180666631082868,0.023691756473305365,0.23076923076923078,0.10281364077142575,9.666058763931105,0.012520801507682778
MOEAD_TCHE,random_dense,UX,1,716503311,520.4452068805695,105,85,0.3613546439728156,0.458838370772816,0.47545588774071745,0.9004689881230057,0.5384079186946916,0.5722421132494867,0.18947368421052632,0.1727364784036463,92.63487841945289,0.11999336582830684
MOEAD_TCHE,random_dense,UX,2,456176702,537.4155921936035,103,103,0.4935190250244413,0.42234370479313016,0.4387641081925091,0.9387216419090957,0.49657009728041457,0.536644254399441,0.19343065693430658,0.18243913277154147,87.74966432555253,0.11366536829734784
MOEAD_TCHE,random_dense,UX,3,1224159532,498.40283584594727,64,140,0.3816308867486917,0.4364807787843435,0.44713916361571193,0.9238193934073888,0.5130831011325773,0.5496099524555176,0.20357142857142857,0.1951285704066008,91.90525265957447,0.11904825474038144
MOEAD_TCHE,random_dense,UX,4,616551354,495.8716621398926,71,120,0.3789901779320579,0.44514093524186404,0.4610280466797167,0.9165839487787486,0.5186485987205103,0.5578608659677309,0.19014084507042253,0.17924809450072932,89.528106582759,0.11596904997766709
MOEAD_TCHE,random_dense,UX,5,1658734781,531.3051087856293,85,113,0.44833406203947923,0.3797111249698041,0.3968423914515677,0.9873743568573184,0.44493304318133875,0.4884155177361357,0.19615384615384615,0.18291445485915905,82.17126616604088,0.10643946394564881
MOEAD_TCHE,greedy_multi,UX,1,510501457,511.2236170768738,73,130,1.1990421929563735,0.14480556996846622,0.19805296952163653,1.260291034707193,0.004822779795408461,0.04689716580233734,0.23529411764705882,0.18042738922210255,15.293597590595548,0.019810359573310295
MOEAD_TCHE,greedy_multi,UX,2,250174848,508.6868374347687,65,112,1.2389728371751607,0.12152388654475557,0.18406940561565158,1.2863650932533877,0.015783122183186237,0.051809796769584714,0.24390243902439024,0.18561363838754544,16.569217130387344,0.021462716490139047
MOEAD_TCHE,greedy_multi,UX,3,1018157678,503.0273756980896,76,134,1.213210497717272,0.14176583936969145,0.19683642433559023,1.262046084183095,0.015522795484081097,0.05046540110871149,0.25,0.17731613246869904,16.111422172452407,0.020869717839964257
MOEAD_TCHE,greedy_multi,UX,4,410549500,408.7591321468353,84,131,1.2350656067465482,0.1232360686149613,0.18383894627855718,1.2855358386765927,0.015656040667770734,0.052471362721735394,0.25,0.1843683900225139,16.587449341438703,0.021486333343832518
