config,IGD+
SPEA2-random_dense-UX,0.3926977667909947
SPEA2-random_dense-UX,0.4039712946744695
SPEA2-random_dense-UX,0.4264424443195817
SPEA2-random_dense-UX,0.392891383302509
SPEA2-random_dense-UX,0.4608599334240872
SPEA2-random_dense-HUX,0.4527874606733483
SPEA2-random_dense-HUX,0.40592093852511496
SPEA2-random_dense-HUX,0.43999602502066903
SPEA2-random_dense-HUX,0.40043351844595415
SPEA2-random_dense-HUX,0.376067565904994
SPEA2-random_dense-1P,0.663989736313945
SPEA2-random_dense-1P,0.6010587080768365
SPEA2-random_dense-1P,0.6414917520047643
SPEA2-random_dense-1P,0.6162655286989481
SPEA2-random_dense-1P,0.626774123686974
SPEA2-random_dense-2P,0.5642186598320886
SPEA2-random_dense-2P,0.5657245457792182
SPEA2-random_dense-2P,0.5934419966815938
SPEA2-random_dense-2P,0.5451736570940506
SPEA2-random_dense-2P,0.6081679983701943
SPEA2-greedy_ting-UX,0.04053033541611658
SPEA2-greedy_ting-UX,0.03872860636855093
SPEA2-greedy_ting-UX,0.0073330254147853345
SPEA2-greedy_ting-UX,0.013136799229010055
SPEA2-greedy_ting-UX,0.0032241019036822415
SPEA2-greedy_ting-HUX,0.008214948098995088
SPEA2-greedy_ting-HUX,0.005871192276423019
SPEA2-greedy_ting-HUX,0.003008764133128587
SPEA2-greedy_ting-HUX,0.005584941589830125
SPEA2-greedy_ting-HUX,0.003008764133128587
SPEA2-greedy_ting-1P,0.0190496174200402
SPEA2-greedy_ting-1P,0.0046909426403015445
SPEA2-greedy_ting-1P,0.026368801132898648
SPEA2-greedy_ting-1P,0.004878311318674189
SPEA2-greedy_ting-1P,0.012553166927893085
SPEA2-greedy_ting-2P,0.004563354132335698
SPEA2-greedy_ting-2P,0.02271394166173308
SPEA2-greedy_ting-2P,0.0072115868526426785
SPEA2-greedy_ting-2P,0.013173176857891336
SPEA2-greedy_ting-2P,0.006280346465657785
SPEA2-greedy_multi-UX,0.012061922234403583
SPEA2-greedy_multi-UX,0.0050213610310851685
SPEA2-greedy_multi-UX,0.0047450908138941044
SPEA2-greedy_multi-UX,0.0046909426403015445
SPEA2-greedy_multi-UX,0.00533519578670214
SPEA2-greedy_multi-HUX,0.0050213610310851685
SPEA2-greedy_multi-HUX,0.007113594382269729
SPEA2-greedy_multi-HUX,0.010339567109948026
SPEA2-greedy_multi-HUX,0.007113594382269729
SPEA2-greedy_multi-HUX,0.00533519578670214
SPEA2-greedy_multi-1P,0.0
SPEA2-greedy_multi-1P,0.007037425537423344
SPEA2-greedy_multi-1P,0.0010670391573404906
SPEA2-greedy_multi-1P,0.007741622249528043
SPEA2-greedy_multi-1P,0.0010670391573404906
SPEA2-greedy_multi-2P,0.007113594382269729
SPEA2-greedy_multi-2P,0.0050213610310851685
SPEA2-greedy_multi-2P,0.0050213610310851685
SPEA2-greedy_multi-2P,0.0050213610310851685
SPEA2-greedy_multi-2P,0.0010670391573404906
NSGA2-random_dense-UX,0.38703408455820737
NSGA2-random_dense-UX,0.39194016122769076
NSGA2-random_dense-UX,0.3237650770227848
NSGA2-random_dense-UX,0.32202202610917413
NSGA2-random_dense-UX,0.3537786188796588
NSGA2-random_dense-HUX,0.35071328855625405
NSGA2-random_dense-HUX,0.37415936998741717
NSGA2-random_dense-HUX,0.36676507284193044
NSGA2-random_dense-HUX,0.49376639078349316
NSGA2-random_dense-HUX,0.34440015023712167
NSGA2-random_dense-1P,0.659069133241172
NSGA2-random_dense-1P,0.7021113926740423
NSGA2-random_dense-1P,0.6585985670723815
NSGA2-random_dense-1P,0.6598006023581624
NSGA2-random_dense-1P,0.6761983344945568
NSGA2-random_dense-2P,0.5612575978974733
NSGA2-random_dense-2P,0.5982164584385296
NSGA2-random_dense-2P,0.5991415697523323
NSGA2-random_dense-2P,0.5901721232241337
NSGA2-random_dense-2P,0.5949317456122367
NSGA2-greedy_ting-UX,0.002247191011230905
NSGA2-greedy_ting-UX,0.006741573033692716
NSGA2-greedy_ting-UX,0.002636183807754066
NSGA2-greedy_ting-UX,0.002636183807754066
NSGA2-greedy_ting-UX,0.002247191011230905
NSGA2-greedy_ting-HUX,0.002247191011230905
NSGA2-greedy_ting-HUX,0.002247191011230905
NSGA2-greedy_ting-HUX,0.002370892323806355
NSGA2-greedy_ting-HUX,0.002247191011230905
NSGA2-greedy_ting-HUX,0.002247191011230905
NSGA2-greedy_ting-1P,0.006090336664688156
NSGA2-greedy_ting-1P,0.006741573033692716
NSGA2-greedy_ting-1P,0.006741573033692716
NSGA2-greedy_ting-1P,0.008731311990771384
NSGA2-greedy_ting-1P,0.00449438202246181
NSGA2-greedy_ting-2P,0.006741573033692716
NSGA2-greedy_ting-2P,0.00449438202246181
NSGA2-greedy_ting-2P,0.0046909426403015445
NSGA2-greedy_ting-2P,0.00449438202246181
NSGA2-greedy_ting-2P,0.002636183807754066
NSGA2-greedy_multi-UX,0.0
NSGA2-greedy_multi-UX,0.0010670391573404906
NSGA2-greedy_multi-UX,0.0010670391573404906
NSGA2-greedy_multi-UX,0.0022907501585183346
NSGA2-greedy_multi-UX,0.0
NSGA2-greedy_multi-HUX,0.002247191011230905
NSGA2-greedy_multi-HUX,0.0010670391573404906
NSGA2-greedy_multi-HUX,0.0010670391573404906
NSGA2-greedy_multi-HUX,0.0
NSGA2-greedy_multi-HUX,0.0
NSGA2-greedy_multi-1P,0.0010670391573404906
NSGA2-greedy_multi-1P,0.0010670391573404906
NSGA2-greedy_multi-1P,0.0010670391573404906
NSGA2-greedy_multi-1P,0.0010670391573404906
NSGA2-greedy_multi-1P,0.0010670391573404906
NSGA2-greedy_multi-2P,0.0010670391573404906
NSGA2-greedy_multi-2P,0.0010670391573404906
NSGA2-greedy_multi-2P,0.0014227188764538838
NSGA2-greedy_multi-2P,0.0010670391573404906
NSGA2-greedy_multi-2P,0.0010670391573404906
NSGA3-random_dense-UX,0.42815729147702725
NSGA3-random_dense-UX,0.4072921976109616
NSGA3-random_dense-UX,0.46693124828608895
NSGA3-random_dense-UX,0.4507180027305751
NSGA3-random_dense-UX,0.42511083873552924
NSGA3-random_dense-HUX,0.44494837699893386
NSGA3-random_dense-HUX,0.43545207294424704
NSGA3-random_dense-HUX,0.4330821117936351
