algorithm,init,run,seed,elapsed_sec,n_solutions_final_front,n_infeasible_final_front,Range,SumMin,MinSum,Hypervolume,MaxToleranceRate,AvgToleranceRate,AvgHammingDistance,avg_h_norm
NSGA2,random_sparse,1,1079519234,130.95783305168152,200,0,0.8317690318924291,1.272674225194395,1.5700099652163622,0.20322630704309433,0.22900763358778625,0.09281117703816774,0.38255416671121945,0.0004955364853772272
NSGA2,random_sparse,2,697120861,126.07662224769592,200,0,0.8292167646693038,1.270506741651181,1.5583715185619262,0.2007813366661638,0.21897810218978103,0.09461245969093234,0.3701429542452257,0.00047945978529174315
NSGA2,random_sparse,3,312094890,126.1748640537262,200,0,0.7892288478441746,1.2850949594705725,1.5547318648773627,0.20177422909701057,0.23529411764705882,0.10085231936183275,0.3833402275836734,0.0004965546989425822
NSGA2,random_sparse,4,2576614,126.16922068595886,200,0,0.8313804545332916,1.2710612543286706,1.5651697844479007,0.20193965470687944,0.21875,0.09611557530255313,0.37222642996528366,0.0004821585880379322
NSGA2,random_sparse,5,1503427543,126.43768501281738,200,0,0.8339336014177228,1.2842979426973415,1.5739880281884573,0.19159516185714967,0.20967741935483872,0.08514526984713293,0.371711190774181,0.00048149117975930186
NSGA2,random_dense,1,1982833638,126.38062500953674,200,0,1.0437767080946183,0.9780421237560853,1.4357891635741262,0.4013650564449336,0.2604166666666667,0.22881501952355435,0.3880780898600357,0.0005026918262435696
NSGA2,random_dense,2,1600435265,126.50609111785889,200,0,1.1214588896794677,0.9516257328977661,1.4216953183782517,0.406430007316477,0.2446043165467626,0.21883864099963002,0.38190600888642195,0.0004946969027026191
NSGA2,random_dense,3,1215409294,126.39862155914307,200,0,1.108043513175867,0.9758257821407081,1.4579257803455647,0.3915652988686665,0.24867724867724866,0.21558690780644657,0.3801246503062613,0.0004923894434018929
NSGA2,random_dense,4,905891018,131.9682219028473,200,0,0.9721107933429612,1.0155032810650058,1.4480152044021508,0.38715640394593454,0.2543352601156069,0.22492127332095088,0.382299665467109,0.00049520682055325
NSGA2,random_dense,5,259258300,69.09875726699829,200,0,1.1690936984420792,0.9978661921959046,1.4363956249248517,0.39350605454347004,0.25120772946859904,0.20769276156522865,0.3648197675534101,0.0004725644657427592
