tipo_decision,alcance,algorithm,init,run,seed,Compacidad,Tolerancia,Hamming,Balance
Compromise (ASF),Global,MOEAD_TCHE,greedy_multi,17,1465374355,32.0,7.0,16.018617021276597,10.325008016447876
Pseudo-Weights Match,Global,MOEAD_TCHE,greedy_multi,6,1540163772,32.0,6.0,16.150709219858157,13.08366970977318
Mejor Knee Point,Global,MOEAD_TCHE,greedy_multi,4,464334993,37.0,9.0,18.17996453900709,11.207860991650323
Compromise (ASF),Local,MOEAD_TCHE,greedy_multi,17,1465374355,32.0,7.0,16.018617021276597,10.325008016447876
Pseudo-Weights Match,Local,MOEAD_TCHE,greedy_multi,6,1540163772,32.0,6.0,16.150709219858157,13.08366970977318
Mejor Knee Point,Local,MOEAD_TCHE,greedy_multi,4,464334993,37.0,9.0,18.17996453900709,11.207860991650323
