algorithm,init,run,seed,elapsed_sec,n_solutions_final_front,n_infeasible_final_front,Range,SumMin,MinSum,Hypervolume,MaxToleranceRate,AvgToleranceRate,AvgHammingDistance,avg_h_norm
NSGA2,random_sparse,1,860693364,208.96829223632812,200,0,1.7640317676676545,0.15432235722626084,0.3627828751220875,1.2060946251915967,0.20689655172413793,0.0639489861174461,0.32704040710657606,0.00042362747034530577
NSGA2,random_sparse,2,332109023,205.88563442230225,200,0,1.8270977459122404,0.15027789204579528,0.35456200500991836,1.2228601572648943,0.21782178217821782,0.07214483927614525,0.3372548672567901,0.00043685863634299233
NSGA2,random_sparse,3,547168639,213.59530067443848,200,0,1.799810772408563,0.14985009317197862,0.3636083692435584,1.210150000682828,0.20588235294117646,0.06778234492370025,0.3375914549552371,0.00043729463077103254
NSGA2,random_sparse,4,24073759,172.32926607131958,200,0,1.832442802308538,0.15469037266319396,0.3457674397330031,1.2071358875617704,0.2,0.072197338942018,0.32405007486751913,0.00041975398298901444
NSGA2,random_sparse,5,1431408631,207.6695761680603,200,0,1.6888860476226104,0.15753558803221462,0.34625331405187887,1.2039010296489614,0.20909090909090908,0.0706170995085892,0.3352978182053821,0.00043432359871163487
NSGA2,random_dense,1,1764007768,134.96160006523132,200,0,0.5276397713542413,0.3538798970610697,0.44270337591284453,1.0241411145378432,0.24535315985130113,0.20497575885888458,0.36972302939233437,0.00047891584118178027
NSGA2,random_dense,2,1235423427,182.88172960281372,200,0,0.5747918379858449,0.334489285585952,0.41764465958161,1.0467952904116844,0.24299065420560748,0.20476738172056394,0.36153236704082836,0.0004683061749233528
NSGA2,random_dense,3,1450483043,128.89886593818665,200,0,0.5373143092614887,0.360662094654797,0.46869749923070514,1.0141217376684917,0.24358974358974358,0.20368422240122983,0.35599532827055447,0.00046113384491004467
NSGA2,random_dense,4,927388163,118.61848545074463,200,0,0.4981027352165643,0.3658799321259228,0.45690398063554605,1.0102289555848671,0.2536764705882353,0.2105372867163889,0.36717641569894177,0.00047561711878101265
NSGA2,random_dense,5,187239388,207.6067636013031,200,0,0.6592627793044928,0.29101211997560067,0.36278935519777133,1.0964671858290969,0.23333333333333334,0.1942796090953854,0.36798549646401385,0.00047666515086012157
NSGA2,greedy_pure,1,1989519747,122.18133282661438,197,3,1.0409061194939466,0.38799835587885745,0.4640765770400632,0.9776859201237993,0.12,0.026075857433974073,0.42191414900172863,0.0005465209183960216
NSGA2,greedy_pure,2,1460935406,186.72504115104675,199,1,1.0161017060500968,0.3897927968990159,0.4933087151841249,0.967549537216702,0.1,0.023699534838092708,0.423720820709065,0.0005488611667215868
NSGA2,greedy_pure,3,1675995022,113.03131532669067,199,1,1.007584991961527,0.390888268239899,0.47421222124612017,0.9730975577498691,0.12,0.030376315293685195,0.42625366512018564,0.0005521420532644892
NSGA2,greedy_pure,4,1152900142,109.02424764633179,196,4,1.0979329693910307,0.38410503009829644,0.5073197004417985,0.9687707362327789,0.1111111111111111,0.024388472823976874,0.39058108402014474,0.0005059340466582186
NSGA2,greedy_pure,5,412751367,131.1932191848755,198,2,1.0234413916271234,0.33982335834841837,0.4073540257907566,1.0398031455009549,0.15,0.06424538898815557,0.4499543795158151,0.0005828424605127139
