tipo_decision,alcance,algorithm,init,run,seed,Compacidad,Tolerancia,Hamming,Balance
Compromise (ASF),Global,NSGA2,greedy_multi,3,877973811,18.0,0.16666666666666666,0.45439322301024426,0.01071443569174867
Pseudo-Weights Match,Global,NSGA2,greedy_multi,5,1675323764,16.0,0.1875,0.47068927304964536,0.012366030886705464
Mejor Knee Point,Global,NSGA2,greedy_multi,5,1675323764,13.0,0.23076923076923078,0.5030005455537371,0.01659891145213424
Compromise (ASF),Local,NSGA2,random_dense,2,1480520827,104.0,0.028846153846153848,0.39195478723404253,0.002352848070162241
Pseudo-Weights Match,Local,NSGA2,random_dense,2,1480520827,87.0,0.034482758620689655,0.40948275862068967,0.0028747783980757643
Mejor Knee Point,Local,NSGA2,random_dense,2,1480520827,130.0,0.023076923076923078,0.35009547190398255,0.0016811357086498999
Compromise (ASF),Local,NSGA2,random_dense,1,512850780,91.0,0.03296703296703297,0.39315914581872025,0.002701127768518785
Pseudo-Weights Match,Local,NSGA2,random_dense,3,1029106310,74.0,0.04054054054054054,0.44164510254935785,0.005087762686294269
Mejor Knee Point,Local,NSGA2,random_dense,2,1480520827,66.0,0.045454545454545456,0.4340076294863529,0.0042442571105123245
Compromise (ASF),Local,NSGA2,random_dense,5,1826456263,69.0,0.043478260869565216,0.4221399938328708,0.0037534610072971343
Pseudo-Weights Match,Local,NSGA2,random_dense,5,1826456263,69.0,0.043478260869565216,0.4221399938328708,0.0037534610072971343
Mejor Knee Point,Local,NSGA2,random_dense,4,1556623897,161.0,0.018633540372670808,0.3428593454032862,0.0016126030462634573
Compromise (ASF),Local,NSGA2,random_dense,2,1480520827,85.0,0.03529411764705882,0.4036712557363371,0.00278855383302274
Pseudo-Weights Match,Local,NSGA2,random_dense,4,1556623897,94.0,0.031914893617021274,0.40285951410894827,0.002604651421999826
Mejor Knee Point,Local,NSGA2,random_dense,4,1556623897,62.0,0.04838709677419355,0.4481239990848776,0.004499786869228845
Compromise (ASF),Local,NSGA2,random_dense,1,512850780,181.0,0.016574585635359115,0.2991604952783982,0.0011729663132262922
Pseudo-Weights Match,Local,NSGA2,random_dense,1,512850780,65.0,0.046153846153846156,0.43865248226950354,0.004546524453635214
Mejor Knee Point,Local,NSGA2,random_dense,1,512850780,181.0,0.016574585635359115,0.2991604952783982,0.0011729663132262922
Compromise (ASF),Local,NSGA2,random_dense,1,512850780,183.0,0.01639344262295082,0.3068296322133085,0.0012077025811942
Pseudo-Weights Match,Local,NSGA2,random_dense,1,512850780,65.0,0.046153846153846156,0.4368112384069831,0.004455289854813655
Mejor Knee Point,Local,NSGA2,random_dense,1,512850780,152.0,0.019736842105263157,0.31648936170212766,0.001352626991402166
