algorithm,init,crossover,run,seed,f1_compactness,f2_transformed_tolerance,f3_transformed_hamming_avg,f4_balance_var
NSGA2,random_dense,UX,1,512850780,79.0,-0.0379746835443038,-0.45081470509022353,0.004386919623893239
NSGA2,random_dense,UX,1,512850780,68.0,-0.04411764705882353,-0.4433145598664998,0.004614406954075696
NSGA2,random_dense,UX,1,512850780,65.0,-0.046153846153846156,-0.43865248226950354,0.004546524453635214
NSGA2,random_dense,UX,1,512850780,188.0,-0.015957446808510637,-0.3037102006941301,0.0011704935184572293
NSGA2,random_dense,UX,1,512850780,199.0,-0.01507537688442211,-0.3211313660501087,0.0013105203611992599
NSGA2,random_dense,UX,1,512850780,181.0,-0.016574585635359115,-0.2991604952783982,0.0011729663132262922
NSGA2,random_dense,UX,1,512850780,81.0,-0.037037037037037035,-0.41358024691358025,0.0032361331357332874
NSGA2,random_dense,UX,1,512850780,111.0,-0.02702702702702703,-0.3698725321065746,0.0020763634093393843
NSGA2,random_dense,UX,1,512850780,76.0,-0.039473684210526314,-0.42563689809630456,0.00354825990766076
NSGA2,random_dense,UX,1,512850780,82.0,-0.036585365853658534,-0.414882805742951,0.00319730781085441
NSGA2,random_dense,UX,1,512850780,98.0,-0.030612244897959183,-0.3805091185410334,0.0023743620406422397
NSGA2,random_dense,UX,1,512850780,75.0,-0.04,-0.43373522458628844,0.0037829748112379845
NSGA2,random_dense,UX,1,512850780,77.0,-0.03896103896103896,-0.44931841208436957,0.004442234444718376
NSGA2,random_dense,UX,1,512850780,72.0,-0.041666666666666664,-0.42893026004728135,0.0038533309650755324
NSGA2,random_dense,UX,1,512850780,69.0,-0.043478260869565216,-0.44427741802857434,0.004572995231890201
NSGA2,random_dense,UX,1,512850780,74.0,-0.04054054054054054,-0.43741613954379915,0.003990750994715114
NSGA2,random_dense,UX,1,512850780,71.0,-0.04225352112676056,-0.4265682748976126,0.0038082246415867002
NSGA2,random_dense,UX,1,512850780,66.0,-0.045454545454545456,-0.4352971201375456,0.004302887642619149
NSGA2,random_dense,UX,1,512850780,156.0,-0.019230769230769232,-0.34698354246226587,0.0016901784749353943
NSGA2,random_dense,UX,1,512850780,70.0,-0.04285714285714286,-0.44517477203647415,0.004475197418261098
NSGA2,random_dense,UX,1,512850780,67.0,-0.04477611940298507,-0.44232295966973645,0.004606462633724338
NSGA2,random_dense,UX,1,512850780,192.0,-0.015625,-0.31290632387706857,0.0012437208039309657
NSGA2,random_dense,UX,1,512850780,86.0,-0.03488372093023256,-0.4001628731650998,0.0029124496430818466
NSGA2,random_dense,UX,1,512850780,125.0,-0.024,-0.34906382978723405,0.001742754791006488
NSGA2,random_dense,UX,1,512850780,104.0,-0.028846153846153848,-0.37756580741953083,0.0022383341959687944
NSGA2,random_dense,UX,1,512850780,197.0,-0.015228426395939087,-0.3108777045757281,0.0012194985859647265
NSGA2,random_dense,UX,1,512850780,78.0,-0.038461538461538464,-0.42787324968176027,0.003648991558120585
NSGA2,random_dense,UX,1,512850780,66.0,-0.045454545454545456,-0.4413013109821621,0.004517719936607208
NSGA2,random_dense,UX,1,512850780,136.0,-0.022058823529411766,-0.339232634543179,0.0016040581201199702
NSGA2,random_dense,UX,1,512850780,87.0,-0.034482758620689655,-0.42367734572430094,0.003307381639077257
NSGA2,random_dense,UX,1,512850780,109.0,-0.027522935779816515,-0.3834179191879758,0.0023017453702234296
NSGA2,random_dense,UX,1,512850780,72.0,-0.041666666666666664,-0.4461313041765169,0.004532898692581586
NSGA2,random_dense,UX,1,512850780,80.0,-0.0375,-0.4171764184397163,0.003264921890718525
NSGA2,random_dense,UX,1,512850780,71.0,-0.04225352112676056,-0.4346219158925182,0.003997241232626329
NSGA2,random_dense,UX,1,512850780,144.0,-0.020833333333333332,-0.34328826832151305,0.00160105516367671
NSGA2,random_dense,UX,1,512850780,195.0,-0.015384615384615385,-0.31462084015275504,0.001241740426543851
NSGA2,random_dense,UX,1,512850780,134.0,-0.022388059701492536,-0.3499391341166508,0.0017157190470983373
NSGA2,random_dense,UX,1,512850780,88.0,-0.03409090909090909,-0.4117605577047066,0.002986153521088651
NSGA2,random_dense,UX,1,512850780,79.0,-0.0379746835443038,-0.42676631654547087,0.003490996049955013
NSGA2,random_dense,UX,1,512850780,76.0,-0.039473684210526314,-0.4129922545726017,0.003453962907337083
NSGA2,random_dense,UX,1,512850780,106.0,-0.02830188679245283,-0.37221497390606184,0.0021684742864355854
NSGA2,random_dense,UX,1,512850780,67.0,-0.04477611940298507,-0.4404308246004022,0.004427669399019044
NSGA2,random_dense,UX,1,512850780,74.0,-0.04054054054054054,-0.4396444316657083,0.00409956532732063
NSGA2,random_dense,UX,1,512850780,69.0,-0.043478260869565216,-0.44080840785281117,0.004404879315216859
NSGA2,random_dense,UX,1,512850780,123.0,-0.024390243902439025,-0.35766591708470274,0.0018474654181141086
NSGA2,random_dense,UX,1,512850780,183.0,-0.01639344262295082,-0.3068296322133085,0.0012077025811942
NSGA2,random_dense,UX,1,512850780,65.0,-0.046153846153846156,-0.4368112384069831,0.004455289854813655
NSGA2,random_dense,UX,1,512850780,75.0,-0.04,-0.44700945626477545,0.004346927412549107
NSGA2,random_dense,UX,1,512850780,113.0,-0.02654867256637168,-0.35176991150442477,0.0019524166184837059
NSGA2,random_dense,UX,1,512850780,68.0,-0.04411764705882353,-0.4389080100125156,0.004227319913998674
NSGA2,random_dense,UX,1,512850780,193.0,-0.015544041450777202,-0.31907544188439346,0.001285352618679011
NSGA2,random_dense,UX,1,512850780,91.0,-0.03296703296703297,-0.39315914581872025,0.002701127768518785
NSGA2,random_dense,UX,1,512850780,101.0,-0.0297029702970297,-0.3863404957517028,0.0023958618843140074
NSGA2,random_dense,UX,1,512850780,92.0,-0.03260869565217391,-0.3895698427382054,0.0025086721688755056
NSGA2,random_dense,UX,1,512850780,78.0,-0.038461538461538464,-0.4218039643571559,0.0034284904121005856
NSGA2,random_dense,UX,1,512850780,128.0,-0.0234375,-0.34452570921985815,0.001711845637794878
NSGA2,random_dense,UX,1,512850780,160.0,-0.01875,-0.34003767730496454,0.0015629861690731723
NSGA2,random_dense,UX,1,512850780,74.0,-0.04054054054054054,-0.4209555299980832,0.0035969950487724878
NSGA2,random_dense,UX,1,512850780,190.0,-0.015789473684210527,-0.30788073908174696,0.001186518732963907
NSGA2,random_dense,UX,1,512850780,85.0,-0.03529411764705882,-0.3991239048811014,0.002945562428630283
NSGA2,random_dense,UX,1,512850780,92.0,-0.03260869565217391,-0.3969800339192106,0.0027797586945194864
NSGA2,random_dense,UX,1,512850780,117.0,-0.02564102564102564,-0.3596638782808995,0.001884547429236244
NSGA2,random_dense,UX,1,512850780,79.0,-0.0379746835443038,-0.41773274082054046,0.0033519188359571344
NSGA2,random_dense,UX,1,512850780,187.0,-0.016042780748663103,-0.3136875640004551,0.0012550446554522923
NSGA2,random_dense,UX,1,512850780,141.0,-0.02127659574468085,-0.330636034404708,0.0015518685061357198
NSGA2,random_dense,UX,1,512850780,82.0,-0.036585365853658534,-0.4128719079743989,0.003148382147835243
NSGA2,random_dense,UX,1,512850780,131.0,-0.022900763358778626,-0.3545490227924855,0.0017819712663431715
NSGA2,random_dense,UX,1,512850780,84.0,-0.03571428571428571,-0.40346377912867276,0.0029743797047577683
NSGA2,random_dense,UX,1,512850780,77.0,-0.03896103896103896,-0.41434097817076543,0.003475772344861611
NSGA2,random_dense,UX,1,512850780,127.0,-0.023622047244094488,-0.34041157089406376,0.0016994599717784513
NSGA2,random_dense,UX,1,512850780,182.0,-0.016483516483516484,-0.33162847790507366,0.0014583267505721364
NSGA2,random_dense,UX,1,512850780,158.0,-0.0189873417721519,-0.3335689918305054,0.0014840200682202135
NSGA2,random_dense,UX,1,512850780,97.0,-0.030927835051546393,-0.39404657454120057,0.002560844872538416
NSGA2,random_dense,UX,1,512850780,99.0,-0.030303030303030304,-0.3819041478615947,0.00232559117012524
NSGA2,random_dense,UX,1,512850780,115.0,-0.02608695652173913,-0.35647548566142456,0.0018911614370152744
NSGA2,random_dense,UX,1,512850780,83.0,-0.03614457831325301,-0.4025036315474665,0.0030041225331365767
NSGA2,random_dense,UX,1,512850780,138.0,-0.021739130434782608,-0.34264184397163117,0.0016083345807127024
NSGA2,random_dense,UX,1,512850780,99.0,-0.030303030303030304,-0.3851278744895766,0.0024278910081252194
NSGA2,random_dense,UX,1,512850780,112.0,-0.026785714285714284,-0.37566489361702127,0.0021429352142056423
NSGA2,random_dense,UX,1,512850780,105.0,-0.02857142857142857,-0.38817966903073287,0.0024260152898407674
NSGA2,random_dense,UX,1,512850780,135.0,-0.022222222222222223,-0.33911872865773574,0.0015943784844240274
NSGA2,random_dense,UX,1,512850780,116.0,-0.02586206896551724,-0.36232880899975545,0.0019463868037265248
NSGA2,random_dense,UX,1,512850780,106.0,-0.02830188679245283,-0.3747407333065703,0.002176400138742035
NSGA2,random_dense,UX,1,512850780,115.0,-0.02608695652173913,-0.3656028368794326,0.0019762822727173793
NSGA2,random_dense,UX,1,512850780,119.0,-0.025210084033613446,-0.36287919423088383,0.0019335881682224873
NSGA2,random_dense,UX,1,512850780,150.0,-0.02,-0.3328191489361702,0.0015067096096775838
NSGA2,random_dense,UX,1,512850780,173.0,-0.017341040462427744,-0.31765772967654654,0.0013197514895458306
NSGA2,random_dense,UX,1,512850780,148.0,-0.02027027027027027,-0.33439955913360164,0.0015209790104206223
NSGA2,random_dense,UX,1,512850780,70.0,-0.04285714285714286,-0.4404635258358663,0.004390167254090413
NSGA2,random_dense,UX,1,512850780,165.0,-0.01818181818181818,-0.32773479475607137,0.001422133757380753
NSGA2,random_dense,UX,1,512850780,93.0,-0.03225806451612903,-0.3945321436742164,0.002636372332827419
NSGA2,random_dense,UX,1,512850780,95.0,-0.031578947368421054,-0.3957726763717805,0.002607520198783913
NSGA2,random_dense,UX,1,512850780,138.0,-0.021739130434782608,-0.3454620207626683,0.0016838545256901993
NSGA2,random_dense,UX,1,512850780,73.0,-0.0410958904109589,-0.43482220926843484,0.003913407068690344
NSGA2,random_dense,UX,1,512850780,73.0,-0.0410958904109589,-0.43886621976100265,0.004104138497205314
NSGA2,random_dense,UX,1,512850780,175.0,-0.017142857142857144,-0.3051519756838906,0.0012290947207312087
NSGA2,random_dense,UX,1,512850780,89.0,-0.033707865168539325,-0.4040561000876564,0.0028802021567526214
NSGA2,random_dense,UX,1,512850780,166.0,-0.018072289156626505,-0.32842006323165,0.0014403179685568413
NSGA2,random_dense,UX,1,512850780,112.0,-0.026785714285714284,-0.38545624366767983,0.002345218436555772
NSGA2,random_dense,UX,1,512850780,152.0,-0.019736842105263157,-0.31648936170212766,0.001352626991402166
NSGA2,random_dense,UX,1,512850780,176.0,-0.017045454545454544,-0.30122199387491944,0.0012256326962559827
NSGA2,random_dense,UX,1,512850780,110.0,-0.02727272727272727,-0.37898936170212766,0.00219871192011892
NSGA2,random_dense,UX,1,512850780,95.0,-0.031578947368421054,-0.3853863381858903,0.002469295842116553
NSGA2,random_dense,UX,1,512850780,90.0,-0.03333333333333333,-0.40391055949566584,0.002878828004248736
NSGA2,random_dense,UX,1,512850780,86.0,-0.03488372093023256,-0.40368835559953814,0.0029399141316944523
NSGA2,random_dense,UX,1,512850780,110.0,-0.02727272727272727,-0.36478078658929725,0.0020126402404222494
NSGA2,random_dense,UX,1,512850780,101.0,-0.0297029702970297,-0.38878063338248714,0.0024497563481590133
NSGA2,random_dense,UX,1,512850780,84.0,-0.03571428571428571,-0.40572230665315767,0.00300579893375077
NSGA2,random_dense,UX,1,512850780,100.0,-0.03,-0.37999113475177304,0.002276861623535029
NSGA2,random_dense,UX,1,512850780,162.0,-0.018518518518518517,-0.32017227037912616,0.0013595582489915746
NSGA2,random_dense,UX,1,512850780,85.0,-0.03529411764705882,-0.401418439716312,0.0029516801439151107
NSGA2,random_dense,UX,1,512850780,75.0,-0.04,-0.4408037825059102,0.004139937070011005
NSGA2,random_dense,UX,1,512850780,179.0,-0.01675977653631285,-0.3089167558144142,0.0012181063789081354
NSGA2,random_dense,UX,1,512850780,102.0,-0.029411764705882353,-0.3785982478097622,0.002262031753291949
NSGA2,random_dense,UX,1,512850780,129.0,-0.023255813953488372,-0.3556682610368904,0.0018168448325465724
NSGA2,random_dense,UX,1,512850780,88.0,-0.03409090909090909,-0.3943222114764668,0.00275467438737243
NSGA2,random_dense,UX,1,512850780,83.0,-0.03614457831325301,-0.40546227463043666,0.0030791542481875193
NSGA2,random_dense,UX,1,512850780,79.0,-0.0379746835443038,-0.4244209534069486,0.0034252209102338693
NSGA2,random_dense,UX,1,512850780,97.0,-0.030927835051546393,-0.38181801564670614,0.0024176631239379415
NSGA2,random_dense,UX,1,512850780,142.0,-0.02112676056338028,-0.32915043452202575,0.001513800151718038
NSGA2,random_dense,UX,1,512850780,140.0,-0.02142857142857143,-0.34378166160081053,0.0016256469295881889
NSGA2,random_dense,UX,1,512850780,114.0,-0.02631578947368421,-0.3675889635436108,0.002042148414549335
NSGA2,random_dense,UX,1,512850780,94.0,-0.031914893617021274,-0.3953900709219858,0.002640377801108066
NSGA2,random_dense,UX,1,512850780,124.0,-0.024193548387096774,-0.3378517501715855,0.0017688542221640222
NSGA2,random_dense,UX,1,512850780,108.0,-0.027777777777777776,-0.36619221171526134,0.002024271069132765
NSGA2,random_dense,UX,1,512850780,154.0,-0.01948051948051948,-0.310001611863314,0.001337894874009129
NSGA2,random_dense,UX,1,512850780,118.0,-0.025423728813559324,-0.35989151340305325,0.00193303581827172
NSGA2,random_dense,UX,1,512850780,130.0,-0.023076923076923078,-0.3421235679214403,0.001657819973740209
NSGA2,random_dense,UX,1,512850780,96.0,-0.03125,-0.39044954196217496,0.00245157203904354
NSGA2,random_dense,UX,1,512850780,157.0,-0.01910828025477707,-0.33017120657722365,0.0014610085103938298
NSGA2,random_dense,UX,1,512850780,129.0,-0.023255813953488372,-0.3405354884820496,0.001646062928459551
NSGA2,random_dense,UX,1,512850780,164.0,-0.018292682926829267,-0.31129994810586403,0.0012959297551244772
NSGA2,random_dense,UX,1,512850780,147.0,-0.02040816326530612,-0.32717590582332223,0.0014838531857336557
NSGA2,random_dense,UX,1,512850780,168.0,-0.017857142857142856,-0.3181621496116177,0.001342958154118975
NSGA2,random_dense,UX,1,512850780,103.0,-0.02912621359223301,-0.3827635474764167,0.002256346884165325
NSGA2,random_dense,UX,1,512850780,71.0,-0.04225352112676056,-0.4330236739586455,0.003921473014385998
NSGA2,random_dense,UX,1,512850780,107.0,-0.028037383177570093,-0.37623450652879964,0.0021799918155702624
NSGA2,random_dense,UX,1,512850780,153.0,-0.0196078431372549,-0.3344110693922959,0.00151368289986189
NSGA2,random_dense,UX,1,512850780,75.0,-0.04,-0.4307683215130024,0.0036697012502165745
NSGA2,random_dense,UX,1,512850780,185.0,-0.016216216216216217,-0.3030525206057121,0.001170971090075065
NSGA2,random_dense,UX,1,512850780,109.0,-0.027522935779816515,-0.3724298913397098,0.0020961301656098655
NSGA2,random_dense,UX,1,512850780,102.0,-0.029411764705882353,-0.3629884577944653,0.0022280118125375843
NSGA2,random_dense,UX,1,512850780,122.0,-0.02459016393442623,-0.36402017207301474,0.001939166228305257
NSGA2,random_dense,UX,1,512850780,84.0,-0.03571428571428571,-0.4227562478892266,0.0033639006209323433
NSGA2,random_dense,UX,1,512850780,170.0,-0.01764705882352941,-0.32289841468502295,0.0013515675350950643
NSGA2,random_dense,UX,1,512850780,177.0,-0.01694915254237288,-0.31545758704972554,0.0012628687072822648
NSGA2,random_dense,UX,1,512850780,75.0,-0.04,-0.41663120567375883,0.0035593368039837105
NSGA2,random_dense,UX,1,512850780,80.0,-0.0375,-0.4146830673758865,0.0032478106795982994
NSGA2,random_dense,UX,1,512850780,87.0,-0.034482758620689655,-0.42154764816173473,0.0032441016476028053
NSGA2,random_dense,UX,1,512850780,184.0,-0.016304347826086956,-0.30348539161270427,0.0011744200630432883
NSGA2,random_dense,UX,1,512850780,94.0,-0.031914893617021274,-0.39168364267390976,0.0026001528035621293
NSGA2,random_dense,UX,1,512850780,194.0,-0.015463917525773196,-0.3103613731081377,0.001217080258603361
NSGA2,random_dense,UX,1,512850780,73.0,-0.0410958904109589,-0.4360001943068104,0.004062914607442518
NSGA2,random_dense,UX,1,512850780,114.0,-0.02631578947368421,-0.36751119820828665,0.0020338271269571035
NSGA2,random_dense,UX,1,512850780,156.0,-0.019230769230769232,-0.3262979632660484,0.001425567798808896
NSGA2,random_dense,UX,1,512850780,72.0,-0.041666666666666664,-0.4418218085106383,0.004288765496282744
NSGA2,random_dense,UX,1,512850780,171.0,-0.017543859649122806,-0.32298017502384807,0.0013916366285816268
NSGA2,random_dense,UX,1,512850780,118.0,-0.025423728813559324,-0.3513342949873783,0.0018087014822364361
NSGA2,random_dense,UX,1,512850780,161.0,-0.018633540372670808,-0.31813025857891725,0.0013748441461622022
NSGA2,random_dense,UX,1,512850780,186.0,-0.016129032258064516,-0.30729047510104474,0.0011868644216415235
NSGA2,random_dense,UX,1,512850780,139.0,-0.02158273381294964,-0.33657967243226694,0.0015826609306039648
NSGA2,random_dense,UX,1,512850780,180.0,-0.016666666666666666,-0.3054373522458629,0.001187491500353028
NSGA2,random_dense,UX,1,512850780,145.0,-0.020689655172413793,-0.3370200538028858,0.0015321728718096206
