config,GD+
SPEA2-random_dense-UX,0.5529797292513496
SPEA2-random_dense-UX,0.6027395661620661
SPEA2-random_dense-UX,0.5954546092800613
SPEA2-random_dense-UX,0.5781510585442573
SPEA2-random_dense-UX,0.6303744782427564
SPEA2-random_dense-UX,0.5854866973141047
SPEA2-random_dense-UX,0.5733703659497709
SPEA2-random_dense-UX,0.5640325474329478
SPEA2-random_dense-UX,0.5877707768042812
SPEA2-random_dense-UX,0.569301380724941
SPEA2-random_dense-UX,0.5827915972792067
SPEA2-random_dense-UX,0.5703911303460822
SPEA2-random_dense-UX,0.5941910291397065
SPEA2-random_dense-UX,0.5927027489979553
SPEA2-random_dense-UX,0.6216574402729123
SPEA2-random_dense-UX,0.5836221588093362
SPEA2-random_dense-UX,0.5541258230535646
SPEA2-random_dense-UX,0.5582907442769602
SPEA2-random_dense-UX,0.5765557312405101
SPEA2-random_dense-UX,0.5835918909328065
SPEA2-random_dense-UX,0.5554781419505216
SPEA2-random_dense-UX,0.6406127176219004
SPEA2-random_dense-UX,0.5837983809671182
SPEA2-random_dense-UX,0.5646984404492131
SPEA2-random_dense-UX,0.5908001013751448
SPEA2-random_dense-UX,0.6106883512138096
SPEA2-random_dense-UX,0.5577705519451251
SPEA2-random_dense-UX,0.5940579743362013
SPEA2-random_dense-UX,0.6070418003508593
SPEA2-random_dense-UX,0.550184020484857
SPEA2-random_dense-UX,0.5999245657293745
SPEA2-random_dense-HUX,0.6043010574297235
SPEA2-random_dense-HUX,0.5945017028248019
SPEA2-random_dense-HUX,0.6016890967625618
SPEA2-random_dense-HUX,0.5753289830586226
SPEA2-random_dense-HUX,0.565385774787118
SPEA2-random_dense-HUX,0.5792608274342291
SPEA2-random_dense-HUX,0.5716363912323407
SPEA2-random_dense-HUX,0.5699674342526431
SPEA2-random_dense-HUX,0.6008646113559531
SPEA2-random_dense-HUX,0.6125768659809905
SPEA2-random_dense-HUX,0.5984791848193578
SPEA2-random_dense-HUX,0.5877087068206556
SPEA2-random_dense-HUX,0.5544463480445054
SPEA2-random_dense-HUX,0.5263523927206514
SPEA2-random_dense-HUX,0.5456263176105833
SPEA2-random_dense-HUX,0.6033085321311777
SPEA2-random_dense-HUX,0.5657767234955468
SPEA2-random_dense-HUX,0.5903312917540428
SPEA2-random_dense-HUX,0.5987070241406872
SPEA2-random_dense-HUX,0.57249091113284
SPEA2-random_dense-HUX,0.5545294370529252
SPEA2-random_dense-HUX,0.6449527847302183
SPEA2-random_dense-HUX,0.6050427532464849
SPEA2-random_dense-HUX,0.5953900937918309
SPEA2-random_dense-HUX,0.6102456295702322
SPEA2-random_dense-HUX,0.586947028836127
SPEA2-random_dense-HUX,0.6255002454095483
SPEA2-random_dense-HUX,0.5703437509566848
SPEA2-random_dense-HUX,0.5873270053224819
SPEA2-random_dense-HUX,0.5951410256474787
SPEA2-random_dense-HUX,0.5785475683592598
SPEA2-random_dense-1P,0.7320198549354561
SPEA2-random_dense-1P,0.6631913341313738
SPEA2-random_dense-1P,0.7196233635096712
SPEA2-random_dense-1P,0.6905825973601336
SPEA2-random_dense-1P,0.7086760105066442
SPEA2-random_dense-1P,0.6847557329350609
SPEA2-random_dense-1P,0.7192827296372588
SPEA2-random_dense-1P,0.7022598348485112
SPEA2-random_dense-1P,0.7289340574099167
SPEA2-random_dense-1P,0.6899732187698944
SPEA2-random_dense-1P,0.6793514797056591
SPEA2-random_dense-1P,0.6862024728773555
