config,MaxToleranceRate
SPEA2-random_dense-UX,0.2631578947368421
SPEA2-random_dense-UX,0.2696078431372549
SPEA2-random_dense-UX,0.2639593908629442
SPEA2-random_dense-UX,0.27411167512690354
SPEA2-random_dense-UX,0.26521739130434785
SPEA2-random_dense-UX,0.26422764227642276
SPEA2-random_dense-UX,0.26339285714285715
SPEA2-random_dense-UX,0.2708333333333333
SPEA2-random_dense-UX,0.26548672566371684
SPEA2-random_dense-UX,0.2696629213483146
SPEA2-random_dense-UX,0.2651162790697674
SPEA2-random_dense-UX,0.265
SPEA2-random_dense-UX,0.2675438596491228
SPEA2-random_dense-UX,0.27040816326530615
SPEA2-random_dense-UX,0.26339285714285715
SPEA2-random_dense-UX,0.27184466019417475
SPEA2-random_dense-UX,0.2626728110599078
SPEA2-random_dense-UX,0.27232142857142855
SPEA2-random_dense-UX,0.26540284360189575
SPEA2-random_dense-UX,0.2625
SPEA2-random_dense-UX,0.26339285714285715
SPEA2-random_dense-UX,0.2619047619047619
SPEA2-random_dense-UX,0.26492537313432835
SPEA2-random_dense-UX,0.27111111111111114
SPEA2-random_dense-UX,0.2670157068062827
SPEA2-random_dense-UX,0.2625
SPEA2-random_dense-UX,0.263681592039801
SPEA2-random_dense-UX,0.2669683257918552
SPEA2-random_dense-UX,0.26640926640926643
SPEA2-random_dense-UX,0.2621951219512195
SPEA2-random_dense-UX,0.26903553299492383
SPEA2-random_dense-HUX,0.2601626016260163
SPEA2-random_dense-HUX,0.26976744186046514
SPEA2-random_dense-HUX,0.2669902912621359
SPEA2-random_dense-HUX,0.273542600896861
SPEA2-random_dense-HUX,0.2617801047120419
SPEA2-random_dense-HUX,0.2679425837320574
SPEA2-random_dense-HUX,0.26851851851851855
SPEA2-random_dense-HUX,0.26262626262626265
SPEA2-random_dense-HUX,0.2629310344827586
SPEA2-random_dense-HUX,0.2604166666666667
SPEA2-random_dense-HUX,0.2631578947368421
SPEA2-random_dense-HUX,0.2631578947368421
SPEA2-random_dense-HUX,0.2602739726027397
SPEA2-random_dense-HUX,0.2702702702702703
SPEA2-random_dense-HUX,0.2714285714285714
SPEA2-random_dense-HUX,0.2616033755274262
SPEA2-random_dense-HUX,0.266304347826087
SPEA2-random_dense-HUX,0.2619047619047619
SPEA2-random_dense-HUX,0.26146788990825687
SPEA2-random_dense-HUX,0.25888324873096447
SPEA2-random_dense-HUX,0.27058823529411763
SPEA2-random_dense-HUX,0.26556016597510373
SPEA2-random_dense-HUX,0.2617801047120419
SPEA2-random_dense-HUX,0.2653846153846154
SPEA2-random_dense-HUX,0.2688679245283019
SPEA2-random_dense-HUX,0.26605504587155965
SPEA2-random_dense-HUX,0.2556053811659193
SPEA2-random_dense-HUX,0.2606837606837607
SPEA2-random_dense-HUX,0.26851851851851855
SPEA2-random_dense-HUX,0.26582278481012656
SPEA2-random_dense-HUX,0.25806451612903225
SPEA2-random_dense-1P,0.2344632768361582
SPEA2-random_dense-1P,0.24745762711864408
SPEA2-random_dense-1P,0.23142857142857143
SPEA2-random_dense-1P,0.24727272727272728
SPEA2-random_dense-1P,0.24444444444444444
SPEA2-random_dense-1P,0.23636363636363636
SPEA2-random_dense-1P,0.2425249169435216
SPEA2-random_dense-1P,0.24041811846689895
SPEA2-random_dense-1P,0.24203821656050956
SPEA2-random_dense-1P,0.23863636363636365
SPEA2-random_dense-1P,0.24092409240924093
SPEA2-random_dense-1P,0.23529411764705882
SPEA2-random_dense-1P,0.24381625441696114
SPEA2-random_dense-1P,0.24014336917562723
SPEA2-random_dense-1P,0.23824451410658307
SPEA2-random_dense-1P,0.23248407643312102
SPEA2-random_dense-1P,0.23875432525951557
SPEA2-random_dense-1P,0.2441860465116279
SPEA2-random_dense-1P,0.24404761904761904
SPEA2-random_dense-1P,0.238562091503268
SPEA2-random_dense-1P,0.24
SPEA2-random_dense-1P,0.23142857142857143
SPEA2-random_dense-1P,0.24
SPEA2-random_dense-1P,0.24104234527687296
SPEA2-random_dense-1P,0.23508771929824562
SPEA2-random_dense-1P,0.24427480916030533
SPEA2-random_dense-1P,0.24
SPEA2-random_dense-1P,0.24468085106382978
SPEA2-random_dense-1P,0.23460410557184752
SPEA2-random_dense-1P,0.237012987012987
SPEA2-random_dense-1P,0.23897058823529413
SPEA2-random_dense-2P,0.2508591065292096
SPEA2-random_dense-2P,0.23943661971830985
SPEA2-random_dense-2P,0.24912280701754386
SPEA2-random_dense-2P,0.25704225352112675
SPEA2-random_dense-2P,0.24113475177304963
SPEA2-random_dense-2P,0.2529182879377432
SPEA2-random_dense-2P,0.24422442244224424
SPEA2-random_dense-2P,0.25089605734767023
SPEA2-random_dense-2P,0.25
SPEA2-random_dense-2P,0.24251497005988024
SPEA2-random_dense-2P,0.24825174825174826
SPEA2-random_dense-2P,0.2574626865671642
SPEA2-random_dense-2P,0.2518518518518518
SPEA2-random_dense-2P,0.2490842490842491
SPEA2-random_dense-2P,0.2510822510822511
SPEA2-random_dense-2P,0.25475285171102663
SPEA2-random_dense-2P,0.24817518248175183
SPEA2-random_dense-2P,0.25
SPEA2-random_dense-2P,0.24907063197026022
SPEA2-random_dense-2P,0.24914675767918087
SPEA2-random_dense-2P,0.2465753424657534
SPEA2-random_dense-2P,0.2532188841201717
SPEA2-random_dense-2P,0.2508591065292096
SPEA2-random_dense-2P,0.2546816479400749
SPEA2-random_dense-2P,0.24814814814814815
SPEA2-random_dense-2P,0.24521072796934865
SPEA2-random_dense-2P,0.25
SPEA2-random_dense-2P,0.2490272373540856
SPEA2-random_dense-2P,0.2567049808429119
SPEA2-random_dense-2P,0.2563176895306859
SPEA2-random_dense-2P,0.251063829787234
SPEA2-greedy_ting-UX,0.23255813953488372
SPEA2-greedy_ting-UX,0.24271844660194175
SPEA2-greedy_ting-UX,0.23391812865497075
SPEA2-greedy_ting-UX,0.24378109452736318
SPEA2-greedy_ting-UX,0.25
SPEA2-greedy_ting-UX,0.25555555555555554
SPEA2-greedy_ting-UX,0.24305555555555555
SPEA2-greedy_ting-UX,0.23529411764705882
