algorithm,init,crossover,AvgToleranceRate
MOEAD_TCHE,greedy_multi,UX,0.010481282792348966
NSGA3,greedy_multi,UX,0.010192155913561096
NSGA2,greedy_multi,UX,0.007160870934432319
NSGA3,random_dense,UX,0.0026927823745195776
NSGA2,random_dense,UX,0.001573173547826629
MOEAD_TCHE,random_dense,UX,0.0008354623537065623
