algorithm,init,crossover,MinSum
NSGA3,greedy_multi,UX,1.2884099335112715
NSGA2,greedy_multi,UX,1.2955034192463162
MOEAD_TCHE,greedy_multi,UX,1.2955601359118076
NSGA3,random_dense,UX,1.3856586312936077
NSGA2,random_dense,UX,1.4360760306781146
MOEAD_TCHE,random_dense,UX,1.7541205093966208
