algorithm,init,crossover,SumMin
NSGA2,greedy_multi,UX,1.2325771008828363
NSGA3,greedy_multi,UX,1.2448093946941807
MOEAD_TCHE,greedy_multi,UX,1.2607071621162194
NSGA3,random_dense,UX,1.346300414116516
NSGA2,random_dense,UX,1.3707504876384573
MOEAD_TCHE,random_dense,UX,1.7279625833313166
