Compacidad,Tolerancia,Hamming,Balance,init_cross
7.0,0.0,3.381205673758865,1.5816325889039693,greedy_multi+UX
10.0,1.0,5.01063829787234,2.2552059755545386,greedy_multi+UX
16.0,3.0,7.938829787234042,3.9067191979779614,greedy_multi+UX
14.0,1.0,6.699468085106383,2.942481986570104,greedy_multi+UX
57.0,13.0,28.447695035460992,27.635562063025,greedy_multi+UX
40.0,10.0,19.56826241134752,11.195694853126112,greedy_multi+UX
41.0,11.0,20.04432624113475,12.675340148885873,greedy_multi+UX
16.0,0.0,8.15691489361702,7.215625943111538,greedy_multi+UX
13.0,0.0,6.625,5.622672872340425,greedy_multi+UX
44.0,12.0,21.88563829787234,15.411566791157393,greedy_multi+UX
36.0,9.0,17.270390070921987,9.151179989688648,greedy_multi+UX
20.0,0.0,10.190602836879432,9.257110274885562,greedy_multi+UX
17.0,1.0,8.620567375886525,3.856030883758362,greedy_multi+UX
38.0,10.0,19.04698581560284,11.530593751571846,greedy_multi+UX
41.0,11.0,20.53014184397163,14.892708490518592,greedy_multi+UX
28.0,6.0,14.213652482269504,10.90736680121728,greedy_multi+UX
50.0,13.0,24.618794326241133,20.219930461244367,greedy_multi+UX
33.0,8.0,15.670212765957446,8.093368039837062,greedy_multi+UX
36.0,7.0,17.09131205673759,8.843612462904277,greedy_multi+UX
29.0,7.0,14.53014184397163,6.793417710376744,greedy_multi+UX
33.0,8.0,16.664893617021278,11.054370378753552,greedy_multi+UX
20.0,4.0,10.106382978723405,5.130526633469149,greedy_multi+UX
50.0,8.0,25.277482269503547,23.856514228409075,greedy_multi+UX
39.0,4.0,19.75531914893617,14.872755394597847,greedy_multi+UX
30.0,7.0,15.063829787234043,7.914365474573668,greedy_multi+UX
39.0,8.0,18.32712765957447,10.122597423419334,greedy_multi+UX
38.0,7.0,19.298758865248228,19.81943108369798,greedy_multi+UX
29.0,3.0,14.75709219858156,14.1466695588753,greedy_multi+UX
30.0,5.0,14.195921985815604,6.723139398169081,greedy_multi+UX
44.0,10.0,22.26241134751773,20.40631758965845,greedy_multi+UX
40.0,10.0,18.82358156028369,10.508770151149356,greedy_multi+UX
24.0,5.0,11.63209219858156,5.218367253910784,greedy_multi+UX
43.0,7.0,21.631205673758867,15.285976560535165,greedy_multi+UX
25.0,5.0,12.685283687943262,8.355740876967952,greedy_multi+UX
32.0,8.0,16.12677304964539,9.270276111614107,greedy_multi+UX
54.0,12.0,27.18705673758865,26.38433601805748,greedy_multi+UX
31.0,7.0,15.664893617021276,9.476356194356386,greedy_multi+UX
40.0,9.0,18.82358156028369,10.377564477390507,greedy_multi+UX
26.0,1.0,13.23581560283688,13.24580944117498,greedy_multi+UX
35.0,9.0,17.5531914893617,9.899652934963024,greedy_multi+UX
27.0,4.0,13.740248226950357,11.658592846184796,greedy_multi+UX
34.0,5.0,17.279255319148938,16.859073204315656,greedy_multi+UX
48.0,10.0,23.016843971631207,16.075070890548798,greedy_multi+UX
48.0,9.0,24.2854609929078,24.227022659825987,greedy_multi+UX
32.0,6.0,15.574468085106384,7.69835521352046,greedy_multi+UX
35.0,9.0,17.63918439716312,11.258996497912564,greedy_multi+UX
24.0,3.0,11.588652482269504,5.203133645188941,greedy_multi+UX
23.0,0.0,11.711879432624114,10.717518453548632,greedy_multi+UX
21.0,3.0,10.058510638297872,4.436292817262699,greedy_multi+UX
20.0,2.0,10.1781914893617,8.779418005885002,greedy_multi+UX
51.0,11.0,25.01595744680851,20.045844650671494,greedy_multi+UX
38.0,9.0,19.222517730496453,14.44073408656505,greedy_multi+UX
30.0,6.0,14.567375886524824,6.819928575021398,greedy_multi+UX
45.0,7.0,22.80496453900709,22.8520320909411,greedy_multi+UX
43.0,10.0,21.75,18.47650709219858,greedy_multi+UX
30.0,2.0,15.25531914893617,13.275237664101365,greedy_multi+UX
46.0,9.0,22.45035460992908,15.616329661485816,greedy_multi+UX
49.0,12.0,23.134751773049647,16.006664654695445,greedy_multi+UX
42.0,9.0,21.29078014184397,21.00409939137873,greedy_multi+UX
33.0,7.0,16.666666666666668,9.644208037825091,greedy_multi+UX
39.0,7.0,19.07535460992908,10.888825228861732,greedy_multi+UX
34.0,4.0,17.19060283687943,10.556755664956508,greedy_multi+UX
42.0,9.0,19.831560283687946,11.787230898848165,greedy_multi+UX
39.0,8.0,19.77836879432624,19.138822871082905,greedy_multi+UX
36.0,5.0,18.13741134751773,10.78165003646699,greedy_multi+UX
48.0,9.0,24.04609929078014,19.246101805744097,greedy_multi+UX
26.0,2.0,13.21099290780142,9.175340148885834,greedy_multi+UX
35.0,8.0,16.81648936170213,8.843096895276911,greedy_multi+UX
34.0,7.0,17.233156028368793,12.875602805442387,greedy_multi+UX
45.0,7.0,22.747340425531917,18.83066668552893,greedy_multi+UX
31.0,5.0,15.76241134751773,15.528658015190375,greedy_multi+UX
37.0,6.0,18.791666666666668,19.280178782505843,greedy_multi+UX
43.0,8.0,20.53723404255319,12.86740795231634,greedy_multi+UX
32.0,4.0,16.263297872340427,13.830496925456275,greedy_multi+UX
37.0,8.0,17.69503546099291,9.623308686685776,greedy_multi+UX
47.0,8.0,23.71010638297872,20.695217009959222,greedy_multi+UX
46.0,10.0,22.118794326241133,14.680923369045807,greedy_multi+UX
33.0,2.0,16.75,13.767287234042554,greedy_multi+UX
25.0,3.0,12.72517730496454,11.470571777073571,greedy_multi+UX
58.0,14.0,28.80851063829787,28.03779990946128,greedy_multi+UX
50.0,11.0,23.745567375886523,17.48756900432582,greedy_multi+UX
41.0,5.0,20.77659574468085,17.758601177003104,greedy_multi+UX
46.0,11.0,23.02304964539007,16.52074530959202,greedy_multi+UX
46.0,10.0,23.218971631205672,19.10896631834415,greedy_multi+UX
38.0,10.0,19.109929078014183,12.824795030431051,greedy_multi+UX
41.0,9.0,20.718971631205672,16.439640077209337,greedy_multi+UX
32.0,6.0,16.25709219858156,13.270783034052656,greedy_multi+UX
49.0,10.0,24.01241134751773,18.52112255419741,greedy_multi+UX
34.0,6.0,16.12677304964539,8.234815118706306,greedy_multi+UX
40.0,10.0,20.13652482269504,14.62675104370997,greedy_multi+UX
48.0,12.0,23.890070921985817,18.023376590714733,greedy_multi+UX
40.0,9.0,20.17464539007092,13.649463526734069,greedy_multi+UX
36.0,5.0,18.277482269503547,18.556868838338108,greedy_multi+UX
