init,Compacidad,Tolerancia,Hamming,Balance
random_dense,424.0,76.0,170.79255319148936,830.5739870982349
random_dense,436.0,82.0,167.93439716312056,677.8148452039637
random_dense,402.0,56.0,159.0381205673759,628.1093624251796
random_dense,417.0,93.0,166.1959219858156,778.3507989726368
random_dense,426.0,94.0,168.58953900709218,783.1551033335852
random_dense,394.0,62.0,153.75620567375887,546.5035075889033
random_dense,455.0,87.0,178.90070921985816,833.7348221920422
random_dense,432.0,76.0,173.8758865248227,876.1760852069809
random_dense,427.0,86.0,164.6578014184397,650.8864462300708
random_dense,462.0,88.0,181.7287234042553,904.1001678738496
random_dense,425.0,81.0,170.2118794326241,827.8371993046127
random_dense,393.0,66.0,152.90425531914894,534.9518258638902
random_dense,366.0,83.0,142.84751773049646,488.02639454755786
random_dense,330.0,47.0,132.50709219858155,430.5088149489462
random_dense,296.0,51.0,116.51152482269504,310.51405157562505
random_dense,344.0,80.0,133.51329787234042,417.7515962162367
random_dense,433.0,94.0,171.94414893617022,822.7903203749809
random_dense,401.0,78.0,160.49734042553192,724.7694964727634
random_dense,354.0,80.0,140.1950354609929,515.908769679593
random_dense,423.0,73.0,170.0168439716312,804.0591134437396
random_dense,344.0,49.0,139.10992907801418,461.61202907298366
random_dense,344.0,58.0,133.32978723404256,402.51180775614927
random_dense,378.0,82.0,146.93971631205673,504.0105502741315
random_dense,418.0,75.0,167.71099290780143,783.6895245460499
random_dense,414.0,87.0,161.2695035460993,616.4982898244557
random_dense,443.0,82.0,172.05851063829786,736.1951580654896
random_dense,399.0,79.0,158.8785460992908,694.5109581698629
random_dense,392.0,61.0,157.52216312056737,650.1644024131086
random_dense,392.0,73.0,156.77659574468086,655.8685302550165
random_dense,444.0,90.0,175.1462765957447,851.7099861362618
random_dense,381.0,64.0,148.1613475177305,497.1548180423521
random_dense,421.0,87.0,166.895390070922,719.4890567627383
random_dense,345.0,59.0,137.99113475177305,476.2658788541826
random_dense,406.0,89.0,161.66578014184398,705.5257084339314
random_dense,367.0,83.0,144.5505319148936,535.6286521993364
random_dense,420.0,93.0,165.70212765957447,742.8297117851213
random_dense,418.0,78.0,164.02304964539007,661.4994687138476
random_dense,347.0,51.0,136.41755319148936,432.1793727365322
random_dense,429.0,95.0,165.1994680851064,667.056843688698
random_dense,406.0,81.0,163.18971631205673,725.637766586187
random_dense,350.0,82.0,137.77393617021278,483.31680294628086
random_dense,450.0,95.0,176.9804964539007,820.3400451436039
random_dense,433.0,70.0,170.68617021276594,733.6000924249288
random_dense,381.0,55.0,153.52836879432624,618.0967129420051
random_dense,415.0,70.0,162.11436170212767,628.4860348762624
random_dense,362.0,49.0,144.29964539007094,518.1761700870201
random_dense,419.0,77.0,162.00797872340425,627.7543689640868
random_dense,399.0,89.0,156.6418439716312,614.0525753231725
random_dense,398.0,80.0,158.0549645390071,632.1707377647002
random_dense,411.0,67.0,161.02836879432624,640.9637342186004
random_dense,456.0,95.0,179.86347517730496,881.2969638096658
random_dense,308.0,60.0,121.47606382978724,336.2139660668469
random_dense,335.0,66.0,134.80851063829786,483.1406367888941
random_dense,343.0,68.0,134.22695035460993,417.952039635834
random_dense,360.0,78.0,144.3209219858156,562.7480729088077
random_dense,402.0,82.0,156.09485815602838,598.1816047671147
random_dense,345.0,71.0,134.27393617021278,421.65811500301777
random_dense,333.0,73.0,130.26861702127658,411.7071002150292
random_dense,448.0,83.0,178.08244680851064,890.6093372755387
random_dense,354.0,61.0,143.75443262411346,560.0522853163832
random_dense,399.0,59.0,157.2171985815603,594.5884630740401
random_dense,346.0,64.0,138.86170212765958,473.63335596801
random_dense,399.0,75.0,160.7154255319149,692.9092655990648
random_dense,328.0,70.0,130.18882978723406,417.2932440206729
random_dense,288.0,49.0,113.8918439716312,302.84291220260604
random_dense,378.0,70.0,152.01152482269504,646.4706118593144
random_dense,325.0,69.0,127.63209219858156,383.452409807102
random_dense,416.0,80.0,165.33333333333334,708.1371158392451
random_dense,345.0,54.0,137.5700354609929,451.8567971618622
random_dense,358.0,67.0,144.52304964539007,539.237057366329
random_dense,351.0,67.0,141.12677304964538,520.2472264662243
random_dense,438.0,77.0,172.20833333333334,754.172022754142
random_dense,384.0,67.0,150.3005319148936,504.04354581635766
random_dense,436.0,91.0,172.99024822695034,797.004337527036
random_dense,416.0,83.0,160.71099290780143,604.2888153261912
random_dense,301.0,55.0,118.07801418439716,321.944268396962
random_dense,381.0,55.0,152.50975177304966,573.313734690156
random_dense,348.0,59.0,136.83599290780143,438.4137045105877
random_dense,407.0,73.0,164.11879432624113,736.539079397417
random_dense,344.0,44.0,136.0531914893617,443.74539761581394
random_dense,369.0,70.0,147.04432624113474,565.1398791559775
random_dense,399.0,66.0,155.12765957446808,570.7071072883655
random_dense,367.0,66.0,147.14804964539007,578.9860600259037
random_dense,395.0,89.0,152.645390070922,570.8246064081276
random_dense,445.0,84.0,175.52659574468086,807.4957465670742
random_dense,387.0,81.0,149.5434397163121,539.39704916126
random_dense,401.0,69.0,161.14804964539007,697.4080458415069
random_dense,432.0,88.0,171.82269503546098,848.8125345807542
random_dense,434.0,79.0,173.70212765957447,808.9467330617164
random_dense,431.0,76.0,171.9078014184397,796.4666767265209
random_dense,323.0,49.0,126.81737588652484,371.3673576530357
random_dense,424.0,93.0,163.72517730496455,643.9315646848737
random_dense,354.0,59.0,142.19060283687944,514.0620748138923
random_dense,387.0,60.0,151.4459219858156,546.5786358520696
random_dense,425.0,83.0,167.36170212765958,706.4968311453142
random_dense,340.0,63.0,134.4078014184397,418.0429178612755
random_dense,361.0,71.0,139.4565602836879,436.2959853314726
random_dense,353.0,58.0,140.5328014184397,475.67622903148623
random_dense,383.0,68.0,153.63209219858155,604.5197856936278
random_dense,309.0,53.0,122.7127659574468,367.47068809416055
random_dense,414.0,87.0,163.38563829787233,702.1252192734265
random_dense,401.0,63.0,159.52393617021278,638.729923513656
random_dense,409.0,88.0,156.66932624113474,590.5298392623614
random_dense,407.0,77.0,161.92109929078015,685.0744484369508
random_dense,414.0,76.0,164.34574468085106,705.0896804738194
random_dense,435.0,96.0,167.92287234042553,688.1633775652627
random_dense,433.0,86.0,167.06382978723406,682.1590463256379
random_dense,392.0,78.0,157.4618794326241,669.0038659712786
random_dense,430.0,80.0,165.21099290780143,657.5476805744177
random_dense,377.0,83.0,148.7695035460993,538.8546728031785
random_dense,347.0,72.0,137.8918439716312,504.963479578492
random_dense,320.0,53.0,126.9140070921986,386.1637045105879
random_dense,391.0,75.0,154.59663120567376,638.6608751760473
random_dense,362.0,80.0,142.98847517730496,524.9936615047036
random_dense,414.0,66.0,166.49468085106383,758.4467802172927
random_dense,426.0,89.0,169.54166666666666,774.8138667257716
random_dense,441.0,81.0,175.84840425531914,841.2669123472152
random_dense,410.0,72.0,163.22340425531914,687.1025728082092
random_dense,317.0,57.0,126.7331560283688,395.14244677707336
random_dense,351.0,79.0,137.89893617021278,472.7947506413159
random_dense,402.0,78.0,159.8572695035461,653.049663466375
random_dense,364.0,71.0,143.98581560283688,496.12391227805534
random_dense,421.0,74.0,167.89007092198582,727.7716035410675
random_dense,327.0,63.0,130.9636524822695,427.3541753118558
random_dense,398.0,66.0,160.10195035460993,663.8078685365416
random_dense,373.0,79.0,144.24113475177305,497.3035561591463
random_dense,383.0,67.0,150.66666666666666,544.644208037826
random_dense,407.0,67.0,157.97429078014184,586.423984426085
random_dense,411.0,91.0,161.6418439716312,665.2937100749468
random_dense,417.0,71.0,166.2695035460993,722.5337508173627
random_dense,360.0,55.0,143.17198581560282,487.96332868065
random_dense,443.0,84.0,170.39804964539007,702.6562727918606
random_dense,364.0,72.0,147.56294326241135,606.3861090677036
random_dense,395.0,67.0,157.6409574468085,631.1255210691104
random_dense,437.0,87.0,172.67021276595744,793.6926588199779
random_dense,354.0,72.0,138.7136524822695,469.5891043898685
random_dense,390.0,85.0,153.3714539007092,613.0508517868813
random_dense,338.0,66.0,134.9290780141844,443.4134097882399
random_dense,325.0,51.0,130.27393617021278,391.0091788328052
random_dense,421.0,83.0,163.06117021276594,634.3978539497504
random_dense,387.0,81.0,155.79964539007094,649.3144679593538
random_dense,349.0,74.0,136.4654255319149,447.1548329749512
random_dense,399.0,65.0,160.9095744680851,717.9138090387811
random_dense,419.0,85.0,167.43617021276594,755.0118832050698
random_dense,373.0,81.0,150.64804964539007,629.430208962075
random_dense,423.0,87.0,168.02570921985816,799.4346227239573
random_dense,390.0,63.0,156.4840425531915,589.935915572657
random_dense,408.0,70.0,163.69414893617022,729.228263637392
random_dense,306.0,58.0,121.96719858156028,378.2533566910628
random_dense,336.0,74.0,132.56471631205673,450.20503165710977
random_dense,449.0,80.0,177.7287234042553,823.8306643277505
random_dense,389.0,78.0,150.0576241134752,522.240473787787
random_dense,396.0,88.0,157.33599290780143,670.8986335886027
random_dense,443.0,91.0,172.29521276595744,741.8197643164311
random_dense,366.0,74.0,143.13120567375887,473.4827850711735
random_dense,383.0,64.0,152.99822695035462,596.6099259343098
random_dense,428.0,73.0,170.65070921985816,773.0233860218315
random_dense,403.0,62.0,162.07624113475177,692.4906411900815
random_dense,406.0,87.0,159.88918439716312,670.3201667106774
random_dense,335.0,65.0,132.25797872340425,409.8651845669231
random_dense,364.0,63.0,144.29432624113474,490.682875609879
random_dense,382.0,73.0,154.04698581560282,622.599742687743
random_dense,404.0,72.0,159.36879432624113,643.3568985463505
random_dense,363.0,53.0,146.3386524822695,539.5165201700116
random_dense,357.0,68.0,139.45921985815602,447.4557837885424
random_dense,370.0,68.0,144.67464539007094,498.64325785297655
random_dense,426.0,81.0,167.8785460992908,735.1652134890095
random_dense,344.0,67.0,136.1595744680851,469.98162818771686
random_dense,365.0,63.0,147.03989361702128,544.2971673645695
random_dense,381.0,70.0,148.54787234042553,528.6430983099444
random_dense,360.0,67.0,141.27570921985816,476.7582042842412
random_dense,373.0,78.0,148.84574468085106,592.1889712539615
random_dense,317.0,58.0,123.84485815602837,362.6594416465467
random_dense,423.0,78.0,168.8714539007092,779.3247879570945
random_dense,400.0,69.0,156.92287234042553,607.6438740191625
random_dense,395.0,78.0,154.29078014184398,577.2877873346404
random_dense,394.0,73.0,157.44414893617022,617.5518451976765
random_dense,338.0,55.0,132.9840425531915,425.6309510336504
random_dense,377.0,68.0,150.98758865248226,585.6381438307949
random_dense,384.0,78.0,154.4078014184397,637.0571022584397
random_dense,386.0,71.0,153.63741134751774,596.4492032279579
random_dense,400.0,84.0,157.36524822695034,666.2956717468946
random_dense,419.0,78.0,167.46985815602838,734.4742687742067
random_dense,366.0,78.0,145.81648936170214,535.5292671080425
random_dense,373.0,73.0,145.39982269503545,514.5289715997727
random_dense,403.0,75.0,159.17021276595744,631.6270559830984
random_dense,395.0,72.0,154.96897163120568,588.3403492970673
random_dense,336.0,61.0,134.96010638297872,454.6234084993213
random_dense,385.0,81.0,152.90336879432624,607.7220453888143
random_dense,382.0,84.0,152.23138297872342,635.371107307228
random_dense,417.0,82.0,165.74822695035462,759.5359011116115
random_dense,358.0,74.0,141.27925531914894,517.9051724950948
random_dense,381.0,63.0,150.93528368794327,541.7803862670398
random_dense,369.0,58.0,145.36081560283688,520.462897207132
random_dense,423.0,67.0,165.1959219858156,645.7603734407212
random_dense,447.0,86.0,177.39804964539007,848.9488259833512
random_dense,324.0,46.0,127.16932624113475,391.24881089356654
random_dense,335.0,59.0,132.2863475177305,414.6369767302951
random_dense,355.0,71.0,140.83599290780143,511.9172506098797
random_dense,430.0,86.0,168.68173758865248,735.9492409524173
random_dense,424.0,95.0,166.19858156028369,720.61659373271
random_dense,445.0,88.0,175.20301418439718,821.9029341771037
random_dense,432.0,90.0,169.18971631205673,736.8292559478912
random_dense,382.0,77.0,152.29432624113474,586.6084075247721
random_dense,420.0,72.0,164.57978723404256,675.7134921533113
random_dense,442.0,80.0,175.20478723404256,793.9163955221059
random_dense,383.0,63.0,154.83510638297872,662.0933774709531
random_dense,304.0,48.0,121.0540780141844,337.28874223504874
random_dense,407.0,78.0,158.64716312056737,591.808130249987
random_dense,318.0,61.0,126.42464539007092,381.4109883494279
random_dense,410.0,81.0,161.20833333333334,661.4220227541385
random_dense,438.0,94.0,170.9450354609929,757.014709395907
random_dense,375.0,59.0,148.14007092198582,534.7356992857506
random_dense,386.0,84.0,152.01329787234042,563.5698586275852
random_dense,456.0,91.0,180.18705673758865,864.8719246705394
random_dense,432.0,92.0,169.06028368794327,690.2020396358328
random_dense,354.0,71.0,142.35992907801418,548.8527205623465
random_dense,382.0,75.0,148.1090425531915,504.0900600762034
random_dense,383.0,74.0,149.86613475177305,547.1833212300692
random_dense,409.0,91.0,158.9113475177305,633.8254740707205
random_dense,268.0,41.0,108.5186170212766,304.4180931228313
random_dense,376.0,79.0,153.24556737588654,753.2384555291496
random_dense,436.0,77.0,175.93971631205673,977.3084226145568
random_dense,426.0,73.0,167.88386524822695,736.0423637832604
random_dense,337.0,74.0,136.7535460992908,532.5952888436203
random_dense,348.0,47.0,142.7127659574468,622.4742341934509
random_dense,455.0,79.0,172.9290780141844,735.4382324832757
random_dense,465.0,89.0,181.16755319148936,857.706855006037
random_dense,295.0,40.0,121.0372340425532,408.1120888033806
random_dense,465.0,100.0,179.15691489361703,831.2138528934663
random_dense,381.0,65.0,157.12322695035462,802.8154888775704
random_dense,305.0,40.0,125.7517730496454,461.7965394094864
random_dense,289.0,54.0,115.31205673758863,340.50545747195787
random_dense,450.0,86.0,176.80939716312056,813.3723585018357
random_dense,467.0,98.0,183.04875886524823,984.0765232822793
random_dense,361.0,60.0,138.5540780141844,439.3055862066803
random_dense,368.0,81.0,148.8572695035461,614.9237769415532
random_dense,324.0,58.0,124.86347517730496,366.0664673557674
random_dense,407.0,74.0,166.1409574468085,875.9189607854229
random_dense,456.0,89.0,174.95124113475177,754.0765232822803
random_dense,361.0,74.0,138.5,436.1117021276596
random_dense,395.0,63.0,151.6462765957447,540.129312377395
random_dense,389.0,77.0,158.41400709219857,794.1007612481768
random_dense,383.0,74.0,157.01241134751774,797.3863707811497
random_dense,378.0,81.0,145.29432624113474,496.8920954680351
random_dense,368.0,80.0,142.37056737588654,482.3378571248928
random_dense,409.0,91.0,158.5540780141844,604.9013308875299
random_dense,380.0,56.0,155.479609929078,743.522633890398
random_dense,385.0,61.0,146.3244680851064,487.2635147879896
random_dense,371.0,54.0,152.16400709219857,711.9119314609428
random_dense,455.0,91.0,181.01063829787236,977.9821563301662
random_dense,295.0,53.0,118.85904255319149,363.41364163648734
random_dense,390.0,85.0,152.0718085106383,567.703176871133
random_dense,407.0,65.0,166.4299645390071,870.1936765944861
random_dense,346.0,53.0,137.94769503546098,481.7977961055779
random_dense,440.0,84.0,178.47695035460993,964.7654261606558
random_dense,352.0,56.0,134.11524822695034,415.972533449022
random_dense,432.0,86.0,166.91932624113474,691.5156548651972
random_dense,390.0,66.0,158.74113475177305,828.3975277903529
random_dense,432.0,96.0,171.2171985815603,803.8437822229758
random_dense,403.0,88.0,155.45212765957447,597.5296231326398
random_dense,325.0,54.0,132.0035460992908,480.26239877269694
random_dense,438.0,81.0,176.2171985815603,916.3526474712032
random_dense,362.0,52.0,148.79875886524823,709.3185445588754
random_dense,416.0,90.0,162.645390070922,655.9487198833044
random_dense,392.0,72.0,159.51861702127658,784.5049725554563
random_dense,400.0,78.0,162.7863475177305,810.6077214111457
random_dense,405.0,76.0,165.61170212765958,829.7002885921227
random_dense,416.0,68.0,169.5576241134752,885.5693744970068
random_dense,376.0,76.0,153.60017730496455,704.3782623799111
random_dense,354.0,75.0,140.34663120567376,529.878960282431
random_dense,421.0,93.0,168.83510638297872,786.1182001659879
random_dense,312.0,63.0,124.24468085106383,376.8479326995625
random_dense,367.0,67.0,150.65425531914894,705.7386166440305
random_dense,351.0,50.0,144.63031914893617,653.2011020258025
random_dense,354.0,55.0,144.03014184397162,598.1905808309439
random_dense,396.0,61.0,160.30141843971631,759.203473165334
random_dense,424.0,65.0,159.66489361702128,595.5472781801727
random_dense,384.0,81.0,150.45035460992906,591.5134927820548
random_dense,369.0,72.0,150.7322695035461,689.1481785372969
random_dense,469.0,94.0,182.415780141844,893.1914885757767
random_dense,411.0,87.0,163.99822695035462,766.5815571399846
random_dense,378.0,67.0,153.61436170212767,697.4851483514415
random_dense,467.0,95.0,183.31471631205676,960.7493578982449
random_dense,403.0,74.0,163.32712765957447,787.8584130262567
random_dense,438.0,80.0,172.09840425531914,768.216380432322
random_dense,461.0,94.0,178.9468085106383,833.7418515165252
random_dense,474.0,97.0,186.21099290780143,958.4554819928568
random_dense,413.0,71.0,167.5177304964539,869.1539409486452
random_dense,447.0,81.0,175.62943262411346,825.8733181178015
random_dense,369.0,59.0,149.03191489361703,632.2649388863754
random_dense,390.0,66.0,150.00443262411346,528.857249855389
random_dense,365.0,61.0,147.41578014184398,595.3209211998894
random_dense,349.0,77.0,137.52482269503545,494.8734973089879
random_dense,412.0,71.0,155.33953900709218,553.7437558158538
random_dense,336.0,70.0,136.18794326241135,525.6774432875596
random_dense,341.0,56.0,135.1418439716312,458.9656958905478
random_dense,336.0,55.0,135.38741134751774,498.0529266322124
random_dense,463.0,85.0,178.67109929078015,801.4920016284394
random_dense,395.0,80.0,156.60017730496455,685.8729432309748
random_dense,361.0,78.0,146.77570921985816,604.3229205962983
random_dense,312.0,45.0,126.80141843971631,439.492480257532
random_dense,406.0,84.0,158.6950354609929,625.9779186157645
random_dense,373.0,74.0,142.0700354609929,473.1608751760477
