Compacidad,Tolerancia,Hamming,Balance,init_cross
99.0,15.0,35.71719858156028,36.7134630740406,greedy_ting+2P
124.0,10.0,51.3741134751773,157.92386889492488,greedy_ting+2P
332.0,68.0,129.11524822695034,569.3874270660427,greedy_ting+2P
188.0,36.0,71.52836879432624,133.14281223278516,greedy_ting+2P
226.0,29.0,90.63209219858156,316.911629665258,greedy_ting+2P
47.0,0.0,21.430851063829788,28.743445374981004,greedy_ting+2P
313.0,70.0,110.94326241134752,238.93295105879977,greedy_ting+2P
232.0,52.0,84.88209219858156,146.43024668653487,greedy_ting+2P
344.0,56.0,121.46542553191487,296.2700812019012,greedy_ting+2P
438.0,88.0,154.4326241134752,549.880212262965,greedy_ting+2P
265.0,35.0,96.01595744680851,183.87563188471455,greedy_ting+2P
31.0,5.0,13.791666666666666,11.771313534279026,greedy_ting+2P
147.0,23.0,62.361702127659576,264.30534178361233,greedy_ting+2P
375.0,85.0,139.69858156028369,506.4233313213619,greedy_ting+2P
380.0,83.0,133.25177304964538,368.1316457924649,greedy_ting+2P
398.0,75.0,148.95833333333334,603.8679447399535,greedy_ting+2P
268.0,55.0,101.47872340425532,271.9374905688849,greedy_ting+2P
122.0,24.0,49.348404255319146,111.40432369473363,greedy_ting+2P
419.0,85.0,156.1445035460993,668.4675939024696,greedy_ting+2P
212.0,48.0,82.36613475177305,222.13810846411133,greedy_ting+2P
357.0,72.0,131.3909574468085,407.43669128187656,greedy_ting+2P
164.0,16.0,58.74202127659574,81.99816329032775,greedy_ting+2P
283.0,66.0,109.94503546099293,351.15300726824546,greedy_ting+2P
239.0,48.0,97.5150709219858,409.2462267680195,greedy_ting+2P
320.0,49.0,122.6267730496454,501.772935686082,greedy_ting+2P
45.0,3.0,21.8209219858156,122.53885305065096,greedy_ting+2P
302.0,33.0,115.6640070921986,362.91104493611954,greedy_ting+2P
