Compacidad,Tolerancia,Hamming,Balance,init_cross
30.0,7.0,15.154255319148936,8.607410970273122,greedy_multi+1P
7.0,0.0,3.381205673758865,1.5816325889039693,greedy_multi+1P
28.0,6.0,14.13563829787234,6.842417854987167,greedy_multi+1P
36.0,8.0,17.4645390070922,9.713281525074198,greedy_multi+1P
33.0,5.0,16.720744680851062,11.242051927719912,greedy_multi+1P
37.0,9.0,18.233156028368796,11.795815571399794,greedy_multi+1P
15.0,0.0,7.63741134751773,5.020125213771934,greedy_multi+1P
25.0,3.0,12.698581560283689,8.026168200794718,greedy_multi+1P
21.0,1.0,10.689716312056738,6.907270132287142,greedy_multi+1P
9.0,0.0,4.578900709219858,2.0008668766661506,greedy_multi+1P
21.0,4.0,10.55673758865248,4.50564609426083,greedy_multi+1P
28.0,5.0,14.205673758865249,9.585357879382276,greedy_multi+1P
43.0,10.0,21.013297872340427,15.011347989286444,greedy_multi+1P
43.0,9.0,20.44060283687943,13.326259211055785,greedy_multi+1P
25.0,4.0,12.42109929078014,5.399803046878998,greedy_multi+1P
22.0,1.0,11.176418439716311,5.788911995121002,greedy_multi+1P
13.0,1.0,5.74113475177305,2.546463960565356,greedy_multi+1P
41.0,8.0,20.19148936170213,13.5377999094613,greedy_multi+1P
23.0,5.0,11.65868794326241,5.900350051556801,greedy_multi+1P
34.0,7.0,17.210106382978722,12.325536158895488,greedy_multi+1P
29.0,3.0,14.71808510638298,10.076552361551188,greedy_multi+1P
32.0,6.0,15.782801418439716,7.934207754891602,greedy_multi+1P
33.0,8.0,16.108156028368793,8.140784543031028,greedy_multi+1P
