init,Compacidad,Tolerancia,Hamming,Balance
random_dense,423.0,95.0,164.17730496453902,637.4153714601882
random_dense,377.0,83.0,148.69148936170214,474.94737437754696
random_dense,432.0,94.0,175.00177304964538,813.0886493385655
random_dense,400.0,92.0,165.11968085106383,749.0574850045278
random_dense,398.0,92.0,148.7331560283688,473.1459928763638
random_dense,331.0,69.0,129.62943262411346,342.1853748553899
random_dense,350.0,81.0,147.77570921985816,596.0587361991339
random_dense,358.0,74.0,138.81382978723406,398.38378036819097
random_dense,392.0,84.0,160.58333333333334,674.5958924349907
random_dense,295.0,58.0,123.13563829787236,342.07823345782407
random_dense,249.0,49.0,102.03457446808513,217.04401737211404
random_dense,260.0,60.0,109.71808510638296,291.2786800211255
random_dense,412.0,88.0,158.17464539007094,527.5643571437536
random_dense,303.0,70.0,129.19858156028369,436.91801217242624
random_dense,286.0,55.0,111.9308510638298,251.3746510487397
random_dense,337.0,69.0,141.42375886524823,488.2175915446902
random_dense,449.0,105.0,180.9636524822695,894.8754519076009
random_dense,422.0,101.0,169.90691489361703,739.4975408367296
random_dense,378.0,91.0,154.8785460992908,627.943582283336
random_dense,286.0,72.0,119.3191489361702,347.66055530406
random_dense,458.0,104.0,178.7340425531915,784.2448694733662
random_dense,245.0,61.0,99.9086879432624,204.41985359765627
random_dense,333.0,82.0,135.91666666666666,453.8263888888863
random_dense,357.0,81.0,133.4299645390071,347.34793191363525
random_dense,343.0,75.0,144.5328014184397,634.2897042087923
random_dense,244.0,44.0,97.72783687943264,202.4144024131079
random_dense,272.0,54.0,105.62588652482268,227.0976277601724
random_dense,393.0,92.0,163.11613475177305,764.3030020811325
random_dense,360.0,87.0,139.2154255319149,417.8445492870079
random_dense,366.0,67.0,141.00797872340425,414.7596881130222
random_dense,326.0,66.0,126.13297872340424,332.10997623359
random_dense,289.0,52.0,119.56648936170212,326.6090543420862
random_dense,378.0,79.0,157.08421985815602,666.8377651715202
random_dense,278.0,68.0,115.27304964539007,343.1346637493085
random_dense,292.0,66.0,125.24024822695036,460.6913942646243
random_dense,321.0,78.0,132.0718085106383,455.6606236796445
random_dense,345.0,82.0,132.05673758865248,351.5074191439057
random_dense,240.0,55.0,94.2109929078014,183.8029997233539
random_dense,265.0,65.0,104.27659574468083,222.104345857854
random_dense,411.0,91.0,162.26063829787233,641.9072449826468
random_dense,462.0,103.0,179.26507092198582,836.2178579736948
random_dense,391.0,91.0,147.67287234042553,471.6864272106532
random_dense,248.0,55.0,106.36436170212764,292.5152901954135
random_dense,365.0,88.0,150.39982269503545,631.718687911827
