0,1,2,3,4,5,6,7,8,9,10,11,12
0.3622641509433962,0.29411764705882354,0.21052631578947367,0.1,0.1,0.08333333333333333,0.28125,0.14285714285714285,0.4482758620689655,0.1,0.18333333333333332,0.3953488372093023,0.33962264150943394
0.2679245283018868,0.22058823529411764,0.15789473684210525,0.1,0.0,0.5,0.28125,0.23076923076923078,0.41379310344827586,0.0,0.21666666666666667,0.3488372093023256,0.3018867924528302
0.33962264150943394,0.20588235294117646,0.08771929824561403,0.1,0.0,0.4166666666666667,0.265625,0.0989010989010989,0.06896551724137931,0.3,0.26666666666666666,0.3953488372093023,0.4339622641509434
0.2037735849056604,0.2647058823529412,0.19298245614035087,0.1,0.0,0.5,0.25,0.12087912087912088,0.27586206896551724,0.1,0.3,0.37209302325581395,0.33962264150943394
0.20754716981132076,0.3382352941176471,0.10526315789473684,0.0,0.2,0.5833333333333334,0.28125,0.27472527472527475,0.10344827586206896,0.0,0.2,0.3488372093023256,0.4528301886792453
0.3320754716981132,0.35294117647058826,0.2982456140350877,0.3,0.1,0.08333333333333333,0.1875,0.17582417582417584,0.3103448275862069,0.1,0.23333333333333334,0.4186046511627907,0.33962264150943394
0.3132075471698113,0.27941176470588236,0.21052631578947367,0.1,0.0,0.4166666666666667,0.1875,0.27472527472527475,0.27586206896551724,0.1,0.21666666666666667,0.3953488372093023,0.41509433962264153
0.23018867924528302,0.17647058823529413,0.2631578947368421,0.1,0.0,0.4166666666666667,0.265625,0.6373626373626373,0.27586206896551724,0.2,0.21666666666666667,0.09302325581395349,0.3584905660377358
0.3433962264150943,0.3382352941176471,0.14035087719298245,0.5,0.2,0.08333333333333333,0.265625,0.21978021978021978,0.06896551724137931,0.0,0.3333333333333333,0.3953488372093023,0.4528301886792453
0.2679245283018868,0.36764705882352944,0.14035087719298245,0.1,0.2,0.3333333333333333,0.265625,0.27472527472527475,0.5517241379310345,0.1,0.15,0.09302325581395349,0.49056603773584906
0.25660377358490566,0.3088235294117647,0.14035087719298245,0.5,0.2,0.08333333333333333,0.359375,0.14285714285714285,0.5172413793103449,0.2,0.31666666666666665,0.11627906976744186,0.33962264150943394
0.2830188679245283,0.36764705882352944,0.2982456140350877,0.1,0.2,0.08333333333333333,0.265625,0.12087912087912088,0.41379310344827586,0.1,0.48333333333333334,0.09302325581395349,0.5849056603773585
0.2490566037735849,0.3235294117647059,0.17543859649122806,0.1,0.0,0.4166666666666667,0.265625,0.12087912087912088,0.5172413793103449,0.3,0.18333333333333332,0.3953488372093023,0.32075471698113206
0.27169811320754716,0.38235294117647056,0.42105263157894735,0.1,0.2,0.08333333333333333,0.265625,0.12087912087912088,0.27586206896551724,0.2,0.11666666666666667,0.4418604651162791,0.5471698113207547
0.3660377358490566,0.3382352941176471,0.19298245614035087,0.1,0.0,0.5,0.265625,0.32967032967032966,0.27586206896551724,0.2,0.18333333333333332,0.37209302325581395,0.3584905660377358
0.2679245283018868,0.35294117647058826,0.3333333333333333,0.1,0.2,0.25,0.265625,0.12087912087912088,0.5172413793103449,0.2,0.35,0.18604651162790697,0.3584905660377358
