algorithm,init,crossover,Hypervolume
NSGA2,greedy_multi,UX,0.22754165363003276
NSGA3,greedy_multi,UX,0.22628533243759627
MOEAD_TCHE,greedy_multi,UX,0.22574050530814388
NSGA3,random_dense,UX,0.10376522016705887
NSGA2,random_dense,UX,0.09011405978620897
MOEAD_TCHE,random_dense,UX,0.051329044187826633
