algorithm,init,crossover,AvgToleranceRate
NSGA3,greedy_multi,UX,0.010603549633107119
MOEAD_TCHE,greedy_multi,UX,0.009117830384802425
NSGA2,greedy_multi,UX,0.007515822647913252
NSGA3,random_dense,UX,0.0007610263290803094
NSGA2,random_dense,UX,0.0003069441156427855
MOEAD_TCHE,random_dense,UX,6.334496041510128e-05
