algorithm,init,crossover,MinSum
NSGA3,greedy_multi,UX,1.3551238997924397
MOEAD_TCHE,greedy_multi,UX,1.3572913951687506
NSGA2,greedy_multi,UX,1.3583194961115892
NSGA3,random_dense,UX,1.5772860773395379
NSGA2,random_dense,UX,1.6160756631818554
MOEAD_TCHE,random_dense,UX,1.890947111154497
