Compacidad,Tolerancia,Hamming,Balance
499.0,99.0,183.88829787234042,978.3421325637546
230.0,41.0,85.10992907801419,184.51273829284253
232.0,41.0,85.55673758865248,182.6474900658921
500.0,99.0,183.84485815602838,977.2941934195954
486.0,100.0,180.1409574468085,962.4437834804586
233.0,42.0,86.56117021276596,181.9466128149993
497.0,100.0,183.00443262411346,975.0008668766664
311.0,65.0,119.32446808510639,380.85216727025835
487.0,98.0,180.30673758865248,952.299529072984
237.0,44.0,88.11347517730496,184.5686836678236
298.0,64.0,115.15691489361703,345.98690253885644
438.0,91.0,167.23936170212767,797.7689471103059
322.0,70.0,127.64627659574468,488.0796669873243
379.0,82.0,141.74290780141843,504.00482558724394
370.0,83.0,141.77216312056737,535.113870498215
350.0,79.0,135.43794326241135,472.85430498968924
452.0,86.0,169.84308510638297,756.1269734608411
325.0,67.0,123.66400709219859,397.740832170162
426.0,92.0,161.6418439716312,751.910731351543
360.0,78.0,134.56117021276594,445.59909508450306
415.0,87.0,159.1054964539007,680.95784212942
435.0,93.0,166.46099290780143,744.4293295105879
422.0,81.0,161.0886524822695,786.910580453701
239.0,45.0,90.177304964539,195.55721543181915
386.0,74.0,149.34929078014184,678.8709037523269
255.0,53.0,97.49379432624113,233.42726645415317
295.0,65.0,112.45212765957447,302.4622472461145
242.0,47.0,89.52570921985816,205.59331066721992
328.0,69.0,126.67198581560284,414.1619102409333
281.0,63.0,108.72695035460993,291.4750892812232
459.0,94.0,174.06737588652481,834.655034958
241.0,47.0,89.02304964539007,204.8363481464717
430.0,80.0,162.3590425531915,701.5155919910973
361.0,81.0,138.3581560283688,480.18732709622316
337.0,70.0,130.25177304964538,517.3408656506194
262.0,56.0,100.84042553191489,249.4745359891355
353.0,76.0,138.1578014184397,558.8616235350347
462.0,94.0,173.33953900709218,810.6551033335835
279.0,60.0,108.7482269503546,303.8160429555861
470.0,96.0,175.81737588652481,849.4701945324705
425.0,89.0,162.84574468085106,710.3981911121164
429.0,89.0,164.64893617021278,735.3377470952172
400.0,86.0,150.20744680851064,575.4463275237667
240.0,46.0,90.50354609929079,193.24289522659862
365.0,78.0,136.2668439716312,461.5059219543783
484.0,99.0,178.27925531914894,887.552335615663
391.0,83.0,151.87234042553192,647.207107288365
413.0,84.0,157.96808510638297,664.7578466877915
270.0,58.0,102.28900709219859,244.59377986519797
341.0,69.0,131.54521276595744,469.59724658593643
277.0,60.0,107.74911347517731,295.8546091431515
480.0,98.0,179.00177304964538,910.8475145867909
390.0,85.0,151.44148936170214,644.503668703788
