Compacidad_pw,Tolerancia_pw,Hamming_pw,Balance_pw,Compacidad_ref,Tolerancia_ref,Hamming_ref,Balance_ref
0.22250403735411634,0.24252380413581617,0.2658963099896698,0.26907584852039773,0.25,0.25,0.25,0.25
