algorithm,init,crossover,IGD+
NSGA2,greedy_multi,HUX,0.0009810868219618403
NSGA2,greedy_multi,1P,0.0013081157626157872
NSGA2,greedy_multi,2P,0.0013081157626157872
AGEMOEA2,greedy_multi,HUX,0.002289202584577532
NSGA2,greedy_multi,UX,0.002289202584577532
AGEMOEA2,greedy_multi,UX,0.0037834836059953856
AGEMOEA2,greedy_multi,1P,0.004437541487303279
RVEA,greedy_multi,2P,0.005450482344232193
SPEA2,greedy_multi,HUX,0.005450482344232193
SMSEMOA,greedy_multi,1P,0.005559491991116809
NSGA3,greedy_multi,HUX,0.005810480526151116
AGEMOEA2,greedy_multi,2P,0.00607940996156463
NSGA3,greedy_multi,1P,0.006104540225540086
NSGA3,greedy_multi,UX,0.0065526114856451255
SMSEMOA,greedy_multi,UX,0.006720274615543876
SPEA2,greedy_multi,1P,0.006802955461680711
RVEA,greedy_multi,HUX,0.007957704222579054
SMSEMOA,greedy_multi,2P,0.008540367681826973
SPEA2,greedy_multi,2P,0.00857990806891959
NSGA3,greedy_multi,2P,0.00857990806891959
SPEA2,greedy_multi,UX,0.009139443481652394
RVEA,greedy_multi,UX,0.00970185857273331
RVEA,greedy_multi,1P,0.0103559164540413
SMSEMOA,greedy_multi,HUX,0.011412681755456643
MOEAD_TCHE,greedy_multi,UX,0.015560111301752926
MOEAD_TCHE,greedy_multi,HUX,0.0156859389616313
MOEAD_TCHE,greedy_multi,2P,0.017002330159373934
MOEAD_TCHE,greedy_multi,1P,0.020985693649969692
NSGA3,random_dense,HUX,0.48955395953409503
NSGA3,random_dense,UX,0.5091530340925277
SPEA2,random_dense,HUX,0.520914197047273
SPEA2,random_dense,UX,0.5264171524671605
NSGA2,random_dense,UX,0.5432491737383559
NSGA2,random_dense,HUX,0.5686674578354902
AGEMOEA2,random_dense,UX,0.6162786781749675
SMSEMOA,random_dense,UX,0.6257741187459281
SMSEMOA,random_dense,HUX,0.6336535106700424
AGEMOEA2,random_dense,HUX,0.6500836825897451
SPEA2,random_dense,2P,0.8927661393117857
NSGA2,random_dense,2P,0.9167753826488946
NSGA3,random_dense,2P,0.9189906384823965
AGEMOEA2,random_dense,2P,0.9377027645921115
SMSEMOA,random_dense,2P,0.9494461573822462
NSGA3,random_dense,1P,0.9587710198992448
SPEA2,random_dense,1P,0.9874313386818109
AGEMOEA2,random_dense,1P,0.9987150084475047
SMSEMOA,random_dense,1P,1.0138571199499915
NSGA2,random_dense,1P,1.0164417961395213
RVEA,random_dense,UX,1.0190909339104404
RVEA,random_dense,HUX,1.0205535843847546
MOEAD_TCHE,random_dense,HUX,1.0258380188764833
MOEAD_TCHE,random_dense,UX,1.0258709111366437
RVEA,random_dense,1P,1.0702125965939886
RVEA,random_dense,2P,1.0787678087818855
MOEAD_TCHE,random_dense,2P,1.1309826854994092
MOEAD_TCHE,random_dense,1P,1.1497476172199685
