algorithm,init,crossover,IGD+
NSGA2,greedy_multi,UX,0.0002933865113804252
NSGA3,greedy_multi,UX,0.0019174197904652409
MOEAD_TCHE,greedy_multi,UX,0.013441952374288921
NSGA2,random_dense,UX,0.30490465009215917
NSGA3,random_dense,UX,0.42990190004923406
MOEAD_TCHE,random_dense,UX,0.5023285518019065
