Compacidad,Tolerancia,Disimilitud,Balance
68.0,17.0,33.770390070921984,39.10242112444044
7.0,1.0,3.381205673758865,1.5816325889039693
15.0,1.0,7.61613475177305,4.443959527941241
62.0,14.0,31.106382978723403,34.520597555454934
64.0,16.0,31.98049645390071,35.27976145566128
22.0,4.0,11.064716312056738,4.947052933705536
43.0,12.0,21.472517730496453,15.103854653940944
31.0,6.0,15.72163120567376,11.135276771792178
18.0,3.0,9.10195035460993,4.0046770471807855
51.0,14.0,25.65691489361702,22.023250056586647
65.0,17.0,32.34929078014184,35.17941439062413
26.0,6.0,13.191489361702128,7.665459483929384
34.0,8.0,17.1604609929078,10.769465035712493
35.0,7.0,17.71276595744681,12.555794477138933
44.0,11.0,22.095744680851062,15.8489889844575
54.0,13.0,26.949468085106382,23.41322666742104
17.0,3.0,8.602836879432624,3.9911976258739217
19.0,2.0,9.656028368794326,5.236293446003707
51.0,12.0,25.449468085106382,21.476169929832572
53.0,13.0,26.69148936170213,25.323260902369142
45.0,9.0,22.46099290780142,16.6385493687441
59.0,15.0,29.58244680851064,29.633273445752227
28.0,5.0,14.172872340425531,8.2883775652633
39.0,8.0,19.747340425531913,16.779248245812642
42.0,9.0,21.13563829787234,15.698800833710598
35.0,7.0,17.64450354609929,11.993303122327902
25.0,5.0,12.687056737588652,7.339123252100001
60.0,16.0,29.89982269503546,28.684113443740323
23.0,4.0,11.61790780141844,5.764466544690906
20.0,2.0,10.131205673758865,5.8267567023791464
59.0,15.0,29.447695035460992,28.65861170841509
46.0,11.0,23.147163120567377,18.056357200342045
45.0,10.0,22.57535460992908,16.73545643453548
39.0,10.0,19.63386524822695,13.51399498893411
55.0,14.0,27.64450354609929,25.80890595920728
58.0,14.0,29.19237588652482,30.385863858709275
62.0,16.0,30.914893617021278,30.98921080428543
43.0,10.0,21.69503546099291,17.190684573210632
14.0,3.0,7.086879432624113,3.2442250138323065
42.0,11.0,20.92464539007092,14.576768491273082
11.0,1.0,5.25886524822695,2.33015190382777
65.0,17.0,32.25797872340426,33.99284414139133
38.0,9.0,18.99822695035461,12.124110331472265
10.0,1.0,4.749113475177305,2.125885738896434
10.0,1.0,5.068262411347518,2.18062393114028
56.0,14.0,28.072695035460992,26.63301330415981
67.0,16.0,33.409574468085104,38.86061754941901
55.0,14.0,27.33599290780142,23.770974014134318
9.0,1.0,4.558510638297872,1.975299909461289
8.0,1.0,4.051418439716312,1.7881362859011078
27.0,7.0,13.578900709219859,6.353703756098897
9.0,1.0,4.242021276595745,1.922808680398361
15.0,2.0,7.292553191489362,3.3293062471706714
17.0,3.0,8.407801418439716,3.7024923293596896
67.0,17.0,33.263297872340424,37.091135223328926
63.0,15.0,31.60904255319149,34.55903170740906
50.0,14.0,25.101063829787233,20.553615889542744
13.0,2.0,6.578900709219858,2.837746309290235
8.0,1.0,3.7349290780141846,1.726723221920419
23.0,5.0,11.567375886524824,5.160354106936267
32.0,6.0,16.22517730496454,11.523763266435292
41.0,11.0,20.45744680851064,13.478685679794774
30.0,7.0,14.96631205673759,7.658439590563808
37.0,9.0,18.46631205673759,12.452765831698649
50.0,11.0,25.240248226950353,25.028273697248522
32.0,8.0,15.968971631205674,8.154179084301617
61.0,15.0,30.680851063829788,33.6073638146974
36.0,8.0,18.233156028368793,12.320638266435285
48.0,12.0,23.82712765957447,18.103980402142717
39.0,10.0,19.67287234042553,13.948838558171095
53.0,13.0,26.38918439716312,22.680982313515404
45.0,10.0,22.62322695035461,18.3837512889191
25.0,6.0,12.574468085106384,5.673532518484986
33.0,7.0,16.73758865248227,11.533977164126545
66.0,15.0,33.048758865248224,38.83184243121572
56.0,15.0,27.9104609929078,25.058472127911074
16.0,2.0,8.09840425531915,3.677373340123736
18.0,3.0,9.143617021276595,4.57866493134145
29.0,5.0,14.661347517730496,10.186732935969037
7.0,1.0,3.5620567375886525,1.6309007343695057
57.0,14.0,28.483156028368793,26.779858124591332
29.0,5.0,14.72163120567376,10.649461168955257
57.0,15.0,28.654255319148938,28.05776558020221
20.0,3.0,9.75531914893617,4.312471706654603
14.0,1.0,6.782801418439717,2.999810591771036
30.0,6.0,15.188829787234043,9.224095084502794
49.0,13.0,24.62854609929078,19.377092921633736
41.0,9.0,20.576241134751772,14.508371686534884
12.0,2.0,6.071808510638298,2.610978289572945
66.0,16.0,32.955673758865245,37.93775149640351
40.0,11.0,20.177304964539008,13.77707358784765
47.0,12.0,23.578014184397162,19.162353503344875
38.0,9.0,19.24113475177305,15.370932045671768
63.0,16.0,31.495567375886523,33.36877467808462
28.0,5.0,14.175531914893616,8.798975780896338
61.0,17.0,30.29432624113475,29.409825964488686
21.0,2.0,10.671985815602836,6.140633645188874
60.0,15.0,30.125,31.490580673758867
40.0,10.0,19.9822695035461,13.024508324530965
57.0,15.0,28.43439716312057,26.1659090337508
37.0,8.0,18.680851063829788,13.199562396257686
13.0,1.0,6.278368794326241,2.837404431366629
52.0,13.0,25.958333333333332,21.809434101654773
44.0,11.0,22.122340425531913,16.477940621699084
65.0,15.0,32.541666666666664,36.812093676122906
61.0,16.0,30.38209219858156,29.74318994894625
52.0,12.0,26.13918439716312,22.89108869649411
67.0,17.0,33.316489361702125,38.02128838463863
46.0,11.0,23.21808510638298,19.76094952467177
66.0,17.0,32.809397163120565,36.22696843091446
66.0,17.0,32.75620567375886,35.6613090073441
11.0,1.0,5.593085106382978,2.7129663686434418
31.0,7.0,15.686170212765957,8.986617247623354
28.0,7.0,13.945921985815604,6.645125213771949
54.0,14.0,26.967198581560282,23.89342761304729
16.0,2.0,8.131205673758865,3.901224787485527
24.0,5.0,12.160460992907801,6.852798369045833
57.0,14.0,28.68173758865248,28.771935987877942
48.0,11.0,24.20921985815603,22.32856747648509
34.0,8.0,17.19237588652482,11.208558894170293
33.0,7.0,16.666666666666668,9.75413711583925
36.0,9.0,18.19503546099291,11.816571098033304
12.0,1.0,6.087765957446808,3.459495718273709
49.0,13.0,24.63918439716312,20.051549689401973
60.0,16.0,29.81560283687943,28.175217544389202
64.0,15.0,32.116134751773046,36.01754108822491
22.0,4.0,11.180851063829786,6.027576580654826
65.0,15.0,32.594858156028366,37.73390973165334
24.0,5.0,12.071808510638299,5.628708786026862
35.0,9.0,17.479609929078013,9.841782826568078
64.0,16.0,31.86258865248227,33.69299755419751
47.0,12.0,23.490248226950353,18.60451483200046
24.0,5.0,11.918439716312056,5.3976032392736775
26.0,4.0,13.203900709219859,8.391048614254787
41.0,10.0,20.67287234042553,14.968342104270391
49.0,12.0,24.42464539007092,19.06701671822342
46.0,12.0,23.10549645390071,17.553586810271035
25.0,4.0,12.704787234042554,8.53430332352492
58.0,14.0,29.18351063829787,29.89628838463855
60.0,14.0,30.06560283687943,30.662362934460013
12.0,1.0,5.76595744680851,2.555153161309783
33.0,8.0,16.617021276595743,9.293043609476387
46.0,11.0,22.83599290780142,17.17256975881484
24.0,4.0,12.187943262411348,6.415031940043269
49.0,11.0,24.73049645390071,21.416729540767555
58.0,16.0,28.877659574468087,27.499217217443814
66.0,17.0,32.837765957446805,36.33626876791909
23.0,3.0,11.690602836879433,8.08069183516926
27.0,6.0,13.680851063829786,7.316583672853496
52.0,14.0,25.828014184397162,20.810846411146294
30.0,6.0,15.22163120567376,11.394142020019098
19.0,3.0,9.625886524822695,4.586989462300678
20.0,3.0,10.164893617021276,5.891249811377687
58.0,14.0,29.05762411347518,27.816714922539056
36.0,9.0,17.947695035460992,10.833257098486063
65.0,17.0,32.3209219858156,35.06367574568678
21.0,5.0,10.569148936170214,4.785998566470522
21.0,3.0,10.59663120567376,5.671513473919796
64.0,17.0,31.74822695035461,32.475617423670876
61.0,15.0,30.63386524822695,31.99449144283483
31.0,7.0,15.570035460992909,8.47736453774958
67.0,17.0,33.291666666666664,37.302341903073305
40.0,8.0,20.25531914893617,16.232684472612046
22.0,3.0,11.182624113475176,7.101400206227072
34.0,8.0,16.977836879432623,10.571317306724994
51.0,10.0,25.761524822695037,24.58054093732694
44.0,10.0,21.94060283687943,15.658706019566399
18.0,3.0,8.803191489361701,3.908074920778615
48.0,12.0,23.96985815602837,19.456538277752607
16.0,2.0,7.787234042553192,3.507922136713452
40.0,9.0,20.19060283687943,14.285479069211807
54.0,14.0,27.125886524822697,25.650819249534745
11.0,1.0,5.575354609929078,2.407442250138336
34.0,7.0,17.220744680851062,11.789037743322785
29.0,6.0,14.46631205673759,7.154893491273081
60.0,16.0,29.968971631205672,29.92722872969172
