Compacidad_pw,Tolerancia_pw,Disimilitud_pw,Balance_pw,Compacidad_ref,Tolerancia_ref,Disimilitud_ref,Balance_ref
0.22126773704714328,0.24525919323797687,0.2798888487196403,0.2535842209952396,0.25,0.25,0.25,0.25
