Compacidad,Tolerancia,Disimilitud,Balance
515.0,115.0,198.74113475177305,1020.784052613046
201.0,37.0,78.21897163120568,123.44052660203192
202.0,37.0,78.33865248226951,123.3356691061819
513.0,115.0,198.47606382978722,1022.2689306058544
297.0,65.0,117.69503546099291,287.538202303708
257.0,56.0,101.46631205673759,205.23999987425162
484.0,110.0,189.64361702127658,919.7772464916266
348.0,75.0,137.25975177304966,407.5397985199435
364.0,78.0,143.33421985815602,448.8927297105279
205.0,38.0,79.625,127.55352393617021
424.0,94.0,166.55230496453902,628.8501010701164
511.0,115.0,197.83156028368793,1016.8581528846637
402.0,89.0,154.88829787234042,541.5655368190729
460.0,102.0,180.38741134751774,792.7710117385948
368.0,82.0,145.56648936170214,484.88919618605667
345.0,80.0,135.54521276595744,393.4766792100501
314.0,75.0,124.62145390070921,326.18028441099545
339.0,74.0,133.56117021276594,386.093775935566
249.0,54.0,99.53457446808511,207.81795354232673
319.0,68.0,126.18528368794327,338.15627279186174
478.0,108.0,186.25443262411346,864.2570725504244
203.0,38.0,78.90248226950355,124.49403639152908
366.0,81.0,144.81294326241135,461.2921374364976
337.0,79.0,132.8049645390071,379.24919521150764
498.0,111.0,193.11170212765958,948.9910687339659
420.0,97.0,164.27748226950354,627.3157340865655
492.0,110.0,191.69237588652481,931.7980979012619
472.0,105.0,184.1241134751773,824.7470071927962
253.0,58.0,99.12411347517731,194.92431215733623
209.0,41.0,80.77216312056737,129.99507617197304
285.0,63.0,113.52570921985816,272.69614754665247
464.0,104.0,181.42109929078015,818.2987392170904
312.0,66.0,122.52836879432624,315.8733086866855
483.0,109.0,188.08599290780143,893.2257612481766
305.0,70.0,121.64450354609929,317.58195560459745
396.0,88.0,156.0328014184397,570.6930730031191
501.0,111.0,194.38652482269504,967.6839318947756
254.0,56.0,101.65336879432624,221.25839290654417
317.0,73.0,123.25265957446808,310.4015886713451
422.0,98.0,167.88918439716312,689.7350603276998
227.0,48.0,89.1959219858156,158.53696918540314
320.0,73.0,127.48847517730496,340.7551863273982
306.0,69.0,120.66666666666667,312.5094562647751
436.0,100.0,170.75886524822695,696.3957547407077
216.0,43.0,83.90336879432624,137.63161985689854
497.0,112.0,193.62943262411346,963.4158713092894
