algorithm,IGD+,IGD+_std
SPEA2,0.1554505521646235,0.0897977201053293
AGEMOEA2,0.15928709350613987,0.10018845170465586
NSGA2,0.15968545936463596,0.09459867732375432
NSGA3,0.16380456255649084,0.09708990064875785
UNSGA3,0.16429825376236482,0.09734617000176438
SMSEMOA,0.17702837244039699,0.09852493423990405
RVEA,0.23214487939095768,0.06821631247508005
