algorithm,MaxToleranceRate,MaxToleranceRate_std
AGEMOEA2,0.26601743253297083,0.01832242101677002
SMSEMOA,0.2658248928104145,0.015298779691220473
UNSGA3,0.258226151685507,0.022157474262453843
NSGA3,0.25821699334059806,0.022304528856751386
SPEA2,0.2552204985461423,0.01639648646343051
NSGA2,0.23992901202843842,0.015077421879405594
RVEA,0.22002654334982086,0.02895393284409156
